sim	a_rule_id	a_req	b_rule_id	b_req
0.7620	spans-candidates-filtered/sent_0001-4067bf88	Deployer shall implement measures to detect and mitigate bias in the LMM when deploying an LMM.	spans-candidates-filtered/sent_0003-52108a55	deployer must assess and implement measures to avoid or mitigate risks associated with the use of an LMM or application and retain records of mitigation actions taken.
0.7562	spans-candidates-filtered/sent_0002-fb92e784	Developers and providers shall test for, mitigate, and record mitigation of false information or hallucinations in the LMM before deployment for health-care uses.	spans-candidates-filtered/sent_0002-9521c80d	Developers and providers shall detect, mitigate, and document measures to prevent manipulation and automation bias in the LMM prior to deployment.
0.7519	spans-candidates-filtered/sent_0001-a09ce5dd	Deployer shall implement measures to protect the privacy of data entered into and output by the LMM when deploying an LMM.	spans-candidates-filtered/sent_0003-52108a55	deployer must assess and implement measures to avoid or mitigate risks associated with the use of an LMM or application and retain records of mitigation actions taken.
0.7513	spans-candidates-filtered/sent_0002-383d1be3	Developers and providers shall identify, mitigate, and document measures addressing system-wide bias in the LMM prior to deployment.	spans-candidates-filtered/sent_0002-fb92e784	Developers and providers shall test for, mitigate, and record mitigation of false information or hallucinations in the LMM before deployment for health-care uses.
0.7496	spans-candidates-filtered/sent_0001-18929606	Deployer shall implement measures to mitigate automation bias and prevent skills degradation among users when deploying an LMM.	spans-candidates-filtered/sent_0003-52108a55	deployer must assess and implement measures to avoid or mitigate risks associated with the use of an LMM or application and retain records of mitigation actions taken.
0.7460	spans-candidates-filtered/sent_0002-383d1be3	Developers and providers shall identify, mitigate, and document measures addressing system-wide bias in the LMM prior to deployment.	spans-candidates-filtered/sent_0002-de305ba3	Developers and providers shall implement and demonstrate protections for the privacy of data entered into the LMM prior to deployment.
0.7394	spans-candidates-filtered/sent_0001-c6b515f5	Deployer shall implement measures to mitigate inaccurate or false responses when deploying an LMM.	spans-candidates-filtered/sent_0001-a09ce5dd	Deployer shall implement measures to protect the privacy of data entered into and output by the LMM when deploying an LMM.
0.7392	spans-candidates-filtered/sent_0001-f59ce155	Deployer shall assess and mitigate adverse impacts on labour and employment when deploying an LMM.	spans-candidates-filtered/sent_0003-52108a55	deployer must assess and implement measures to avoid or mitigate risks associated with the use of an LMM or application and retain records of mitigation actions taken.
0.7371	spans-candidates-filtered/sent_0001-4067bf88	Deployer shall implement measures to detect and mitigate bias in the LMM when deploying an LMM.	spans-candidates-filtered/sent_0001-a09ce5dd	Deployer shall implement measures to protect the privacy of data entered into and output by the LMM when deploying an LMM.
0.7339	spans-candidates-filtered/sent_0003-52108a55	deployer must assess and implement measures to avoid or mitigate risks associated with the use of an LMM or application and retain records of mitigation actions taken.	spans-candidates-filtered/sent_0003-34829d2c	deployer must use information from developers or providers to decide not to deploy an LMM or application in settings where such biases, contextual mismatch, avoidable errors, or other potential risks are present.
0.7335	spans-candidates-filtered/sent_0002-de305ba3	Developers and providers shall implement and demonstrate protections for the privacy of data entered into the LMM prior to deployment.	spans-candidates-filtered/sent_0002-9521c80d	Developers and providers shall detect, mitigate, and document measures to prevent manipulation and automation bias in the LMM prior to deployment.
0.7332	spans-candidates-filtered/sent_0001-18929606	Deployer shall implement measures to mitigate automation bias and prevent skills degradation among users when deploying an LMM.	spans-candidates-filtered/sent_0001-f59ce155	Deployer shall assess and mitigate adverse impacts on labour and employment when deploying an LMM.
0.7278	spans-candidates-filtered/sent_0002-5ab5a627	Developers and providers shall negotiate and document mutual responsibilities in a contract when an LMM is to be used in health care and laws have not been written or updated to define those responsibilities.	spans-candidates-filtered/sent_0002-383d1be3	Developers and providers shall identify, mitigate, and document measures addressing system-wide bias in the LMM prior to deployment.
0.7229	spans-candidates-filtered/sent_0001-4067bf88	Deployer shall implement measures to detect and mitigate bias in the LMM when deploying an LMM.	spans-candidates-filtered/sent_0001-f59ce155	Deployer shall assess and mitigate adverse impacts on labour and employment when deploying an LMM.
0.7179	spans-candidates-filtered/sent_0001-f59ce155	Deployer shall assess and mitigate adverse impacts on labour and employment when deploying an LMM.	spans-candidates-filtered/sent_0001-0413eca0	Deployer shall address accessibility and affordability concerns related to the LMM when deploying an LMM.
0.7175	spans-candidates-filtered/sent_0002-5ab5a627	Developers and providers shall negotiate and document mutual responsibilities in a contract when an LMM is to be used in health care and laws have not been written or updated to define those responsibilities.	spans-candidates-filtered/sent_0002-de305ba3	Developers and providers shall implement and demonstrate protections for the privacy of data entered into the LMM prior to deployment.
0.7141	spans-candidates-filtered/sent_0001-d5d20eff	Developer and provider shall identify and document the novel risks introduced by use of general-purpose foundation models for health-care related outputs or when integrated into health-care applications, products or services.	spans-candidates-filtered/sent_0002-383d1be3	Developers and providers shall identify, mitigate, and document measures addressing system-wide bias in the LMM prior to deployment.
0.7094	spans-candidates-filtered/sent_0001-c6b515f5	Deployer shall implement measures to mitigate inaccurate or false responses when deploying an LMM.	spans-candidates-filtered/sent_0003-34829d2c	deployer must use information from developers or providers to decide not to deploy an LMM or application in settings where such biases, contextual mismatch, avoidable errors, or other potential risks are present.
0.7075	spans-candidates-filtered/sent_0001-c6b515f5	Deployer shall implement measures to mitigate inaccurate or false responses when deploying an LMM.	spans-candidates-filtered/sent_0001-0413eca0	Deployer shall address accessibility and affordability concerns related to the LMM when deploying an LMM.
0.7074	spans-candidates-filtered/sent_0001-c6b515f5	Deployer shall implement measures to mitigate inaccurate or false responses when deploying an LMM.	spans-candidates-filtered/sent_0001-f59ce155	Deployer shall assess and mitigate adverse impacts on labour and employment when deploying an LMM.
0.7059	spans-candidates-filtered/sent_0001-c6b515f5	Deployer shall implement measures to mitigate inaccurate or false responses when deploying an LMM.	spans-candidates-filtered/sent_0001-34a0b264	Deployer shall implement measures to preserve and monitor the quality of interactions between health-care providers and patients when deploying an LMM.
0.7023	spans-candidates-filtered/sent_0001-0413eca0	Deployer shall address accessibility and affordability concerns related to the LMM when deploying an LMM.	spans-candidates-filtered/sent_0003-52108a55	deployer must assess and implement measures to avoid or mitigate risks associated with the use of an LMM or application and retain records of mitigation actions taken.
0.7015	spans-candidates-filtered/sent_0001-a09ce5dd	Deployer shall implement measures to protect the privacy of data entered into and output by the LMM when deploying an LMM.	spans-candidates-filtered/sent_0001-0413eca0	Deployer shall address accessibility and affordability concerns related to the LMM when deploying an LMM.
0.7006	spans-candidates-filtered/sent_0001-18929606	Deployer shall implement measures to mitigate automation bias and prevent skills degradation among users when deploying an LMM.	spans-candidates-filtered/sent_0001-a09ce5dd	Deployer shall implement measures to protect the privacy of data entered into and output by the LMM when deploying an LMM.
0.7000	spans-candidates-filtered/sent_0002-fb92e784	Developers and providers shall test for, mitigate, and record mitigation of false information or hallucinations in the LMM before deployment for health-care uses.	spans-candidates-filtered/sent_0002-de305ba3	Developers and providers shall implement and demonstrate protections for the privacy of data entered into the LMM prior to deployment.
0.6982	spans-candidates-filtered/sent_0026-66182b35	Ensure impact assessments are audited by an independent third party both before and after introduction of an AI technology.	spans-candidates-filtered/sent_0026-f2af197b	Make impact assessments available in the public domain.
0.6975	spans-candidates-filtered/sent_0001-d5d20eff	Developer and provider shall identify and document the novel risks introduced by use of general-purpose foundation models for health-care related outputs or when integrated into health-care applications, products or services.	spans-candidates-filtered/sent_0002-5ab5a627	Developers and providers shall negotiate and document mutual responsibilities in a contract when an LMM is to be used in health care and laws have not been written or updated to define those responsibilities.
0.6953	spans-candidates-filtered/sent_0001-34a0b264	Deployer shall implement measures to preserve and monitor the quality of interactions between health-care providers and patients when deploying an LMM.	spans-candidates-filtered/sent_0003-52108a55	deployer must assess and implement measures to avoid or mitigate risks associated with the use of an LMM or application and retain records of mitigation actions taken.
0.6949	spans-candidates-filtered/sent_0001-d5d20eff	Developer and provider shall identify and document the novel risks introduced by use of general-purpose foundation models for health-care related outputs or when integrated into health-care applications, products or services.	spans-candidates-filtered/sent_0002-fb92e784	Developers and providers shall test for, mitigate, and record mitigation of false information or hallucinations in the LMM before deployment for health-care uses.
0.6940	spans-candidates-filtered/sent_0001-34a0b264	Deployer shall implement measures to preserve and monitor the quality of interactions between health-care providers and patients when deploying an LMM.	spans-candidates-filtered/sent_0001-a09ce5dd	Deployer shall implement measures to protect the privacy of data entered into and output by the LMM when deploying an LMM.
0.6908	spans-candidates-filtered/sent_0002-5ab5a627	Developers and providers shall negotiate and document mutual responsibilities in a contract when an LMM is to be used in health care and laws have not been written or updated to define those responsibilities.	spans-candidates-filtered/sent_0002-9521c80d	Developers and providers shall detect, mitigate, and document measures to prevent manipulation and automation bias in the LMM prior to deployment.
0.6900	spans-candidates-filtered/sent_0001-34a0b264	Deployer shall implement measures to preserve and monitor the quality of interactions between health-care providers and patients when deploying an LMM.	spans-candidates-filtered/sent_0001-0413eca0	Deployer shall address accessibility and affordability concerns related to the LMM when deploying an LMM.
0.6838	spans-candidates-filtered/sent_0001-d5d20eff	Developer and provider shall identify and document the novel risks introduced by use of general-purpose foundation models for health-care related outputs or when integrated into health-care applications, products or services.	spans-candidates-filtered/sent_0002-9521c80d	Developers and providers shall detect, mitigate, and document measures to prevent manipulation and automation bias in the LMM prior to deployment.
0.6838	spans-candidates-filtered/sent_0001-4067bf88	Deployer shall implement measures to detect and mitigate bias in the LMM when deploying an LMM.	spans-candidates-filtered/sent_0001-0413eca0	Deployer shall address accessibility and affordability concerns related to the LMM when deploying an LMM.
0.6803	spans-candidates-filtered/sent_0001-18929606	Deployer shall implement measures to mitigate automation bias and prevent skills degradation among users when deploying an LMM.	spans-candidates-filtered/sent_0001-34a0b264	Deployer shall implement measures to preserve and monitor the quality of interactions between health-care providers and patients when deploying an LMM.
0.6761	spans-candidates-filtered/sent_0001-18929606	Deployer shall implement measures to mitigate automation bias and prevent skills degradation among users when deploying an LMM.	spans-candidates-filtered/sent_0001-0413eca0	Deployer shall address accessibility and affordability concerns related to the LMM when deploying an LMM.
0.6750	spans-candidates-filtered/sent_0001-a09ce5dd	Deployer shall implement measures to protect the privacy of data entered into and output by the LMM when deploying an LMM.	spans-candidates-filtered/sent_0001-f59ce155	Deployer shall assess and mitigate adverse impacts on labour and employment when deploying an LMM.
0.6695	spans-candidates-filtered/sent_0001-4067bf88	Deployer shall implement measures to detect and mitigate bias in the LMM when deploying an LMM.	spans-candidates-filtered/sent_0001-34a0b264	Deployer shall implement measures to preserve and monitor the quality of interactions between health-care providers and patients when deploying an LMM.
0.6640	spans-candidates-filtered/sent_0002-5ab5a627	Developers and providers shall negotiate and document mutual responsibilities in a contract when an LMM is to be used in health care and laws have not been written or updated to define those responsibilities.	spans-candidates-filtered/sent_0002-fb92e784	Developers and providers shall test for, mitigate, and record mitigation of false information or hallucinations in the LMM before deployment for health-care uses.
0.6564	spans-candidates-filtered/sent_0001-34a0b264	Deployer shall implement measures to preserve and monitor the quality of interactions between health-care providers and patients when deploying an LMM.	spans-candidates-filtered/sent_0001-f59ce155	Deployer shall assess and mitigate adverse impacts on labour and employment when deploying an LMM.
0.6537	spans-candidates-filtered/sent_0001-a09ce5dd	Deployer shall implement measures to protect the privacy of data entered into and output by the LMM when deploying an LMM.	spans-candidates-filtered/sent_0003-34829d2c	deployer must use information from developers or providers to decide not to deploy an LMM or application in settings where such biases, contextual mismatch, avoidable errors, or other potential risks are present.
0.6493	spans-candidates-filtered/sent_0001-d5d20eff	Developer and provider shall identify and document the novel risks introduced by use of general-purpose foundation models for health-care related outputs or when integrated into health-care applications, products or services.	spans-candidates-filtered/sent_0005-24896b73	Demonstrate that an AI technology intended for use in health care meets the minimum requirements set out in a law or policy.
0.6471	spans-candidates-filtered/sent_0002-5ab5a627	Developers and providers shall negotiate and document mutual responsibilities in a contract when an LMM is to be used in health care and laws have not been written or updated to define those responsibilities.	spans-candidates-filtered/sent_0005-24896b73	Demonstrate that an AI technology intended for use in health care meets the minimum requirements set out in a law or policy.
0.6464	spans-candidates-filtered/sent_0001-34a0b264	Deployer shall implement measures to preserve and monitor the quality of interactions between health-care providers and patients when deploying an LMM.	spans-candidates-filtered/sent_0003-34829d2c	deployer must use information from developers or providers to decide not to deploy an LMM or application in settings where such biases, contextual mismatch, avoidable errors, or other potential risks are present.
0.6461	spans-candidates-filtered/sent_0001-0413eca0	Deployer shall address accessibility and affordability concerns related to the LMM when deploying an LMM.	spans-candidates-filtered/sent_0003-34829d2c	deployer must use information from developers or providers to decide not to deploy an LMM or application in settings where such biases, contextual mismatch, avoidable errors, or other potential risks are present.
0.6453	spans-candidates-filtered/sent_0001-d5d20eff	Developer and provider shall identify and document the novel risks introduced by use of general-purpose foundation models for health-care related outputs or when integrated into health-care applications, products or services.	spans-candidates-filtered/sent_0002-de305ba3	Developers and providers shall implement and demonstrate protections for the privacy of data entered into the LMM prior to deployment.
0.6401	spans-candidates-filtered/sent_0001-f59ce155	Deployer shall assess and mitigate adverse impacts on labour and employment when deploying an LMM.	spans-candidates-filtered/sent_0003-34829d2c	deployer must use information from developers or providers to decide not to deploy an LMM or application in settings where such biases, contextual mismatch, avoidable errors, or other potential risks are present.
0.6380	spans-candidates-filtered/sent_0001-090a9ecd	developer must block user queries or attach a clear warning to any responses that include health or medical information and must direct users to information or services that can provide appropriate assistance.	spans-candidates-filtered/sent_0018-71d893da	developer shall be subject to AI regulatory assessments when they agree to a provider adapting a general-purpose foundation model for use in health care or medicine.
0.6318	spans-candidates-filtered/sent_0001-090a9ecd	developer must block user queries or attach a clear warning to any responses that include health or medical information and must direct users to information or services that can provide appropriate assistance.	spans-candidates-filtered/sent_0001-9ee2aacf	developer must implement measures to identify and mitigate the risks associated with use of large multi-modal models (LMMs) in health care.
0.6267	spans-candidates-filtered/sent_0002-fb92e784	Developers and providers shall test for, mitigate, and record mitigation of false information or hallucinations in the LMM before deployment for health-care uses.	spans-candidates-filtered/sent_0005-24896b73	Demonstrate that an AI technology intended for use in health care meets the minimum requirements set out in a law or policy.
0.6141	spans-candidates-filtered/sent_0002-383d1be3	Developers and providers shall identify, mitigate, and document measures addressing system-wide bias in the LMM prior to deployment.	spans-candidates-filtered/sent_0005-24896b73	Demonstrate that an AI technology intended for use in health care meets the minimum requirements set out in a law or policy.
0.6016	spans-candidates-filtered/sent_0002-9521c80d	Developers and providers shall detect, mitigate, and document measures to prevent manipulation and automation bias in the LMM prior to deployment.	spans-candidates-filtered/sent_0005-24896b73	Demonstrate that an AI technology intended for use in health care meets the minimum requirements set out in a law or policy.
0.5759	spans-candidates-filtered/sent_0002-de305ba3	Developers and providers shall implement and demonstrate protections for the privacy of data entered into the LMM prior to deployment.	spans-candidates-filtered/sent_0005-24896b73	Demonstrate that an AI technology intended for use in health care meets the minimum requirements set out in a law or policy.
0.5722	spans-candidates-filtered/sent_0026-66182b35	Ensure impact assessments are audited by an independent third party both before and after introduction of an AI technology.	spans-candidates-filtered/sent_0004-52fdd3ac	The org must rebut the court's presumption that non-compliance caused the damage by indicating another party as the cause of the damage.
0.4279	spans-candidates-filtered/sent_0026-f2af197b	Make impact assessments available in the public domain.	spans-candidates-filtered/sent_0004-52fdd3ac	The org must rebut the court's presumption that non-compliance caused the damage by indicating another party as the cause of the damage.
