sim	a_rule_id	a_req	b_rule_id	b_req
0.8450	spans-passthrough-candidates/sent_0011-f3bd3f53	entity shall not use or further disclose the protected health information other than as permitted or required by the plan documents or as required by law.	spans-passthrough-candidates/sent_0013-66b88db7	Entity must not permit a health insurance issuer or HMO to disclose protected health information to the plan sponsor.
0.8436	spans-passthrough-candidates/sent_0019-00fd615c	Treat that person as a personal representative under this subchapter with respect to protected health information relevant to such personal representation.	spans-passthrough-candidates/sent_0019-f6fd0fc3	Treat that parent, guardian, or other person acting in loco parentis as a personal representative under this subchapter with respect to protected health information relevant to such personal representation, except as stated in the exceptions.
0.8415	spans-passthrough-candidates/sent_0012-d596b730	provider shall not treat a written revocation of authorization as effective to the extent the provider has taken action in reliance on the authorization.	spans-passthrough-candidates/sent_0012-09279063	provider shall not treat a written revocation of authorization as effective to the extent the authorization was obtained as a condition of obtaining insurance coverage and other law provides the insurer the right to contest a claim under the policy or the policy itself.
0.8407	spans-passthrough-candidates/sent_0010-d7b0c9cc	The provider must provide the individual with an opportunity to opt in to the research activities described in the unconditioned authorization.	spans-passthrough-candidates/sent_0010-7eccd424	The provider must ensure any compound authorization created under this paragraph clearly differentiates between the conditioned and unconditioned components.
0.8391	spans-passthrough-candidates/sent_0004-b02707f4	Use appropriate safeguards and comply, where applicable, with subpart C with respect to electronic protected health information to prevent use or disclosure of the information other than as provided for by the contract.	spans-passthrough-candidates/sent_0005-96a5d61b	The business associate shall ensure that any subcontractors that create, receive, maintain, or transmit protected health information on behalf of the business associate agree to the same restrictions and conditions that apply to the business associate with respect to such information.
0.8373	spans-passthrough-candidates/sent_0005-26656f24	entity shall disclose protected health information to the individual when requested under, and required by § 164.524 or § 164.528.	spans-passthrough-candidates/sent_0011-e9ca6ca8	entity shall make available protected health information in accordance with § 164.524.
0.8318	spans-passthrough-candidates/sent_0002-0ba7fbe7	entity must not treat consent under paragraph (b) as effective to permit a use or disclosure of protected health information when authorization, under § 164.508, is required.	spans-passthrough-candidates/sent_0006-4c4700fd	entity must obtain an authorization for any disclosure of protected health information that is a sale.
0.8308	spans-passthrough-candidates/sent_0011-418077bb	entity shall amend the group health plan's plan documents to include provisions that establish the permitted and required uses and disclosures of protected health information by the plan sponsor and ensure those uses and disclosures are not inconsistent with this subpart.	spans-passthrough-candidates/sent_0013-66b88db7	Entity must not permit a health insurance issuer or HMO to disclose protected health information to the plan sponsor.
0.8302	spans-passthrough-candidates/sent_0011-b6ab4e93	entity shall make available the information required to provide an accounting of disclosures in accordance with § 164.528.	spans-passthrough-candidates/sent_0011-f9edc1c0	entity shall make its internal practices, books, and records relating to the use and disclosure of protected health information received from the group health plan available to the Secretary for purposes of determining compliance by the group health plan with 45 CFR Part 164 Subpart E.
0.8302	spans-passthrough-candidates/sent_0017-e331793c	The business associate must document the satisfactory assurances required by paragraph (e)(1) through a written contract or other written agreement or arrangement with the business associate that meets the applicable requirements of §164.504(e).	spans-passthrough-candidates/sent_0008-27921b7d	Business associate shall ensure that any contract or other arrangement with a subcontractor includes the requirements of §164.504(e)(2) through §164.504(e)(4) in the same manner those requirements apply to contracts or other arrangements between a covered entity and a business associate.
0.8292	spans-passthrough-candidates/sent_0011-e9ca6ca8	entity shall make available protected health information in accordance with § 164.524.	spans-passthrough-candidates/sent_0011-b6ab4e93	entity shall make available the information required to provide an accounting of disclosures in accordance with § 164.528.
0.8285	spans-passthrough-candidates/sent_0007-55dcbc1c	The covered entity attempts in good faith to obtain satisfactory assurances as required by paragraph (e)(2) and § 164.314(a)(1).	spans-passthrough-candidates/sent_0007-771e5364	If the attempt to obtain satisfactory assurances fails, the covered entity documents the attempt and the reasons that such assurances cannot be obtained.
0.8282	spans-passthrough-candidates/sent_0010-f798bb5b	Entity and business associate must not use or disclose protected health information to conduct a criminal, civil, or administrative investigation into any person for the mere act of seeking, obtaining, providing, or facilitating reproductive health care.	spans-passthrough-candidates/sent_0003-7a049993	Entity and business associate shall not use or disclose protected health information potentially related to reproductive health care for the purposes specified in § 164.512(d), (e), (f), or (g)(1) unless they obtain an attestation valid under paragraph (b)(1) and comply with all applicable conditions of this part.
0.8278	spans-passthrough-candidates/sent_0003-b146f634	Not use or disclose protected health information.	spans-passthrough-candidates/sent_0010-ad9026de	Entity and business associate must not use or disclose protected health information to identify any person for any purpose described in paragraphs (a)(5)(iii)(A)(1) or (2) of this section.
0.8256	spans-passthrough-candidates/sent_0011-418077bb	entity shall amend the group health plan's plan documents to include provisions that establish the permitted and required uses and disclosures of protected health information by the plan sponsor and ensure those uses and disclosures are not inconsistent with this subpart.	spans-passthrough-candidates/sent_0011-f9d6b505	entity shall not use or disclose the protected health information for employment-related actions and decisions or in connection with any other benefit or employee benefit plan of the plan sponsor.
0.8256	spans-passthrough-candidates/sent_0010-f798bb5b	Entity and business associate must not use or disclose protected health information to conduct a criminal, civil, or administrative investigation into any person for the mere act of seeking, obtaining, providing, or facilitating reproductive health care.	spans-passthrough-candidates/sent_0012-5a05594d	Entity or business associate must not treat reproductive health care provided by another person as presumed lawful when they receive factual information from the requester that demonstrates a substantial factual basis that the reproductive health care was not lawful under the specific circumstances in which it was provided.
0.8256	spans-passthrough-candidates/sent_0015-08e22d62	org must obtain and record the individual's signature and the date on the authorization.	spans-passthrough-candidates/sent_0015-b1679bac	org must obtain and record a description of the personal representative's authority to act for the individual.
0.8253	spans-passthrough-candidates/sent_0012-a30d662a	The org must ensure plan documents restrict the access to and use by such employees and other persons described in paragraph (f)(2)(iii)(A) to the plan administration functions that the plan sponsor performs for the group health plan.	spans-passthrough-candidates/sent_0012-a8726bab	The org must ensure plan documents provide an effective mechanism for resolving any issues of noncompliance by persons described in paragraph (f)(2)(iii)(A) with the plan document provisions required by this paragraph.
0.8245	spans-passthrough-candidates/sent_0016-f8bbb280	provider shall not use or disclose re-identified information except as permitted or required by this subpart.	spans-passthrough-candidates/sent_0004-9179a011	provider must not use protected health information without an authorization that is valid under this section.
0.8243	spans-passthrough-candidates/sent_0004-b02707f4	Use appropriate safeguards and comply, where applicable, with subpart C with respect to electronic protected health information to prevent use or disclosure of the information other than as provided for by the contract.	spans-passthrough-candidates/sent_0004-5e79ee84	Report to the covered entity any use or disclosure of the information not provided for by the contract of which the business associate becomes aware, including breaches of unsecured protected health information as required by § 164.410.
0.8236	spans-passthrough-candidates/sent_0011-418077bb	entity shall amend the group health plan's plan documents to include provisions that establish the permitted and required uses and disclosures of protected health information by the plan sponsor and ensure those uses and disclosures are not inconsistent with this subpart.	spans-passthrough-candidates/sent_0011-820bb039	entity shall ensure that any agents to whom it provides protected health information received from the group health plan agree to the same restrictions and conditions that apply to the plan sponsor with respect to such information.
0.8228	spans-passthrough-candidates/sent_0006-4c4700fd	entity must obtain an authorization for any disclosure of protected health information that is a sale.	spans-passthrough-candidates/sent_0002-fa1abc82	entity must provide the individual with a copy of the signed authorization when it seeks an authorization for a use or disclosure of protected health information.
0.8226	spans-passthrough-candidates/sent_0011-fad11f64	entity shall report to the group health plan any use or disclosure of the protected health information that is inconsistent with the uses or disclosures provided for and of which it becomes aware.	spans-passthrough-candidates/sent_0011-bc6d1191	entity shall make available protected health information for amendment and incorporate any amendments to protected health information in accordance with § 164.526.
0.8219	spans-passthrough-candidates/sent_0010-f798bb5b	Entity and business associate must not use or disclose protected health information to conduct a criminal, civil, or administrative investigation into any person for the mere act of seeking, obtaining, providing, or facilitating reproductive health care.	spans-passthrough-candidates/sent_0012-5d6092db	Entity or business associate must not treat reproductive health care provided by another person as presumed lawful when they have actual knowledge that the reproductive health care was not lawful under the circumstances in which it was provided.
0.8210	spans-passthrough-candidates/sent_0004-38cb0bba	Ensure the contract between the covered entity and the business associate establishes the permitted and required uses and disclosures of protected health information by the business associate.	spans-passthrough-candidates/sent_0004-548534ef	Do not authorize the business associate to use or further disclose protected health information in a manner that would violate the requirements of this subpart if done by the covered entity.
0.8209	spans-passthrough-candidates/sent_0020-0cd4b554	The entity must not disclose or provide access to protected health information about an unemancipated minor to a parent, guardian, or other person acting in loco parentis when such disclosure or access is prohibited by applicable State or other law.	spans-passthrough-candidates/sent_0020-58e208c3	The entity must ensure that the decision to provide or deny access under §164.524 to a parent, guardian, or other person acting in loco parentis is made by a licensed health care professional exercising professional judgment.
0.8197	spans-passthrough-candidates/sent_0001-dd352451	The provider shall not condition treatment, payment, enrollment, or eligibility for benefits on whether the individual signs the authorization when the prohibition on conditioning of authorizations in paragraph (b)(4) of this section applies.	spans-passthrough-candidates/sent_0001-fcbcdfd7	The provider shall state the consequences to the individual of a refusal to sign the authorization when, in accordance with paragraph (b)(4) of this section, the provider can condition treatment, enrollment in the health plan, or eligibility for benefits on failure to obtain such authorization.
0.8187	spans-passthrough-candidates/sent_0003-b146f634	Not use or disclose protected health information.	spans-passthrough-candidates/sent_0013-53562974	entity or business associate must make reasonable efforts to limit protected health information to the minimum necessary when using or disclosing protected health information.
0.8185	spans-passthrough-candidates/sent_0010-636871c2	The org must not combine an authorization for a use or disclosure of psychotherapy notes with any authorization that is not also for a use or disclosure of psychotherapy notes.	spans-passthrough-candidates/sent_0010-2fe94383	The org must not combine an authorization under this section (other than for psychotherapy notes) with any other such authorization when the condition in the condition applies.
0.8167	spans-passthrough-candidates/sent_0010-f798bb5b	Entity and business associate must not use or disclose protected health information to conduct a criminal, civil, or administrative investigation into any person for the mere act of seeking, obtaining, providing, or facilitating reproductive health care.	spans-passthrough-candidates/sent_0010-ad9026de	Entity and business associate must not use or disclose protected health information to identify any person for any purpose described in paragraphs (a)(5)(iii)(A)(1) or (2) of this section.
0.8162	spans-passthrough-candidates/sent_0017-e331793c	The business associate must document the satisfactory assurances required by paragraph (e)(1) through a written contract or other written agreement or arrangement with the business associate that meets the applicable requirements of §164.504(e).	spans-passthrough-candidates/sent_0004-b02707f4	Use appropriate safeguards and comply, where applicable, with subpart C with respect to electronic protected health information to prevent use or disclosure of the information other than as provided for by the contract.
0.8157	spans-passthrough-candidates/sent_0011-42066003	entity shall disclose protected health information to the plan sponsor only upon receipt of a certification by the plan sponsor that the plan documents have been amended to incorporate the required provisions and that the plan sponsor agrees to comply with those provisions.	spans-passthrough-candidates/sent_0013-66b88db7	Entity must not permit a health insurance issuer or HMO to disclose protected health information to the plan sponsor.
0.8146	spans-passthrough-candidates/sent_0019-f6fd0fc3	Treat that parent, guardian, or other person acting in loco parentis as a personal representative under this subchapter with respect to protected health information relevant to such personal representation, except as stated in the exceptions.	spans-passthrough-candidates/sent_0020-0cd4b554	The entity must not disclose or provide access to protected health information about an unemancipated minor to a parent, guardian, or other person acting in loco parentis when such disclosure or access is prohibited by applicable State or other law.
0.8129	spans-passthrough-candidates/sent_0012-5d6092db	Entity or business associate must not treat reproductive health care provided by another person as presumed lawful when they have actual knowledge that the reproductive health care was not lawful under the circumstances in which it was provided.	spans-passthrough-candidates/sent_0003-a7abb587	Entity and business associate shall not use or disclose protected health information potentially related to reproductive health care for the purposes specified in § 164.512(d), (e), (f), or (g)(1) in reliance on an attestation that is defective under paragraph (b)(2).
0.8122	spans-passthrough-candidates/sent_0011-418077bb	entity shall amend the group health plan's plan documents to include provisions that establish the permitted and required uses and disclosures of protected health information by the plan sponsor and ensure those uses and disclosures are not inconsistent with this subpart.	spans-passthrough-candidates/sent_0011-fad11f64	entity shall report to the group health plan any use or disclosure of the protected health information that is inconsistent with the uses or disclosures provided for and of which it becomes aware.
0.8114	spans-passthrough-candidates/sent_0012-5d6092db	Entity or business associate must not treat reproductive health care provided by another person as presumed lawful when they have actual knowledge that the reproductive health care was not lawful under the circumstances in which it was provided.	spans-passthrough-candidates/sent_0003-7a049993	Entity and business associate shall not use or disclose protected health information potentially related to reproductive health care for the purposes specified in § 164.512(d), (e), (f), or (g)(1) unless they obtain an attestation valid under paragraph (b)(1) and comply with all applicable conditions of this part.
0.8109	spans-passthrough-candidates/sent_0012-4256bac3	The org must ensure plan documents describe the employees or classes of employees or other persons under the control of the plan sponsor to be given access to the protected health information to be disclosed and must include any employee or person who receives protected health information relating to payment, health care operations, or other matters pertaining to the group health plan in the ordinary course of business.	spans-passthrough-candidates/sent_0012-a8726bab	The org must ensure plan documents provide an effective mechanism for resolving any issues of noncompliance by persons described in paragraph (f)(2)(iii)(A) with the plan document provisions required by this paragraph.
0.8109	spans-passthrough-candidates/sent_0014-fb8e2722	The entity must include the name or other specific identification of the person(s) or class of persons to whom it may make the requested use or disclosure.	spans-passthrough-candidates/sent_0014-226d1c50	The entity must include an expiration date or an expiration event that relates to the individual or the purpose of the use or disclosure.
0.8098	spans-passthrough-candidates/sent_0016-f8bbb280	provider shall not use or disclose re-identified information except as permitted or required by this subpart.	spans-passthrough-candidates/sent_0004-af803c77	provider must not disclose protected health information without an authorization that is valid under this section.
0.8097	spans-passthrough-candidates/sent_0012-12be01d9	The org must ensure that adequate separation between the group health plan and the plan sponsor is established.	spans-passthrough-candidates/sent_0012-a30d662a	The org must ensure plan documents restrict the access to and use by such employees and other persons described in paragraph (f)(2)(iii)(A) to the plan administration functions that the plan sponsor performs for the group health plan.
0.8090	spans-passthrough-candidates/sent_0011-418077bb	entity shall amend the group health plan's plan documents to include provisions that establish the permitted and required uses and disclosures of protected health information by the plan sponsor and ensure those uses and disclosures are not inconsistent with this subpart.	spans-passthrough-candidates/sent_0013-1d83bccf	Entity must not disclose protected health information to the plan sponsor for the purpose of employment-related actions or decisions or in connection with any other benefit or employee benefit plan of the plan sponsor.
0.8087	spans-passthrough-candidates/sent_0006-d63b03e0	The business associate shall disclose protected health information to the covered entity, individual, or the individual's designee as necessary to satisfy a covered entity's obligations under § 164.524(c)(2)(ii) and (3)(ii) with respect to an individual's request for an electronic copy of protected health information.	spans-passthrough-candidates/sent_0005-c0d0e2ac	The business associate shall make available protected health information for individual access in accordance with § 164.524, make protected health information available for amendment and incorporate any amendments in accordance with § 164.526, and make available the information required to provide an accounting of disclosures in accordance with § 164.528.
0.8086	spans-passthrough-candidates/sent_0011-f3bd3f53	entity shall not use or further disclose the protected health information other than as permitted or required by the plan documents or as required by law.	spans-passthrough-candidates/sent_0013-2ec8872c	Entity must not permit a health insurance issuer or HMO to disclose protected health information to a plan sponsor.
0.8085	spans-passthrough-candidates/sent_0011-fad11f64	entity shall report to the group health plan any use or disclosure of the protected health information that is inconsistent with the uses or disclosures provided for and of which it becomes aware.	spans-passthrough-candidates/sent_0011-f9edc1c0	entity shall make its internal practices, books, and records relating to the use and disclosure of protected health information received from the group health plan available to the Secretary for purposes of determining compliance by the group health plan with 45 CFR Part 164 Subpart E.
0.8080	spans-passthrough-candidates/sent_0011-42066003	entity shall disclose protected health information to the plan sponsor only upon receipt of a certification by the plan sponsor that the plan documents have been amended to incorporate the required provisions and that the plan sponsor agrees to comply with those provisions.	spans-passthrough-candidates/sent_0013-1d83bccf	Entity must not disclose protected health information to the plan sponsor for the purpose of employment-related actions or decisions or in connection with any other benefit or employee benefit plan of the plan sponsor.
0.8076	spans-passthrough-candidates/sent_0011-42066003	entity shall disclose protected health information to the plan sponsor only upon receipt of a certification by the plan sponsor that the plan documents have been amended to incorporate the required provisions and that the plan sponsor agrees to comply with those provisions.	spans-passthrough-candidates/sent_0011-f3bd3f53	entity shall not use or further disclose the protected health information other than as permitted or required by the plan documents or as required by law.
0.8069	spans-passthrough-candidates/sent_0011-418077bb	entity shall amend the group health plan's plan documents to include provisions that establish the permitted and required uses and disclosures of protected health information by the plan sponsor and ensure those uses and disclosures are not inconsistent with this subpart.	spans-passthrough-candidates/sent_0013-2ec8872c	Entity must not permit a health insurance issuer or HMO to disclose protected health information to a plan sponsor.
0.8060	spans-passthrough-candidates/sent_0005-26656f24	entity shall disclose protected health information to the individual when requested under, and required by § 164.524 or § 164.528.	spans-passthrough-candidates/sent_0005-2c8ba531	entity shall disclose protected health information when required by the Secretary under subpart C of part 160 of this subchapter to investigate or determine the covered entity's compliance with this subchapter.
0.8049	spans-passthrough-candidates/sent_0005-d5235543	business associate shall not use or disclose protected health information in a manner that would violate the requirements of this subpart if done by the covered entity.	spans-passthrough-candidates/sent_0004-b02707f4	Use appropriate safeguards and comply, where applicable, with subpart C with respect to electronic protected health information to prevent use or disclosure of the information other than as provided for by the contract.
0.8034	spans-passthrough-candidates/sent_0011-42066003	entity shall disclose protected health information to the plan sponsor only upon receipt of a certification by the plan sponsor that the plan documents have been amended to incorporate the required provisions and that the plan sponsor agrees to comply with those provisions.	spans-passthrough-candidates/sent_0013-2ec8872c	Entity must not permit a health insurance issuer or HMO to disclose protected health information to a plan sponsor.
0.8011	spans-passthrough-candidates/sent_0011-418077bb	entity shall amend the group health plan's plan documents to include provisions that establish the permitted and required uses and disclosures of protected health information by the plan sponsor and ensure those uses and disclosures are not inconsistent with this subpart.	spans-passthrough-candidates/sent_0011-f9edc1c0	entity shall make its internal practices, books, and records relating to the use and disclosure of protected health information received from the group health plan available to the Secretary for purposes of determining compliance by the group health plan with 45 CFR Part 164 Subpart E.
0.8010	spans-passthrough-candidates/sent_0013-2617191a	Ensure each authorization contains a description of the information to be used or disclosed that identifies the information in a specific and meaningful fashion.	spans-passthrough-candidates/sent_0014-6e7f0f38	The entity must include a description of each purpose of the requested use or disclosure.
0.7988	spans-passthrough-candidates/sent_0008-56c70832	org must not accept or rely on an authorization as valid if the submitted document has any of the 45 CFR Part 164 Subpart E (up to date as of 9/29/2025) Privacy of Individually Identifiable Health Information 45 CFR 164.508(a)(2).	spans-passthrough-candidates/sent_0004-3106674b	org must ensure that a valid attestation is a document that meets the requirements of paragraph (c)(1) of this section.
0.7986	spans-passthrough-candidates/sent_0011-418077bb	entity shall amend the group health plan's plan documents to include provisions that establish the permitted and required uses and disclosures of protected health information by the plan sponsor and ensure those uses and disclosures are not inconsistent with this subpart.	spans-passthrough-candidates/sent_0013-ecd20e1a	Entity must comply with the standards, requirements, and implementation specifications of this subpart as applicable to the health plan, health care provider, or health care clearinghouse covered functions it performs.
0.7986	spans-passthrough-candidates/sent_0014-fb8e2722	The entity must include the name or other specific identification of the person(s) or class of persons to whom it may make the requested use or disclosure.	spans-passthrough-candidates/sent_0014-6e7f0f38	The entity must include a description of each purpose of the requested use or disclosure.
0.7981	spans-passthrough-candidates/sent_0018-ddf8d4f1	Entity must treat a personal representative as the individual for purposes of this subchapter.	spans-passthrough-candidates/sent_0019-00fd615c	Treat that person as a personal representative under this subchapter with respect to protected health information relevant to such personal representation.
0.7980	spans-passthrough-candidates/sent_0010-f798bb5b	Entity and business associate must not use or disclose protected health information to conduct a criminal, civil, or administrative investigation into any person for the mere act of seeking, obtaining, providing, or facilitating reproductive health care.	spans-passthrough-candidates/sent_0003-a7abb587	Entity and business associate shall not use or disclose protected health information potentially related to reproductive health care for the purposes specified in § 164.512(d), (e), (f), or (g)(1) in reliance on an attestation that is defective under paragraph (b)(2).
0.7979	spans-passthrough-candidates/sent_0005-26656f24	entity shall disclose protected health information to the individual when requested under, and required by § 164.524 or § 164.528.	spans-passthrough-candidates/sent_0011-b6ab4e93	entity shall make available the information required to provide an accounting of disclosures in accordance with § 164.528.
0.7976	spans-passthrough-candidates/sent_0005-26656f24	entity shall disclose protected health information to the individual when requested under, and required by § 164.524 or § 164.528.	spans-passthrough-candidates/sent_0002-fa1abc82	entity must provide the individual with a copy of the signed authorization when it seeks an authorization for a use or disclosure of protected health information.
0.7972	spans-passthrough-candidates/sent_0005-2c8ba531	entity shall disclose protected health information when required by the Secretary under subpart C of part 160 of this subchapter to investigate or determine the covered entity's compliance with this subchapter.	spans-passthrough-candidates/sent_0011-f9edc1c0	entity shall make its internal practices, books, and records relating to the use and disclosure of protected health information received from the group health plan available to the Secretary for purposes of determining compliance by the group health plan with 45 CFR Part 164 Subpart E.
0.7966	spans-passthrough-candidates/sent_0011-f3bd3f53	entity shall not use or further disclose the protected health information other than as permitted or required by the plan documents or as required by law.	spans-passthrough-candidates/sent_0011-fad11f64	entity shall report to the group health plan any use or disclosure of the protected health information that is inconsistent with the uses or disclosures provided for and of which it becomes aware.
