unit_id,span_id,kind,page,section,section_path,text,prev_sentence,next_sentence,window_text,pdf_name,doc_id
11,HIPAA_removed/subpart-e-privacy-of-individually-identifiable-health-inform/164-502-uses-and-disclosures-of-protected-health-information/sent_0011,sentence,1,§ 164.502 Uses and disclosures of protected health information: General rules.,Subpart E—Privacy of Individually Identifiable Health Information / § 164.502 Uses and disclosures of protected health information: General rules.,"A covered entity is permitted to use or disclose
protected health information as follows:
(i)
To the individual;
(ii)
For treatment, payment, or health care operations, as permitted by and in compliance with §
164.506;
(iii) Incident to a use or disclosure otherwise permitted or required by this subpart, provided that the
covered entity has complied with the applicable requirements of §§ 164.502(b), 164.514(d),
and 164.530(c) with respect to such otherwise permitted or required use or disclosure;
(iv) Except for uses and disclosures prohibited under § 164.502(a)(5)(i), pursuant to and in
compliance with a valid authorization under § 164.508;
45 CFR Part 164 Subpart E (up to date as of 9/29/2025)
Privacy of Individually Identifiable Health Information
45 CFR 164.501 ""Payment"" (2)(vi)(C)","(1)
Covered entities: Permitted uses and disclosures.","(vi) As permitted by and in compliance with any of the following:
(A)
This section.","[PREV] (1)
Covered entities: Permitted uses and disclosures. [TARGET] A covered entity is permitted to use or disclose
protected health information as follows:
(i)
To the individual;
(ii)
For treatment, payment, or health care operations, as permitted by and in compliance with §
164.506;
(iii) Incident to a use or disclosure otherwise permitted or required by this subpart, provided that the
covered entity has complied with the applicable requirements of §§ 164.502(b), 164.514(d),
and 164.530(c) with respect to such otherwise permitted or required use or disclosure;
(iv) Except for uses and disclosures prohibited under § 164.502(a)(5)(i), pursuant to and in
compliance with a valid authorization under § 164.508;
45 CFR Part 164 Subpart E (up to date as of 9/29/2025)
Privacy of Individually Identifiable Health Information
45 CFR 164.501 ""Payment"" (2)(vi)(C) [NEXT] (vi) As permitted by and in compliance with any of the following:
(A)
This section.",HIPAA_removed,HIPAA_removed
12,HIPAA_removed/subpart-e-privacy-of-individually-identifiable-health-inform/164-502-uses-and-disclosures-of-protected-health-information/sent_0012,sentence,2,§ 164.502 Uses and disclosures of protected health information: General rules.,Subpart E—Privacy of Individually Identifiable Health Information / § 164.502 Uses and disclosures of protected health information: General rules.,"(vi) As permitted by and in compliance with any of the following:
(A)
This section.","A covered entity is permitted to use or disclose
protected health information as follows:
(i)
To the individual;
(ii)
For treatment, payment, or health care operations, as permitted by and in compliance with §
164.506;
(iii) Incident to a use or disclosure otherwise permitted or required by this subpart, provided that the
covered entity has complied with the applicable requirements of §§ 164.502(b), 164.514(d),
and 164.530(c) with respect to such otherwise permitted or required use or disclosure;
(iv) Except for uses and disclosures prohibited under § 164.502(a)(5)(i), pursuant to and in
compliance with a valid authorization under § 164.508;
45 CFR Part 164 Subpart E (up to date as of 9/29/2025)
Privacy of Individually Identifiable Health Information
45 CFR 164.501 ""Payment"" (2)(vi)(C)","(B)
Section 164.512 and, where applicable, § 164.509.","[PREV] A covered entity is permitted to use or disclose
protected health information as follows:
(i)
To the individual;
(ii)
For treatment, payment, or health care operations, as permitted by and in compliance with §
164.506;
(iii) Incident to a use or disclosure otherwise permitted or required by this subpart, provided that the
covered entity has complied with the applicable requirements of §§ 164.502(b), 164.514(d),
and 164.530(c) with respect to such otherwise permitted or required use or disclosure;
(iv) Except for uses and disclosures prohibited under § 164.502(a)(5)(i), pursuant to and in
compliance with a valid authorization under § 164.508;
45 CFR Part 164 Subpart E (up to date as of 9/29/2025)
Privacy of Individually Identifiable Health Information
45 CFR 164.501 ""Payment"" (2)(vi)(C) [TARGET] (vi) As permitted by and in compliance with any of the following:
(A)
This section. [NEXT] (B)
Section 164.512 and, where applicable, § 164.509.",HIPAA_removed,HIPAA_removed
13,HIPAA_removed/subpart-e-privacy-of-individually-identifiable-health-inform/164-502-uses-and-disclosures-of-protected-health-information/sent_0013,sentence,2,§ 164.502 Uses and disclosures of protected health information: General rules.,Subpart E—Privacy of Individually Identifiable Health Information / § 164.502 Uses and disclosures of protected health information: General rules.,"(B)
Section 164.512 and, where applicable, § 164.509.","(vi) As permitted by and in compliance with any of the following:
(A)
This section.","(C)
Section 164.514(e), (f), or (g).","[PREV] (vi) As permitted by and in compliance with any of the following:
(A)
This section. [TARGET] (B)
Section 164.512 and, where applicable, § 164.509. [NEXT] (C)
Section 164.514(e), (f), or (g).",HIPAA_removed,HIPAA_removed
14,HIPAA_removed/subpart-e-privacy-of-individually-identifiable-health-inform/164-502-uses-and-disclosures-of-protected-health-information/sent_0014,sentence,2,§ 164.502 Uses and disclosures of protected health information: General rules.,Subpart E—Privacy of Individually Identifiable Health Information / § 164.502 Uses and disclosures of protected health information: General rules.,"(C)
Section 164.514(e), (f), or (g).","(B)
Section 164.512 and, where applicable, § 164.509.","(2)
Covered entities: Required disclosures.","[PREV] (B)
Section 164.512 and, where applicable, § 164.509. [TARGET] (C)
Section 164.514(e), (f), or (g). [NEXT] (2)
Covered entities: Required disclosures.",HIPAA_removed,HIPAA_removed
15,HIPAA_removed/subpart-e-privacy-of-individually-identifiable-health-inform/164-502-uses-and-disclosures-of-protected-health-information/sent_0015,sentence,2,§ 164.502 Uses and disclosures of protected health information: General rules.,Subpart E—Privacy of Individually Identifiable Health Information / § 164.502 Uses and disclosures of protected health information: General rules.,"(2)
Covered entities: Required disclosures.","(C)
Section 164.514(e), (f), or (g).","A covered entity is required to disclose protected health
information:
(i)
To an individual, when requested under, and required by § 164.524 or § 164.528; and
(ii)
When required by the Secretary under subpart C of part 160 of this subchapter to investigate or
determine the covered entity's compliance with this subchapter.","[PREV] (C)
Section 164.514(e), (f), or (g). [TARGET] (2)
Covered entities: Required disclosures. [NEXT] A covered entity is required to disclose protected health
information:
(i)
To an individual, when requested under, and required by § 164.524 or § 164.528; and
(ii)
When required by the Secretary under subpart C of part 160 of this subchapter to investigate or
determine the covered entity's compliance with this subchapter.",HIPAA_removed,HIPAA_removed
16,HIPAA_removed/subpart-e-privacy-of-individually-identifiable-health-inform/164-502-uses-and-disclosures-of-protected-health-information/sent_0016,sentence,2,§ 164.502 Uses and disclosures of protected health information: General rules.,Subpart E—Privacy of Individually Identifiable Health Information / § 164.502 Uses and disclosures of protected health information: General rules.,"A covered entity is required to disclose protected health
information:
(i)
To an individual, when requested under, and required by § 164.524 or § 164.528; and
(ii)
When required by the Secretary under subpart C of part 160 of this subchapter to investigate or
determine the covered entity's compliance with this subchapter.","(2)
Covered entities: Required disclosures.","(3)
Business associates: Permitted uses and disclosures.","[PREV] (2)
Covered entities: Required disclosures. [TARGET] A covered entity is required to disclose protected health
information:
(i)
To an individual, when requested under, and required by § 164.524 or § 164.528; and
(ii)
When required by the Secretary under subpart C of part 160 of this subchapter to investigate or
determine the covered entity's compliance with this subchapter. [NEXT] (3)
Business associates: Permitted uses and disclosures.",HIPAA_removed,HIPAA_removed
17,HIPAA_removed/subpart-e-privacy-of-individually-identifiable-health-inform/164-502-uses-and-disclosures-of-protected-health-information/sent_0017,sentence,2,§ 164.502 Uses and disclosures of protected health information: General rules.,Subpart E—Privacy of Individually Identifiable Health Information / § 164.502 Uses and disclosures of protected health information: General rules.,"(3)
Business associates: Permitted uses and disclosures.","A covered entity is required to disclose protected health
information:
(i)
To an individual, when requested under, and required by § 164.524 or § 164.528; and
(ii)
When required by the Secretary under subpart C of part 160 of this subchapter to investigate or
determine the covered entity's compliance with this subchapter.","A business associate may use or disclose
protected health information only as permitted or required by its business associate contract or
other arrangement pursuant to § 164.504(e) or as required by law.","[PREV] A covered entity is required to disclose protected health
information:
(i)
To an individual, when requested under, and required by § 164.524 or § 164.528; and
(ii)
When required by the Secretary under subpart C of part 160 of this subchapter to investigate or
determine the covered entity's compliance with this subchapter. [TARGET] (3)
Business associates: Permitted uses and disclosures. [NEXT] A business associate may use or disclose
protected health information only as permitted or required by its business associate contract or
other arrangement pursuant to § 164.504(e) or as required by law.",HIPAA_removed,HIPAA_removed
18,HIPAA_removed/subpart-e-privacy-of-individually-identifiable-health-inform/164-502-uses-and-disclosures-of-protected-health-information/sent_0018,sentence,2,§ 164.502 Uses and disclosures of protected health information: General rules.,Subpart E—Privacy of Individually Identifiable Health Information / § 164.502 Uses and disclosures of protected health information: General rules.,"A business associate may use or disclose
protected health information only as permitted or required by its business associate contract or
other arrangement pursuant to § 164.504(e) or as required by law.","(3)
Business associates: Permitted uses and disclosures.","The business associate may not
use or disclose protected health information in a manner that would violate the requirements of this
subpart, if done by the covered entity, except for the purposes specified under § 164.504(e)(2)(i)(A)
or (B) if such uses or disclosures are permitted by its contract or other arrangement.","[PREV] (3)
Business associates: Permitted uses and disclosures. [TARGET] A business associate may use or disclose
protected health information only as permitted or required by its business associate contract or
other arrangement pursuant to § 164.504(e) or as required by law. [NEXT] The business associate may not
use or disclose protected health information in a manner that would violate the requirements of this
subpart, if done by the covered entity, except for the purposes specified under § 164.504(e)(2)(i)(A)
or (B) if such uses or disclosures are permitted by its contract or other arrangement.",HIPAA_removed,HIPAA_removed
19,HIPAA_removed/subpart-e-privacy-of-individually-identifiable-health-inform/164-502-uses-and-disclosures-of-protected-health-information/sent_0019,sentence,2,§ 164.502 Uses and disclosures of protected health information: General rules.,Subpart E—Privacy of Individually Identifiable Health Information / § 164.502 Uses and disclosures of protected health information: General rules.,"The business associate may not
use or disclose protected health information in a manner that would violate the requirements of this
subpart, if done by the covered entity, except for the purposes specified under § 164.504(e)(2)(i)(A)
or (B) if such uses or disclosures are permitted by its contract or other arrangement.","A business associate may use or disclose
protected health information only as permitted or required by its business associate contract or
other arrangement pursuant to § 164.504(e) or as required by law.","(4)
Business associates: Required uses and disclosures.","[PREV] A business associate may use or disclose
protected health information only as permitted or required by its business associate contract or
other arrangement pursuant to § 164.504(e) or as required by law. [TARGET] The business associate may not
use or disclose protected health information in a manner that would violate the requirements of this
subpart, if done by the covered entity, except for the purposes specified under § 164.504(e)(2)(i)(A)
or (B) if such uses or disclosures are permitted by its contract or other arrangement. [NEXT] (4)
Business associates: Required uses and disclosures.",HIPAA_removed,HIPAA_removed
20,HIPAA_removed/subpart-e-privacy-of-individually-identifiable-health-inform/164-502-uses-and-disclosures-of-protected-health-information/sent_0020,sentence,2,§ 164.502 Uses and disclosures of protected health information: General rules.,Subpart E—Privacy of Individually Identifiable Health Information / § 164.502 Uses and disclosures of protected health information: General rules.,"(4)
Business associates: Required uses and disclosures.","The business associate may not
use or disclose protected health information in a manner that would violate the requirements of this
subpart, if done by the covered entity, except for the purposes specified under § 164.504(e)(2)(i)(A)
or (B) if such uses or disclosures are permitted by its contract or other arrangement.","A business associate is required to disclose
protected health information:
(i)
When required by the Secretary under subpart C of part 160 of this subchapter to investigate or
determine the business associate's compliance with this subchapter.","[PREV] The business associate may not
use or disclose protected health information in a manner that would violate the requirements of this
subpart, if done by the covered entity, except for the purposes specified under § 164.504(e)(2)(i)(A)
or (B) if such uses or disclosures are permitted by its contract or other arrangement. [TARGET] (4)
Business associates: Required uses and disclosures. [NEXT] A business associate is required to disclose
protected health information:
(i)
When required by the Secretary under subpart C of part 160 of this subchapter to investigate or
determine the business associate's compliance with this subchapter.",HIPAA_removed,HIPAA_removed
21,HIPAA_removed/subpart-e-privacy-of-individually-identifiable-health-inform/164-502-uses-and-disclosures-of-protected-health-information/sent_0021,sentence,2,§ 164.502 Uses and disclosures of protected health information: General rules.,Subpart E—Privacy of Individually Identifiable Health Information / § 164.502 Uses and disclosures of protected health information: General rules.,"A business associate is required to disclose
protected health information:
(i)
When required by the Secretary under subpart C of part 160 of this subchapter to investigate or
determine the business associate's compliance with this subchapter.","(4)
Business associates: Required uses and disclosures.","(ii)
To the covered entity, individual, or individual's designee, as necessary to satisfy a covered
entity's obligations under § 164.524(c)(2)(ii) and (3)(ii) with respect to an individual's request
for an electronic copy of protected health information.","[PREV] (4)
Business associates: Required uses and disclosures. [TARGET] A business associate is required to disclose
protected health information:
(i)
When required by the Secretary under subpart C of part 160 of this subchapter to investigate or
determine the business associate's compliance with this subchapter. [NEXT] (ii)
To the covered entity, individual, or individual's designee, as necessary to satisfy a covered
entity's obligations under § 164.524(c)(2)(ii) and (3)(ii) with respect to an individual's request
for an electronic copy of protected health information.",HIPAA_removed,HIPAA_removed
22,HIPAA_removed/subpart-e-privacy-of-individually-identifiable-health-inform/164-502-uses-and-disclosures-of-protected-health-information/sent_0022,sentence,2,§ 164.502 Uses and disclosures of protected health information: General rules.,Subpart E—Privacy of Individually Identifiable Health Information / § 164.502 Uses and disclosures of protected health information: General rules.,"(ii)
To the covered entity, individual, or individual's designee, as necessary to satisfy a covered
entity's obligations under § 164.524(c)(2)(ii) and (3)(ii) with respect to an individual's request
for an electronic copy of protected health information.","A business associate is required to disclose
protected health information:
(i)
When required by the Secretary under subpart C of part 160 of this subchapter to investigate or
determine the business associate's compliance with this subchapter.","(5)
Prohibited uses and disclosures —
(i)
Use and disclosure of genetic information for underwriting purposes: Notwithstanding any other
provision of this subpart, a health plan, excluding an issuer of a long-term care policy falling
within paragraph (1)(viii) of the definition of health plan, shall not use or disclose protected
health information that is genetic information for underwriting purposes.","[PREV] A business associate is required to disclose
protected health information:
(i)
When required by the Secretary under subpart C of part 160 of this subchapter to investigate or
determine the business associate's compliance with this subchapter. [TARGET] (ii)
To the covered entity, individual, or individual's designee, as necessary to satisfy a covered
entity's obligations under § 164.524(c)(2)(ii) and (3)(ii) with respect to an individual's request
for an electronic copy of protected health information. [NEXT] (5)
Prohibited uses and disclosures —
(i)
Use and disclosure of genetic information for underwriting purposes: Notwithstanding any other
provision of this subpart, a health plan, excluding an issuer of a long-term care policy falling
within paragraph (1)(viii) of the definition of health plan, shall not use or disclose protected
health information that is genetic information for underwriting purposes.",HIPAA_removed,HIPAA_removed
