sim	a_rule_id	a_req	b_rule_id	b_req
0.9358	spans-passthrough-candidates/sent_0001-c16ae6bc	Developer shall identify and prioritize demographic groups, including marginalized groups, that may be at risk of being subject to stereotyping, demeaning, or erasing outputs of the system.	spans-passthrough-candidates/sent_0001-0b260dec	Developer shall include groups defined by a single factor in the identification and prioritization of demographic groups at risk of stereotyping, demeaning, or erasing outputs.
0.9351	spans-passthrough-candidates/sent_0001-95bad68b	Org shall document these stakeholders using the Impact Assessment template.	spans-passthrough-candidates/sent_0001-7ac302dc	org shall document these stakeholders in the Impact Assessment template.
0.9345	spans-passthrough-candidates/sent_0002-813d426c	Document how the system design will support those stakeholders' understanding of the system's intended uses.	spans-passthrough-candidates/sent_0002-3a50d203	Document how the system design aids those stakeholders' ability to interpret relevant system responses.
0.9344	spans-passthrough-candidates/sent_0001-caa40d84	developer shall identify demographic groups, including marginalized groups, that may be at risk of experiencing worse quality of service.	spans-passthrough-candidates/sent_0001-13aef822	developer shall include groups defined by a combination of factors when identifying demographic groups that may be at risk of worse quality of service.
0.9313	spans-passthrough-candidates/sent_0003-ccb0253e	org shall include this information in the required Transparency Note.	spans-passthrough-candidates/sent_0005-5def2250	When the system is a platform service made available to external customers or partners, the org shall include the updated information in the required Transparency Note.
0.9289	spans-passthrough-candidates/sent_0003-0806b954	developer shall define and document the evaluation to support this Goal.	spans-passthrough-candidates/sent_0003-0064f0e0	developer shall document the data set to be used for this evaluation.
0.9288	spans-passthrough-candidates/sent_0004-8cc7cc8a	When evidence refutes the system is fit for an intended use, the org shall revise documentation related to that intended use.	spans-passthrough-candidates/sent_0004-cbd1fcd3	When evidence refutes the system is fit for an intended use, the org shall publish the revised documentation to customers and, when the system is a platform service made available to external customers or partners, include this information in the required Transparency Note.
0.9264	spans-passthrough-candidates/sent_0007-2d6fe119	developer shall determine how often ongoing evaluation should be conducted to continue supporting this Goal.	spans-passthrough-candidates/sent_0007-20e58cd9	developer shall document the determined frequency for ongoing evaluation.
0.9247	spans-passthrough-candidates/sent_0001-b52569e7	org shall review defined Restricted Uses to determine whether the system meets the definition of any Restricted Use.	spans-passthrough-candidates/sent_0001-b10e8489	If the system meets the definition of any Restricted Use, org shall follow the requirements for that Restricted Use.
0.9239	spans-passthrough-candidates/sent_0003-869f458a	org shall define and document a Responsible Release Plan that includes Responsible Release Criteria to achieve this Goal.	spans-passthrough-candidates/sent_0003-c2feb8f4	Org shall define and document Responsible Release Criteria to achieve this Goal.
0.9236	spans-passthrough-candidates/sent_0003-c5bd6cdc	org shall review and update documentation.	spans-passthrough-candidates/sent_0003-a59e624d	org shall review and update documentation.
0.9233	spans-passthrough-candidates/sent_0002-2b309523	org shall document the prioritized identified demographic groups using the Impact Assessment template.	spans-passthrough-candidates/sent_0002-eac70944	org shall document the prioritized identified demographic groups using the Impact Assessment template.
0.9207	spans-passthrough-candidates/sent_0004-c758045b	The provider shall publish documentation to customers that describes the system's intended uses.	spans-passthrough-candidates/sent_0004-a93d4ba7	The provider shall publish documentation to customers that includes evidence that the system is fit for purpose for each intended use.
0.9205	spans-passthrough-candidates/sent_0003-c5bd6cdc	org shall review and update documentation.	spans-passthrough-candidates/sent_0003-66decbd2	org shall review and update documentation.
0.9202	spans-passthrough-candidates/sent_0002-efc347d1	Design the system, including, when possible, the system UX, features, reporting functions, and educational materials, to support stakeholders' understanding of the system's intended uses.	spans-passthrough-candidates/sent_0002-c674a033	Design the system, including, when possible, the system UX, features, reporting functions, and educational materials, to enable stakeholders to interpret relevant system behavior effectively in a way that supports informed decision making.
0.9192	spans-passthrough-candidates/sent_0001-caa40d84	developer shall identify demographic groups, including marginalized groups, that may be at risk of experiencing worse quality of service.	spans-passthrough-candidates/sent_0001-a637c008	developer shall include groups defined by a single factor when identifying demographic groups that may be at risk of worse quality of service.
0.9161	spans-passthrough-candidates/sent_0002-5fcc9b5c	org shall define and document any system components to be evaluated, in addition to the whole system.	spans-passthrough-candidates/sent_0002-97e87095	org shall define and document a plan to evaluate the system components and the whole system for risks of stereotyping, demeaning, and erasing the prioritized identified demographic groups.
0.9154	spans-passthrough-candidates/sent_0007-cc9fc9cb	org shall publish information for customers identifying demographic groups for which performance may not meet any target minimum performance level.	spans-passthrough-candidates/sent_0007-b8444d3e	org shall publish information for customers describing any remaining performance disparities between identified demographic groups that may exceed the target maximum.
0.9149	spans-passthrough-candidates/sent_0004-7819b65f	When evidence refutes that the system is fit for an intended use, the org shall remove that intended use from customer-facing materials and make current customers aware of the issue.	spans-passthrough-candidates/sent_0004-6765244f	When evidence refutes that the system is fit for an intended use, the org shall take action to close the identified gap or discontinue the system.
0.9144	spans-passthrough-candidates/sent_0004-144a3053	Define Responsible Release Criteria to achieve this Goal.	spans-passthrough-candidates/sent_0004-9eced1a9	Document the Responsible Release Criteria.
0.9134	spans-passthrough-candidates/sent_0003-ee15cabd	The org shall define methods for evaluating data to be used by the system against the requirements defined in A4.1.	spans-passthrough-candidates/sent_0003-0fd9c807	The org shall evaluate all data sets using the methods defined in requirement A4.4.
0.9131	spans-passthrough-candidates/sent_0001-9156f3d6	developer shall create a documented, prioritized list of demographic groups, including marginalized groups, that may be at risk of being differentially impacted by the system.	spans-passthrough-candidates/sent_0001-d3a2b508	developer shall ensure the prioritized list includes groups defined by a combination of factors.
0.9115	spans-passthrough-candidates/sent_0001-b52569e7	org shall review defined Restricted Uses to determine whether the system meets the definition of any Restricted Use.	spans-passthrough-candidates/sent_0001-9bee86b1	If the system meets the definition of any Restricted Use, org shall document that determination in the Impact Assessment.
0.9101	spans-passthrough-candidates/sent_0001-9156f3d6	developer shall create a documented, prioritized list of demographic groups, including marginalized groups, that may be at risk of being differentially impacted by the system.	spans-passthrough-candidates/sent_0001-69fe2b9c	developer shall ensure the prioritized list includes groups defined by a single factor.
0.9088	spans-passthrough-candidates/sent_0003-f481b21f	developer shall determine and document how often ongoing evaluation should be conducted to continue supporting this Goal.	spans-passthrough-candidates/sent_0004-2b44512e	developer shall determine and document how often ongoing evaluation should be conducted to continue supporting this goal.
0.9082	spans-passthrough-candidates/sent_0003-ee15cabd	The org shall define methods for evaluating data to be used by the system against the requirements defined in A4.1.	spans-passthrough-candidates/sent_0003-02c43097	The org shall document the methods defined for evaluating data (A4.4).
0.9078	spans-passthrough-candidates/sent_0003-5ac76e2d	developer shall document any system components to be evaluated, in addition to the whole system.	spans-passthrough-candidates/sent_0003-d2d6f8e9	developer shall document the metrics to be used to evaluate the system components and the whole system.
0.9077	spans-passthrough-candidates/sent_0002-423b2d26	org shall report the system to the Office of Responsible AI.	spans-passthrough-candidates/sent_0003-b15297a4	The org must report systems that meet the criteria for Sensitive Uses to the Office of Responsible AI.
0.9068	spans-passthrough-candidates/sent_0005-a01a1bd5	org shall develop a plan detailing how the gap will be managed until it can be closed.	spans-passthrough-candidates/sent_0005-7e00bb0a	org shall document that plan.
0.9052	spans-passthrough-candidates/sent_0003-76f5be67	For each metric, document any target minimum performance level for all groups.	spans-passthrough-candidates/sent_0003-9cab64db	For each metric, document the target maximum (absolute or relative) performance difference between groups.
0.9032	spans-passthrough-candidates/sent_0002-1fe261af	org shall evaluate all data sets to assess inclusiveness of identified demographic groups.	spans-passthrough-candidates/sent_0002-fd334d27	org shall collect data to close identified gaps in inclusiveness of demographic groups.
0.9009	spans-passthrough-candidates/sent_0002-015fbba4	Design and build the system to avoid the predictable failure when possible.	spans-passthrough-candidates/sent_0002-91cbb2cd	Describe the design solution that prevents the predictable failure.
0.9008	spans-passthrough-candidates/sent_0001-18d60332	org shall identify stakeholders who make decisions about whether to employ the system for particular tasks.	spans-passthrough-candidates/sent_0001-1ae54326	org shall identify stakeholders who develop or deploy systems that integrate with this system.
0.9001	spans-passthrough-candidates/sent_0003-f929efe2	The developer shall describe the fallback option.	spans-passthrough-candidates/sent_0003-8981f160	The developer shall document the estimated time required to invoke and use the fallback option.
0.8992	spans-passthrough-candidates/sent_0001-ac3114d8	Org shall identify the stakeholders who will use the outputs of the system to make decisions.	spans-passthrough-candidates/sent_0001-18d60332	org shall identify stakeholders who make decisions about whether to employ the system for particular tasks.
0.8978	spans-passthrough-candidates/sent_0002-c45a0989	developer shall evaluate training and test data sets to ensure that they include representation of the intended uses, operational factors, and an appropriate range of settings for each factor.	spans-passthrough-candidates/sent_0002-ded77215	developer shall document the evaluation of training and test data sets described above.
0.8975	spans-passthrough-candidates/sent_0003-4bf1db5e	developer shall document the pre-release results of the evaluations.	spans-passthrough-candidates/sent_0004-75b983d8	developer shall document the pre-release results of the evaluations.
0.8962	spans-passthrough-candidates/sent_0002-1fe261af	org shall evaluate all data sets to assess inclusiveness of identified demographic groups.	spans-passthrough-candidates/sent_0002-255dedea	org shall collect data to close any identified inclusiveness gaps.
0.8956	spans-passthrough-candidates/sent_0003-ccb0253e	org shall include this information in the required Transparency Note.	spans-passthrough-candidates/sent_0005-0625c9f7	org shall include this information in the required Transparency Note.
0.8943	spans-passthrough-candidates/sent_0002-2e5ed5cc	When the system is a platform service made available to external customers or partners, publish a Transparency Note.	spans-passthrough-candidates/sent_0007-13377a2c	provider shall include the published information described above in the required Transparency Note when the system is a platform service made available to external customers or partners.
0.8942	spans-passthrough-candidates/sent_0002-44edf2b4	Org shall review the completed Impact Assessment with the reviewers identified according to your organization's compliance process before development starts.	spans-passthrough-candidates/sent_0002-b912908e	Org shall secure all required approvals from those reviewers.
0.8936	spans-passthrough-candidates/sent_0006-a6de53ab	org shall determine and document how often ongoing evaluation should be conducted to continue supporting this goal.	spans-passthrough-candidates/sent_0004-493eb970	org shall determine how often ongoing evaluation should be conducted to continue supporting this goal.
0.8917	spans-passthrough-candidates/sent_0003-f481b21f	developer shall determine and document how often ongoing evaluation should be conducted to continue supporting this Goal.	spans-passthrough-candidates/sent_0007-2d6fe119	developer shall determine how often ongoing evaluation should be conducted to continue supporting this Goal.
0.8887	spans-passthrough-candidates/sent_0003-c5bd6cdc	org shall review and update documentation.	spans-passthrough-candidates/sent_0003-15e9fade	org shall review and update documentation.
0.8874	spans-passthrough-candidates/sent_0003-0806b954	developer shall define and document the evaluation to support this Goal.	spans-passthrough-candidates/sent_0003-5ac76e2d	developer shall document any system components to be evaluated, in addition to the whole system.
0.8868	spans-passthrough-candidates/sent_0002-813d426c	Document how the system design will support those stakeholders' understanding of the system's intended uses.	spans-passthrough-candidates/sent_0002-e892053b	Document how the system design discourages automation bias.
0.8866	spans-passthrough-candidates/sent_0003-cdb12948	org shall update the Impact Assessment.	spans-passthrough-candidates/sent_0003-f0cea312	org shall update the Impact Assessment.
0.8824	spans-passthrough-candidates/sent_0005-f9c33126	org shall revise documentation related to the intended use.	spans-passthrough-candidates/sent_0004-8cc7cc8a	When evidence refutes the system is fit for an intended use, the org shall revise documentation related to that intended use.
0.8794	spans-passthrough-candidates/sent_0004-ad9509e6	Conduct the evaluations defined by requirement A5.4 using a near-release version of the system.	spans-passthrough-candidates/sent_0004-4e1e6f15	Document the results of the evaluations defined by requirement A5.4.
0.8775	spans-passthrough-candidates/sent_0003-f481b21f	developer shall determine and document how often ongoing evaluation should be conducted to continue supporting this Goal.	spans-passthrough-candidates/sent_0007-20e58cd9	developer shall document the determined frequency for ongoing evaluation.
0.8763	spans-passthrough-candidates/sent_0001-d021c712	org shall document these stakeholders and their oversight and control responsibilities using the Impact Assessment template.	spans-passthrough-candidates/sent_0001-7ac302dc	org shall document these stakeholders in the Impact Assessment template.
0.8735	spans-passthrough-candidates/sent_0002-adf8c64f	developer shall assess the quantity and suitability of available data sets that will be needed by the system in relation to the data requirements defined in A4.1.	spans-passthrough-candidates/sent_0002-ab1214b2	developer shall document the assessment of quantity and suitability of existing data sets in the Impact Assessment.
0.8731	spans-passthrough-candidates/sent_0002-1fe261af	org shall evaluate all data sets to assess inclusiveness of identified demographic groups.	spans-passthrough-candidates/sent_0002-969eb78b	org shall document the evaluation and data collection process and its results.
0.8731	spans-passthrough-candidates/sent_0006-a9fb2739	org shall document the pre-release results for the evaluation described by requirements F2.4, F2.5, and F2.6.	spans-passthrough-candidates/sent_0004-207f6f14	org shall document the pre-release results from requirements F3.4 and F3.5.
0.8722	spans-passthrough-candidates/sent_0003-cdb12948	org shall update the Impact Assessment.	spans-passthrough-candidates/sent_0003-d026e6e8	org shall update the Impact Assessment.
0.8720	spans-passthrough-candidates/sent_0004-7819b65f	When evidence refutes that the system is fit for an intended use, the org shall remove that intended use from customer-facing materials and make current customers aware of the issue.	spans-passthrough-candidates/sent_0004-8cc7cc8a	When evidence refutes the system is fit for an intended use, the org shall revise documentation related to that intended use.
0.8694	spans-passthrough-candidates/sent_0002-015fbba4	Design and build the system to avoid the predictable failure when possible.	spans-passthrough-candidates/sent_0002-8a36c006	Build a fallback option that may be used when the predictable failure occurs.
0.8692	spans-passthrough-candidates/sent_0005-fbf05b5c	org shall perform at least one of the following: remove the intended use from customer-facing materials and notify current customers of the issue; take action to close the identified gap; or discontinue the system.	spans-passthrough-candidates/sent_0005-d028bc2b	org shall publish the revised documentation to customers.
0.8692	spans-passthrough-candidates/sent_0003-f0cea312	org shall update the Impact Assessment.	spans-passthrough-candidates/sent_0003-d026e6e8	org shall update the Impact Assessment.
0.8663	spans-passthrough-candidates/sent_0005-eb783cfc	org shall consult with the reviewers named in the Impact Assessment.	spans-passthrough-candidates/sent_0005-7e00bb0a	org shall document that plan.
0.8634	spans-passthrough-candidates/sent_0004-1c59a5cf	developer shall document the pre-release results of the evaluations.	spans-passthrough-candidates/sent_0006-bd05df41	The developer shall document the pre-release results from requirements F1.4, F1.5, and F1.6.
0.8625	spans-passthrough-candidates/sent_0004-943be6bc	When targets in Ongoing Evaluation Checkpoints are no longer satisfied, the deployer shall consult with named reviewers and, for Sensitive Uses, consult with the Office of Responsible AI to develop a plan to close any gaps.	spans-passthrough-candidates/sent_0004-06181e46	When targets in Ongoing Evaluation Checkpoints are no longer satisfied, the deployer shall implement the plan to close any identified gaps.
0.8623	spans-passthrough-candidates/sent_0002-7d628fab	org shall document the system design elements that will support relevant stakeholders for each oversight and control function.	spans-passthrough-candidates/sent_0003-9af651ed	org shall define and document the method to be used to evaluate whether each oversight or control function can be accomplished by stakeholders in realistic conditions of system use.
0.8616	spans-passthrough-candidates/sent_0002-490820ce	Publish documentation for the system that enables stakeholders defined in T2.1 to understand the system.	spans-passthrough-candidates/sent_0002-b231c413	Publish documentation that describes operational factors and settings that allow for effective and responsible system use.
0.8598	spans-passthrough-candidates/sent_0004-144a3053	Define Responsible Release Criteria to achieve this Goal.	spans-passthrough-candidates/sent_0003-4ce58aa5	org shall review the results and decide how to proceed when the required Responsible Release Criteria cannot be met.
0.8594	spans-passthrough-candidates/sent_0002-dd0955e7	Design the system, including, when possible, the system UX, features, reporting functions, and educational materials, to keep stakeholders aware of and to discourage the tendency to over-rely on outputs produced by the system ("automation bias").	spans-passthrough-candidates/sent_0002-e892053b	Document how the system design discourages automation bias.
0.8593	spans-passthrough-candidates/sent_0003-d43dd935	org shall provide guidance on human oversight considerations to the third party responsible for implementing the system elements identified in A5.2 when design is not possible.	spans-passthrough-candidates/sent_0003-bdba6a1e	org shall design the system elements identified in A5.2 when possible.
0.8589	spans-passthrough-candidates/sent_0001-98729313	org shall design AI systems to protect privacy in accordance with the Microsoft Privacy Standard.	spans-passthrough-candidates/sent_0001-c61935d4	org shall design AI systems to be secure in accordance with the Microsoft Security Policy.
0.8582	spans-passthrough-candidates/sent_0003-cdb12948	org shall update the Impact Assessment.	spans-passthrough-candidates/sent_0003-f2530360	org shall review the Impact Assessment.
0.8574	spans-passthrough-candidates/sent_0003-f0cea312	org shall update the Impact Assessment.	spans-passthrough-candidates/sent_0002-ba62b15c	The org shall add the new intended use to the Impact Assessment.
0.8574	spans-passthrough-candidates/sent_0002-015fbba4	Design and build the system to avoid the predictable failure when possible.	spans-passthrough-candidates/sent_0002-b98baf73	Estimate the time range for resolving the predictable failure for each designed solution or indicate that the failure will be prevented by design.
0.8569	spans-passthrough-candidates/sent_0002-86d22431	org shall follow any additional requirements resulting from a Sensitive Uses review.	spans-passthrough-candidates/sent_0002-057530b7	org shall answer prompts in the Impact Assessment template to determine whether the system meets the definition of a Sensitive Use.
0.8562	spans-passthrough-candidates/sent_0005-39855825	org shall include this information in the required Transparency Note.	spans-passthrough-candidates/sent_0003-ccb0253e	org shall include this information in the required Transparency Note.
0.8560	spans-passthrough-candidates/sent_0001-691446c7	developer shall assess the impact of the system on people, organizations, and society by completing an Impact Assessment.	spans-passthrough-candidates/sent_0001-d74bfa6b	developer shall document the Impact Assessment using the Impact Assessment template provided by the Office of Responsible AI.
0.8560	spans-passthrough-candidates/sent_0003-0806b954	developer shall define and document the evaluation to support this Goal.	spans-passthrough-candidates/sent_0003-d2d6f8e9	developer shall document the metrics to be used to evaluate the system components and the whole system.
0.8548	spans-passthrough-candidates/sent_0001-ac3114d8	Org shall identify the stakeholders who will use the outputs of the system to make decisions.	spans-passthrough-candidates/sent_0001-1ae54326	org shall identify stakeholders who develop or deploy systems that integrate with this system.
0.8533	spans-passthrough-candidates/sent_0001-ac3114d8	Org shall identify the stakeholders who will use the outputs of the system to make decisions.	spans-passthrough-candidates/sent_0001-95bad68b	Org shall document these stakeholders using the Impact Assessment template.
0.8533	spans-passthrough-candidates/sent_0002-1fe261af	org shall evaluate all data sets to assess inclusiveness of identified demographic groups.	spans-passthrough-candidates/sent_0002-ee94cd1d	org shall document the evaluation and data collection process and its results in the Impact Assessment.
0.8521	spans-passthrough-candidates/sent_0006-5c9ffaae	Reassess the system's intended uses when the Responsible Release Criteria in RS1.1, RS1.3, RS1.4, and RS1.5 cannot be met.	spans-passthrough-candidates/sent_0006-ced72e5c	Update documentation to reflect the reassessment when the Responsible Release Criteria in RS1.1, RS1.3, RS1.4, and RS1.5 cannot be met.
0.8521	spans-passthrough-candidates/sent_0002-1fe261af	org shall evaluate all data sets to assess inclusiveness of identified demographic groups.	spans-passthrough-candidates/sent_0002-dc582368	org shall document the prioritized identified demographic groups using the Impact Assessment template.
0.8496	spans-passthrough-candidates/sent_0005-eb783cfc	org shall consult with the reviewers named in the Impact Assessment.	spans-passthrough-candidates/sent_0005-8d49bee6	org shall consult with the Office of Responsible AI.
0.8452	spans-passthrough-candidates/sent_0004-493eb970	org shall determine how often ongoing evaluation should be conducted to continue supporting this goal.	spans-passthrough-candidates/sent_0004-426bf4b5	org shall document the determined frequency for ongoing evaluation.
0.8452	spans-passthrough-candidates/sent_0002-1fe261af	org shall evaluate all data sets to assess inclusiveness of identified demographic groups.	spans-passthrough-candidates/sent_0002-2b309523	org shall document the prioritized identified demographic groups using the Impact Assessment template.
0.8451	spans-passthrough-candidates/sent_0003-15e9fade	org shall review and update documentation.	spans-passthrough-candidates/sent_0005-1625a071	The org shall review and update the documentation required by Goal T2 when any of the specified events occur.
0.8450	spans-passthrough-candidates/sent_0003-493e6a1a	developer shall define and document acceptable ranges for each operational factor important to support reliable and safe system use.	spans-passthrough-candidates/sent_0003-347613dd	developer shall define and document an acceptable error rate for the system when operating within these ranges.
0.8449	spans-passthrough-candidates/sent_0005-fbf05b5c	org shall perform at least one of the following: remove the intended use from customer-facing materials and notify current customers of the issue; take action to close the identified gap; or discontinue the system.	spans-passthrough-candidates/sent_0005-f9c33126	org shall revise documentation related to the intended use.
0.8438	spans-passthrough-candidates/sent_0003-cdb12948	org shall update the Impact Assessment.	spans-passthrough-candidates/sent_0003-1e7a88de	org shall review the Impact Assessment.
0.8432	spans-passthrough-candidates/sent_0005-8d49bee6	org shall consult with the Office of Responsible AI.	spans-passthrough-candidates/sent_0005-7e00bb0a	org shall document that plan.
0.8427	spans-passthrough-candidates/sent_0007-cc9fc9cb	org shall publish information for customers identifying demographic groups for which performance may not meet any target minimum performance level.	spans-passthrough-candidates/sent_0007-ca514270	org shall publish information for customers explaining any justifiable factors that account for these performance levels and differences.
0.8408	spans-passthrough-candidates/sent_0003-f0cea312	org shall update the Impact Assessment.	spans-passthrough-candidates/sent_0003-1e7a88de	org shall review the Impact Assessment.
0.8400	spans-passthrough-candidates/sent_0002-dd0955e7	Design the system, including, when possible, the system UX, features, reporting functions, and educational materials, to keep stakeholders aware of and to discourage the tendency to over-rely on outputs produced by the system ("automation bias").	spans-passthrough-candidates/sent_0002-813d426c	Document how the system design will support those stakeholders' understanding of the system's intended uses.
0.8399	spans-passthrough-candidates/sent_0001-4585524b	The org shall define data requirements that specify the system's intended uses, stakeholders, and the geographic areas where the system will be deployed.	spans-passthrough-candidates/sent_0001-4b71369c	The org shall document the defined data requirements in the Impact Assessment.
0.8396	spans-passthrough-candidates/sent_0002-1bbaedb5	developer shall define procedures for the collection and processing of data and document those procedures.	spans-passthrough-candidates/sent_0002-9bd236c4	developer shall ensure the procedures address annotation, labelling, cleaning, enrichment, and aggregation where relevant.
0.8390	spans-passthrough-candidates/sent_0001-ac3114d8	Org shall identify the stakeholders who will use the outputs of the system to make decisions.	spans-passthrough-candidates/sent_0001-2f032402	Org must identify stakeholders who will use or be exposed to the system.
0.8387	spans-passthrough-candidates/sent_0004-4e1e6f15	Document the results of the evaluations defined by requirement A5.4.	spans-passthrough-candidates/sent_0004-75b983d8	developer shall document the pre-release results of the evaluations.
0.8382	spans-passthrough-candidates/sent_0004-06181e46	When targets in Ongoing Evaluation Checkpoints are no longer satisfied, the deployer shall implement the plan to close any identified gaps.	spans-passthrough-candidates/sent_0004-a9321e60	When targets in Ongoing Evaluation Checkpoints are no longer satisfied, the deployer shall document the process, its results, and conclusions.
0.8364	spans-passthrough-candidates/sent_0005-fbf05b5c	org shall perform at least one of the following: remove the intended use from customer-facing materials and notify current customers of the issue; take action to close the identified gap; or discontinue the system.	spans-passthrough-candidates/sent_0004-7819b65f	When evidence refutes that the system is fit for an intended use, the org shall remove that intended use from customer-facing materials and make current customers aware of the issue.
0.8361	spans-passthrough-candidates/sent_0002-86d22431	org shall follow any additional requirements resulting from a Sensitive Uses review.	spans-passthrough-candidates/sent_0002-423b2d26	org shall report the system to the Office of Responsible AI.
