unit_id,span_id,kind,page,section,section_path,text,prev_sentence,next_sentence,window_text,pdf_name,doc_id
11,Microsoft/index/about-this-release/sent_0009,sentence,3,About this release,Index / About this release,"Our Standard will remain a living document, evolving to address new research, technologies, laws, and
learnings from within and outside the company.","As we make
progress with implementation, we expect to encounter challenges that require us to pause, reflect, and adjust.","There is a rich and active global dialog about how to create principled and actionable norms to ensure
organizations develop and deploy AI responsibly.","[PREV] As we make
progress with implementation, we expect to encounter challenges that require us to pause, reflect, and adjust. [TARGET] Our Standard will remain a living document, evolving to address new research, technologies, laws, and
learnings from within and outside the company. [NEXT] There is a rich and active global dialog about how to create principled and actionable norms to ensure
organizations develop and deploy AI responsibly.",Microsoft,Microsoft
12,Microsoft/index/about-this-release/sent_0010,sentence,3,About this release,Index / About this release,"There is a rich and active global dialog about how to create principled and actionable norms to ensure
organizations develop and deploy AI responsibly.","Our Standard will remain a living document, evolving to address new research, technologies, laws, and
learnings from within and outside the company.","We have benefited from this discussion and will continue to
contribute to it.","[PREV] Our Standard will remain a living document, evolving to address new research, technologies, laws, and
learnings from within and outside the company. [TARGET] There is a rich and active global dialog about how to create principled and actionable norms to ensure
organizations develop and deploy AI responsibly. [NEXT] We have benefited from this discussion and will continue to
contribute to it.",Microsoft,Microsoft
13,Microsoft/index/about-this-release/sent_0011,sentence,3,About this release,Index / About this release,"We have benefited from this discussion and will continue to
contribute to it.","There is a rich and active global dialog about how to create principled and actionable norms to ensure
organizations develop and deploy AI responsibly.","We believe that industry, academia, civil society, and government need to collaborate to
advance the state-of-the-art and learn from one another.","[PREV] There is a rich and active global dialog about how to create principled and actionable norms to ensure
organizations develop and deploy AI responsibly. [TARGET] We have benefited from this discussion and will continue to
contribute to it. [NEXT] We believe that industry, academia, civil society, and government need to collaborate to
advance the state-of-the-art and learn from one another.",Microsoft,Microsoft
14,Microsoft/index/about-this-release/sent_0012,sentence,3,About this release,Index / About this release,"We believe that industry, academia, civil society, and government need to collaborate to
advance the state-of-the-art and learn from one another.","We have benefited from this discussion and will continue to
contribute to it.","Together, we need to answer open research
questions, close measurement gaps, and design new practices, patterns, resources, and tools.","[PREV] We have benefited from this discussion and will continue to
contribute to it. [TARGET] We believe that industry, academia, civil society, and government need to collaborate to
advance the state-of-the-art and learn from one another. [NEXT] Together, we need to answer open research
questions, close measurement gaps, and design new practices, patterns, resources, and tools.",Microsoft,Microsoft
15,Microsoft/index/about-this-release/sent_0013,sentence,3,About this release,Index / About this release,"Together, we need to answer open research
questions, close measurement gaps, and design new practices, patterns, resources, and tools.","We believe that industry, academia, civil society, and government need to collaborate to
advance the state-of-the-art and learn from one another.","As we continue our journey, we welcome feedback on our approach and insights on other ways forward:
https://aka.ms/ResponsibleAIQuestions","[PREV] We believe that industry, academia, civil society, and government need to collaborate to
advance the state-of-the-art and learn from one another. [TARGET] Together, we need to answer open research
questions, close measurement gaps, and design new practices, patterns, resources, and tools. [NEXT] As we continue our journey, we welcome feedback on our approach and insights on other ways forward:
https://aka.ms/ResponsibleAIQuestions",Microsoft,Microsoft
16,Microsoft/index/about-this-release/sent_0014,sentence,3,About this release,Index / About this release,"As we continue our journey, we welcome feedback on our approach and insights on other ways forward:
https://aka.ms/ResponsibleAIQuestions","Together, we need to answer open research
questions, close measurement gaps, and design new practices, patterns, resources, and tools.",,"[PREV] Together, we need to answer open research
questions, close measurement gaps, and design new practices, patterns, resources, and tools. [TARGET] As we continue our journey, we welcome feedback on our approach and insights on other ways forward:
https://aka.ms/ResponsibleAIQuestions",Microsoft,Microsoft
17,Microsoft/index/accountability-goals/goal-a1-impact-assessment/sent_0001,sentence,4,Goal A1: Impact assessment,Index / Accountability Goals / Goal A1: Impact assessment,"Microsoft Responsible AI Standard v2
4
Accountability Goals
Goal A1: Impact assessment
Microsoft AI systems are assessed using Impact Assessments.",,Applies to: All AI systems.,"[TARGET] Microsoft Responsible AI Standard v2
4
Accountability Goals
Goal A1: Impact assessment
Microsoft AI systems are assessed using Impact Assessments. [NEXT] Applies to: All AI systems.",Microsoft,Microsoft
18,Microsoft/index/accountability-goals/goal-a1-impact-assessment/sent_0002,sentence,4,Goal A1: Impact assessment,Index / Accountability Goals / Goal A1: Impact assessment,Applies to: All AI systems.,"Microsoft Responsible AI Standard v2
4
Accountability Goals
Goal A1: Impact assessment
Microsoft AI systems are assessed using Impact Assessments.","Requirements
A1.1 Assess the impact of the system on people, organizations, and society by completing an Impact Assessment
early in the system's development, typically when defining the product vision and requirements.","[PREV] Microsoft Responsible AI Standard v2
4
Accountability Goals
Goal A1: Impact assessment
Microsoft AI systems are assessed using Impact Assessments. [TARGET] Applies to: All AI systems. [NEXT] Requirements
A1.1 Assess the impact of the system on people, organizations, and society by completing an Impact Assessment
early in the system's development, typically when defining the product vision and requirements.",Microsoft,Microsoft
19,Microsoft/index/accountability-goals/goal-a1-impact-assessment/sent_0003,sentence,4,Goal A1: Impact assessment,Index / Accountability Goals / Goal A1: Impact assessment,"Requirements
A1.1 Assess the impact of the system on people, organizations, and society by completing an Impact Assessment
early in the system's development, typically when defining the product vision and requirements.",Applies to: All AI systems.,"Document the
effort using the Impact Assessment template provided by the Office of Responsible AI.","[PREV] Applies to: All AI systems. [TARGET] Requirements
A1.1 Assess the impact of the system on people, organizations, and society by completing an Impact Assessment
early in the system's development, typically when defining the product vision and requirements. [NEXT] Document the
effort using the Impact Assessment template provided by the Office of Responsible AI.",Microsoft,Microsoft
20,Microsoft/index/accountability-goals/goal-a1-impact-assessment/sent_0004,sentence,4,Goal A1: Impact assessment,Index / Accountability Goals / Goal A1: Impact assessment,"Document the
effort using the Impact Assessment template provided by the Office of Responsible AI.","Requirements
A1.1 Assess the impact of the system on people, organizations, and society by completing an Impact Assessment
early in the system's development, typically when defining the product vision and requirements.",Tags: Impact Assessment.,"[PREV] Requirements
A1.1 Assess the impact of the system on people, organizations, and society by completing an Impact Assessment
early in the system's development, typically when defining the product vision and requirements. [TARGET] Document the
effort using the Impact Assessment template provided by the Office of Responsible AI. [NEXT] Tags: Impact Assessment.",Microsoft,Microsoft
21,Microsoft/index/accountability-goals/goal-a1-impact-assessment/sent_0005,sentence,4,Goal A1: Impact assessment,Index / Accountability Goals / Goal A1: Impact assessment,Tags: Impact Assessment.,"Document the
effort using the Impact Assessment template provided by the Office of Responsible AI.","A1.2 Review the completed Impact Assessment with the reviewers identified according to your organization's
compliance process before development starts.","[PREV] Document the
effort using the Impact Assessment template provided by the Office of Responsible AI. [TARGET] Tags: Impact Assessment. [NEXT] A1.2 Review the completed Impact Assessment with the reviewers identified according to your organization's
compliance process before development starts.",Microsoft,Microsoft
22,Microsoft/index/accountability-goals/goal-a1-impact-assessment/sent_0006,sentence,4,Goal A1: Impact assessment,Index / Accountability Goals / Goal A1: Impact assessment,"A1.2 Review the completed Impact Assessment with the reviewers identified according to your organization's
compliance process before development starts.",Tags: Impact Assessment.,Secure all required approvals from those reviewers.,"[PREV] Tags: Impact Assessment. [TARGET] A1.2 Review the completed Impact Assessment with the reviewers identified according to your organization's
compliance process before development starts. [NEXT] Secure all required approvals from those reviewers.",Microsoft,Microsoft
23,Microsoft/index/accountability-goals/goal-a1-impact-assessment/sent_0007,sentence,4,Goal A1: Impact assessment,Index / Accountability Goals / Goal A1: Impact assessment,Secure all required approvals from those reviewers.,"A1.2 Review the completed Impact Assessment with the reviewers identified according to your organization's
compliance process before development starts.",Tags: Impact Assessment.,"[PREV] A1.2 Review the completed Impact Assessment with the reviewers identified according to your organization's
compliance process before development starts. [TARGET] Secure all required approvals from those reviewers. [NEXT] Tags: Impact Assessment.",Microsoft,Microsoft
24,Microsoft/index/accountability-goals/goal-a1-impact-assessment/sent_0008,sentence,4,Goal A1: Impact assessment,Index / Accountability Goals / Goal A1: Impact assessment,Tags: Impact Assessment.,Secure all required approvals from those reviewers.,"A1.3 Update and review the Impact Assessment at least annually, when new intended uses are added, and before
advancing to a new release stage.","[PREV] Secure all required approvals from those reviewers. [TARGET] Tags: Impact Assessment. [NEXT] A1.3 Update and review the Impact Assessment at least annually, when new intended uses are added, and before
advancing to a new release stage.",Microsoft,Microsoft
25,Microsoft/index/accountability-goals/goal-a1-impact-assessment/sent_0009,sentence,4,Goal A1: Impact assessment,Index / Accountability Goals / Goal A1: Impact assessment,"A1.3 Update and review the Impact Assessment at least annually, when new intended uses are added, and before
advancing to a new release stage.",Tags: Impact Assessment.,Tags: Impact Assessment.,"[PREV] Tags: Impact Assessment. [TARGET] A1.3 Update and review the Impact Assessment at least annually, when new intended uses are added, and before
advancing to a new release stage. [NEXT] Tags: Impact Assessment.",Microsoft,Microsoft
26,Microsoft/index/accountability-goals/goal-a1-impact-assessment/sent_0010,sentence,4,Goal A1: Impact assessment,Index / Accountability Goals / Goal A1: Impact assessment,Tags: Impact Assessment.,"A1.3 Update and review the Impact Assessment at least annually, when new intended uses are added, and before
advancing to a new release stage.",,"[PREV] A1.3 Update and review the Impact Assessment at least annually, when new intended uses are added, and before
advancing to a new release stage. [TARGET] Tags: Impact Assessment.",Microsoft,Microsoft
27,Microsoft/index/accountability-goals/goal-a2-oversight-of-significant-adverse-impacts/sent_0001,sentence,5,Goal A2: Oversight of significant adverse impacts,Index / Accountability Goals / Goal A2: Oversight of significant adverse impacts,"Microsoft Responsible AI Standard v2
5
Goal A2: Oversight of significant adverse impacts
Microsoft AI systems are reviewed to identify systems that may have a significant adverse impact on people,
organizations, and society, and additional oversight and requirements are applied to those systems.",,Applies to: All AI systems.,"[TARGET] Microsoft Responsible AI Standard v2
5
Goal A2: Oversight of significant adverse impacts
Microsoft AI systems are reviewed to identify systems that may have a significant adverse impact on people,
organizations, and society, and additional oversight and requirements are applied to those systems. [NEXT] Applies to: All AI systems.",Microsoft,Microsoft
28,Microsoft/index/accountability-goals/goal-a2-oversight-of-significant-adverse-impacts/sent_0002,sentence,5,Goal A2: Oversight of significant adverse impacts,Index / Accountability Goals / Goal A2: Oversight of significant adverse impacts,Applies to: All AI systems.,"Microsoft Responsible AI Standard v2
5
Goal A2: Oversight of significant adverse impacts
Microsoft AI systems are reviewed to identify systems that may have a significant adverse impact on people,
organizations, and society, and additional oversight and requirements are applied to those systems.","Requirements
A2.1 Review defined Restricted Uses to determine whether the system meets the definition of any Restricted Use.","[PREV] Microsoft Responsible AI Standard v2
5
Goal A2: Oversight of significant adverse impacts
Microsoft AI systems are reviewed to identify systems that may have a significant adverse impact on people,
organizations, and society, and additional oversight and requirements are applied to those systems. [TARGET] Applies to: All AI systems. [NEXT] Requirements
A2.1 Review defined Restricted Uses to determine whether the system meets the definition of any Restricted Use.",Microsoft,Microsoft
29,Microsoft/index/accountability-goals/goal-a2-oversight-of-significant-adverse-impacts/sent_0003,sentence,5,Goal A2: Oversight of significant adverse impacts,Index / Accountability Goals / Goal A2: Oversight of significant adverse impacts,"Requirements
A2.1 Review defined Restricted Uses to determine whether the system meets the definition of any Restricted Use.",Applies to: All AI systems.,"If it does, document this in the Impact Assessment, and follow the requirements for the Restricted Use.","[PREV] Applies to: All AI systems. [TARGET] Requirements
A2.1 Review defined Restricted Uses to determine whether the system meets the definition of any Restricted Use. [NEXT] If it does, document this in the Impact Assessment, and follow the requirements for the Restricted Use.",Microsoft,Microsoft
30,Microsoft/index/accountability-goals/goal-a2-oversight-of-significant-adverse-impacts/sent_0004,sentence,5,Goal A2: Oversight of significant adverse impacts,Index / Accountability Goals / Goal A2: Oversight of significant adverse impacts,"If it does, document this in the Impact Assessment, and follow the requirements for the Restricted Use.","Requirements
A2.1 Review defined Restricted Uses to determine whether the system meets the definition of any Restricted Use.",Tags: Impact Assessment.,"[PREV] Requirements
A2.1 Review defined Restricted Uses to determine whether the system meets the definition of any Restricted Use. [TARGET] If it does, document this in the Impact Assessment, and follow the requirements for the Restricted Use. [NEXT] Tags: Impact Assessment.",Microsoft,Microsoft
31,Microsoft/index/accountability-goals/goal-a2-oversight-of-significant-adverse-impacts/sent_0005,sentence,5,Goal A2: Oversight of significant adverse impacts,Index / Accountability Goals / Goal A2: Oversight of significant adverse impacts,Tags: Impact Assessment.,"If it does, document this in the Impact Assessment, and follow the requirements for the Restricted Use.","A2.2 Answer prompts in the Impact Assessment template to determine whether the system meets the definition of
a Sensitive Use.","[PREV] If it does, document this in the Impact Assessment, and follow the requirements for the Restricted Use. [TARGET] Tags: Impact Assessment. [NEXT] A2.2 Answer prompts in the Impact Assessment template to determine whether the system meets the definition of
a Sensitive Use.",Microsoft,Microsoft
32,Microsoft/index/accountability-goals/goal-a2-oversight-of-significant-adverse-impacts/sent_0006,sentence,5,Goal A2: Oversight of significant adverse impacts,Index / Accountability Goals / Goal A2: Oversight of significant adverse impacts,"A2.2 Answer prompts in the Impact Assessment template to determine whether the system meets the definition of
a Sensitive Use.",Tags: Impact Assessment.,"If it does, report it to the Office of Responsible AI, and follow any additional requirements resulting
from a Sensitive Uses review.","[PREV] Tags: Impact Assessment. [TARGET] A2.2 Answer prompts in the Impact Assessment template to determine whether the system meets the definition of
a Sensitive Use. [NEXT] If it does, report it to the Office of Responsible AI, and follow any additional requirements resulting
from a Sensitive Uses review.",Microsoft,Microsoft
33,Microsoft/index/accountability-goals/goal-a2-oversight-of-significant-adverse-impacts/sent_0007,sentence,5,Goal A2: Oversight of significant adverse impacts,Index / Accountability Goals / Goal A2: Oversight of significant adverse impacts,"If it does, report it to the Office of Responsible AI, and follow any additional requirements resulting
from a Sensitive Uses review.","A2.2 Answer prompts in the Impact Assessment template to determine whether the system meets the definition of
a Sensitive Use.",Tags: Impact Assessment.,"[PREV] A2.2 Answer prompts in the Impact Assessment template to determine whether the system meets the definition of
a Sensitive Use. [TARGET] If it does, report it to the Office of Responsible AI, and follow any additional requirements resulting
from a Sensitive Uses review. [NEXT] Tags: Impact Assessment.",Microsoft,Microsoft
34,Microsoft/index/accountability-goals/goal-a2-oversight-of-significant-adverse-impacts/sent_0008,sentence,5,Goal A2: Oversight of significant adverse impacts,Index / Accountability Goals / Goal A2: Oversight of significant adverse impacts,Tags: Impact Assessment.,"If it does, report it to the Office of Responsible AI, and follow any additional requirements resulting
from a Sensitive Uses review.",A2.3 Review your systems at least annually against the definitions for Sensitive Uses and Restricted Uses.,"[PREV] If it does, report it to the Office of Responsible AI, and follow any additional requirements resulting
from a Sensitive Uses review. [TARGET] Tags: Impact Assessment. [NEXT] A2.3 Review your systems at least annually against the definitions for Sensitive Uses and Restricted Uses.",Microsoft,Microsoft
35,Microsoft/index/accountability-goals/goal-a2-oversight-of-significant-adverse-impacts/sent_0009,sentence,5,Goal A2: Oversight of significant adverse impacts,Index / Accountability Goals / Goal A2: Oversight of significant adverse impacts,A2.3 Review your systems at least annually against the definitions for Sensitive Uses and Restricted Uses.,Tags: Impact Assessment.,"If there
are systems that meet the criteria for Sensitive Uses, report them to the Office of Responsible AI.","[PREV] Tags: Impact Assessment. [TARGET] A2.3 Review your systems at least annually against the definitions for Sensitive Uses and Restricted Uses. [NEXT] If there
are systems that meet the criteria for Sensitive Uses, report them to the Office of Responsible AI.",Microsoft,Microsoft
36,Microsoft/index/accountability-goals/goal-a2-oversight-of-significant-adverse-impacts/sent_0010,sentence,5,Goal A2: Oversight of significant adverse impacts,Index / Accountability Goals / Goal A2: Oversight of significant adverse impacts,"If there
are systems that meet the criteria for Sensitive Uses, report them to the Office of Responsible AI.",A2.3 Review your systems at least annually against the definitions for Sensitive Uses and Restricted Uses.,"If there are
systems that meet the criteria for Restricted Uses, notify the Office of Responsible AI.","[PREV] A2.3 Review your systems at least annually against the definitions for Sensitive Uses and Restricted Uses. [TARGET] If there
are systems that meet the criteria for Sensitive Uses, report them to the Office of Responsible AI. [NEXT] If there are
systems that meet the criteria for Restricted Uses, notify the Office of Responsible AI.",Microsoft,Microsoft
37,Microsoft/index/accountability-goals/goal-a2-oversight-of-significant-adverse-impacts/sent_0011,sentence,5,Goal A2: Oversight of significant adverse impacts,Index / Accountability Goals / Goal A2: Oversight of significant adverse impacts,"If there are
systems that meet the criteria for Restricted Uses, notify the Office of Responsible AI.","If there
are systems that meet the criteria for Sensitive Uses, report them to the Office of Responsible AI.",,"[PREV] If there
are systems that meet the criteria for Sensitive Uses, report them to the Office of Responsible AI. [TARGET] If there are
systems that meet the criteria for Restricted Uses, notify the Office of Responsible AI.",Microsoft,Microsoft
38,Microsoft/index/accountability-goals/goal-a3-fit-for-purpose/sent_0001,sentence,6,Goal A3: Fit for purpose,Index / Accountability Goals / Goal A3: Fit for purpose,"Microsoft Responsible AI Standard v2
6
Goal A3: Fit for purpose
Microsoft AI systems are fit for purpose in the sense that they provide valid solutions for the problems they are
designed to solve.",,Applies to: All AI systems.,"[TARGET] Microsoft Responsible AI Standard v2
6
Goal A3: Fit for purpose
Microsoft AI systems are fit for purpose in the sense that they provide valid solutions for the problems they are
designed to solve. [NEXT] Applies to: All AI systems.",Microsoft,Microsoft
39,Microsoft/index/accountability-goals/goal-a3-fit-for-purpose/sent_0002,sentence,6,Goal A3: Fit for purpose,Index / Accountability Goals / Goal A3: Fit for purpose,Applies to: All AI systems.,"Microsoft Responsible AI Standard v2
6
Goal A3: Fit for purpose
Microsoft AI systems are fit for purpose in the sense that they provide valid solutions for the problems they are
designed to solve.","Requirements
A3.1 Document in the Impact Assessment how the system's use will solve the problem posed by each intended use,
recognizing that there may be multiple valid ways in which to solve the problem.","[PREV] Microsoft Responsible AI Standard v2
6
Goal A3: Fit for purpose
Microsoft AI systems are fit for purpose in the sense that they provide valid solutions for the problems they are
designed to solve. [TARGET] Applies to: All AI systems. [NEXT] Requirements
A3.1 Document in the Impact Assessment how the system's use will solve the problem posed by each intended use,
recognizing that there may be multiple valid ways in which to solve the problem.",Microsoft,Microsoft
40,Microsoft/index/accountability-goals/goal-a3-fit-for-purpose/sent_0003,sentence,6,Goal A3: Fit for purpose,Index / Accountability Goals / Goal A3: Fit for purpose,"Requirements
A3.1 Document in the Impact Assessment how the system's use will solve the problem posed by each intended use,
recognizing that there may be multiple valid ways in which to solve the problem.",Applies to: All AI systems.,Tags: Impact Assessment.,"[PREV] Applies to: All AI systems. [TARGET] Requirements
A3.1 Document in the Impact Assessment how the system's use will solve the problem posed by each intended use,
recognizing that there may be multiple valid ways in which to solve the problem. [NEXT] Tags: Impact Assessment.",Microsoft,Microsoft
41,Microsoft/index/accountability-goals/goal-a3-fit-for-purpose/sent_0004,sentence,6,Goal A3: Fit for purpose,Index / Accountability Goals / Goal A3: Fit for purpose,Tags: Impact Assessment.,"Requirements
A3.1 Document in the Impact Assessment how the system's use will solve the problem posed by each intended use,
recognizing that there may be multiple valid ways in which to solve the problem.","A3.2 Define and document for each model in the AI system:
1) the model's proposed inputs and how well they represent the concepts they are intended to represent; include
analysis of the limitations of this representation,
2) the model's proposed output and how well it represents the concept it is intended to represent; include analysis
of the limitations of this representation, and
3) limitations to the generalizability of the resulting model based on the training and testing data that will be used.","[PREV] Requirements
A3.1 Document in the Impact Assessment how the system's use will solve the problem posed by each intended use,
recognizing that there may be multiple valid ways in which to solve the problem. [TARGET] Tags: Impact Assessment. [NEXT] A3.2 Define and document for each model in the AI system:
1) the model's proposed inputs and how well they represent the concepts they are intended to represent; include
analysis of the limitations of this representation,
2) the model's proposed output and how well it represents the concept it is intended to represent; include analysis
of the limitations of this representation, and
3) limitations to the generalizability of the resulting model based on the training and testing data that will be used.",Microsoft,Microsoft
42,Microsoft/index/accountability-goals/goal-a3-fit-for-purpose/sent_0005,sentence,6,Goal A3: Fit for purpose,Index / Accountability Goals / Goal A3: Fit for purpose,"A3.2 Define and document for each model in the AI system:
1) the model's proposed inputs and how well they represent the concepts they are intended to represent; include
analysis of the limitations of this representation,
2) the model's proposed output and how well it represents the concept it is intended to represent; include analysis
of the limitations of this representation, and
3) limitations to the generalizability of the resulting model based on the training and testing data that will be used.",Tags: Impact Assessment.,A3.3 Define and document Responsible Release Criteria for this Goal.,"[PREV] Tags: Impact Assessment. [TARGET] A3.2 Define and document for each model in the AI system:
1) the model's proposed inputs and how well they represent the concepts they are intended to represent; include
analysis of the limitations of this representation,
2) the model's proposed output and how well it represents the concept it is intended to represent; include analysis
of the limitations of this representation, and
3) limitations to the generalizability of the resulting model based on the training and testing data that will be used. [NEXT] A3.3 Define and document Responsible Release Criteria for this Goal.",Microsoft,Microsoft
43,Microsoft/index/accountability-goals/goal-a3-fit-for-purpose/sent_0006,sentence,6,Goal A3: Fit for purpose,Index / Accountability Goals / Goal A3: Fit for purpose,A3.3 Define and document Responsible Release Criteria for this Goal.,"A3.2 Define and document for each model in the AI system:
1) the model's proposed inputs and how well they represent the concepts they are intended to represent; include
analysis of the limitations of this representation,
2) the model's proposed output and how well it represents the concept it is intended to represent; include analysis
of the limitations of this representation, and
3) limitations to the generalizability of the resulting model based on the training and testing data that will be used.","Include:
1) a concise definition of the problem being solved in the intended use,
2) performance metrics and their Responsible Release Criteria, and
3) error types and their Responsible Release Criteria.","[PREV] A3.2 Define and document for each model in the AI system:
1) the model's proposed inputs and how well they represent the concepts they are intended to represent; include
analysis of the limitations of this representation,
2) the model's proposed output and how well it represents the concept it is intended to represent; include analysis
of the limitations of this representation, and
3) limitations to the generalizability of the resulting model based on the training and testing data that will be used. [TARGET] A3.3 Define and document Responsible Release Criteria for this Goal. [NEXT] Include:
1) a concise definition of the problem being solved in the intended use,
2) performance metrics and their Responsible Release Criteria, and
3) error types and their Responsible Release Criteria.",Microsoft,Microsoft
