sim	a_rule_id	a_req	b_rule_id	b_req
0.9492	spans-passthrough-candidates/sent_0007-6ad640d0	Publish for customers any remaining differences between the rates at which resources and opportunities are allocated to identified demographic groups.	spans-passthrough-candidates/sent_0007-8b88ce24	Publish for customers any justifiable factors that account for differences in the rates at which resources and opportunities are allocated to identified demographic groups.
0.9467	spans-passthrough-candidates/sent_0003-1bc1817e	The org shall define and document a Responsible Release Plan that includes Responsible Release Criteria to achieve this Goal.	spans-passthrough-candidates/sent_0003-293298f3	org shall define and document Responsible Release Criteria to achieve this Goal.
0.9457	spans-passthrough-candidates/sent_0001-bd98d82c	Developer shall identify and prioritize demographic groups, including marginalized groups, that may be at risk of experiencing worse quality of service.	spans-passthrough-candidates/sent_0001-ed09be4f	Developer shall include groups defined by a combination of factors when identifying and prioritizing demographic groups at risk of worse quality of service.
0.9450	spans-passthrough-candidates/sent_0001-56ffa40d	org shall review defined Restricted Uses to determine whether the system meets the definition of any Restricted Use.	spans-passthrough-candidates/sent_0001-65cf72c1	org shall follow the requirements for the Restricted Use when the system meets the definition of a Restricted Use.
0.9444	spans-passthrough-candidates/sent_0004-308eb945	Developer shall reassess the system design, including the choice of training data, features, objective function, and training algorithm, to improve performance for any identified demographic group that does not meet any target minimum performance level.	spans-passthrough-candidates/sent_0004-475b075f	Developer shall reassess the system design, including the choice of training data, features, objective function, and training algorithm, to minimize performance differences between identified demographic groups and pay particular attention to groups that exceed the target maximum.
0.9424	spans-passthrough-candidates/sent_0003-4ab6ffbf	The developer must define acceptable ranges for each operational factor important to support reliable and safe system use.	spans-passthrough-candidates/sent_0003-ea0a8621	The developer must document the defined acceptable ranges for each operational factor.
0.9389	spans-passthrough-candidates/sent_0001-11c5c68e	Developer shall identify and prioritize demographic groups, including marginalized groups, that may be at risk of being subject to stereotyping, demeaning, or erasing outputs of the system.	spans-passthrough-candidates/sent_0001-940f5c91	Developer shall include groups defined by a combination of factors when identifying and prioritizing demographic groups at risk of stereotyping, demeaning, or erasing outputs.
0.9378	spans-passthrough-candidates/sent_0003-77b288f2	developer shall determine and document how often ongoing evaluation should be conducted to continue supporting this Goal.	spans-passthrough-candidates/sent_0004-36199e2a	developer shall determine and document how often ongoing evaluation should be conducted to continue supporting this Goal.
0.9360	spans-passthrough-candidates/sent_0005-186582b9	org must remove the intended use from customer-facing materials.	spans-passthrough-candidates/sent_0005-e5bd85da	org must revise documentation related to the intended use.
0.9341	spans-passthrough-candidates/sent_0005-c49750f9	provider must include this information in the required Transparency Note.	spans-passthrough-candidates/sent_0004-cf52eeb7	provider shall include this information in the required Transparency Note.
0.9330	spans-passthrough-candidates/sent_0001-bd98d82c	Developer shall identify and prioritize demographic groups, including marginalized groups, that may be at risk of experiencing worse quality of service.	spans-passthrough-candidates/sent_0001-4be725f9	Developer shall include groups defined by a single factor when identifying and prioritizing demographic groups at risk of worse quality of service.
0.9326	spans-passthrough-candidates/sent_0005-9ea130b7	org shall develop a plan detailing how the gap will be managed until it can be closed.	spans-passthrough-candidates/sent_0005-d4ee8cdb	org shall document the plan that details how the gap will be managed until it can be closed.
0.9307	spans-passthrough-candidates/sent_0004-e45e5738	Developer shall document the pre-release results of the evaluations.	spans-passthrough-candidates/sent_0005-851bbd0e	developer shall document the pre-release results of the evaluation.
0.9300	spans-passthrough-candidates/sent_0002-d76d3917	developer shall document the system design elements that will enable relevant stakeholders to understand the system's intended uses.	spans-passthrough-candidates/sent_0002-081bfcd4	developer shall document the system design elements that will enable relevant stakeholders to interpret system behavior.
0.9289	spans-passthrough-candidates/sent_0005-3b213781	org shall consult with the reviewers named in the Impact Assessment.	spans-passthrough-candidates/sent_0005-ba9c5308	org shall consult with the reviewers named in the Impact Assessment.
0.9276	spans-passthrough-candidates/sent_0001-56ffa40d	org shall review defined Restricted Uses to determine whether the system meets the definition of any Restricted Use.	spans-passthrough-candidates/sent_0001-d569e071	org shall document in the Impact Assessment that the system meets the definition of the Restricted Use.
0.9274	spans-passthrough-candidates/sent_0005-186582b9	org must remove the intended use from customer-facing materials.	spans-passthrough-candidates/sent_0005-872d1598	org must make current customers aware of the issue.
0.9268	spans-passthrough-candidates/sent_0004-ddb80f30	The org shall define an evaluation plan based on requirements RS1.1, RS1.3, RS1.4, and RS1.5.	spans-passthrough-candidates/sent_0004-c9ddc00f	The org shall document the evaluation plan and include the environment in which the system will be evaluated.
0.9249	spans-passthrough-candidates/sent_0005-dfe532ae	org shall review and update the documentation required by Goal T2 to reflect when new uses are added.	spans-passthrough-candidates/sent_0005-5cf7d9de	org shall review and update the documentation required by Goal T2 to reflect functionality changes.
0.9244	spans-passthrough-candidates/sent_0001-11c5c68e	Developer shall identify and prioritize demographic groups, including marginalized groups, that may be at risk of being subject to stereotyping, demeaning, or erasing outputs of the system.	spans-passthrough-candidates/sent_0001-12153d98	Developer shall include groups defined by a single factor when identifying and prioritizing demographic groups at risk of stereotyping, demeaning, or erasing outputs.
0.9241	spans-passthrough-candidates/sent_0002-56de78bc	org shall define and document Responsible Release Criteria for this Goal.	spans-passthrough-candidates/sent_0004-b980666b	Define and document Responsible Release Criteria to achieve this Goal.
0.9209	spans-passthrough-candidates/sent_0001-7454d1a1	org must document the identified stakeholders using the Impact Assessment template.	spans-passthrough-candidates/sent_0001-eecc7cc5	org shall document these stakeholders in the Impact Assessment template.
0.9204	spans-passthrough-candidates/sent_0002-c729afa2	developer shall design the system so that stakeholders identified in requirement T1.1 can understand the system's intended uses.	spans-passthrough-candidates/sent_0002-016466a8	developer shall design the system so that stakeholders identified in requirement T1.1 can interpret relevant system behavior effectively in a way that supports informed decision making.
0.9203	spans-passthrough-candidates/sent_0003-4912ecc3	Review the results when the required Responsible Release Criteria cannot be met.	spans-passthrough-candidates/sent_0003-c21ad369	Decide how to proceed when the required Responsible Release Criteria cannot be met.
0.9195	spans-passthrough-candidates/sent_0005-186582b9	org must remove the intended use from customer-facing materials.	spans-passthrough-candidates/sent_0005-3bec9084	org must publish the revised documentation to customers.
0.9194	spans-passthrough-candidates/sent_0002-595f8247	org must publish a Transparency Note when the system is a platform service made available to external customers or partners.	spans-passthrough-candidates/sent_0003-3406b8c5	When the system is a platform service made available to external customers or partners, the org shall include the updated information in the required Transparency Note.
0.9187	spans-passthrough-candidates/sent_0006-dde7c8c2	org shall identify and document any justifiable factors that account for any inability to meet any target minimum performance level for any identified demographic group.	spans-passthrough-candidates/sent_0006-920f2fa8	org shall identify and document any justifiable factors that account for any remaining performance differences between identified demographic groups.
0.9172	spans-passthrough-candidates/sent_0001-bd98d82c	Developer shall identify and prioritize demographic groups, including marginalized groups, that may be at risk of experiencing worse quality of service.	spans-passthrough-candidates/sent_0001-99fd9c7e	developer shall identify and prioritize demographic groups, including marginalized groups, that may be at risk of being differentially impacted by the system.
0.9145	spans-passthrough-candidates/sent_0002-36896797	developer must design and build the system to avoid the predictable failure when possible.	spans-passthrough-candidates/sent_0002-200460ce	developer must describe the design solution that avoids the predictable failure.
0.9133	spans-passthrough-candidates/sent_0002-aa97a7ba	Org shall report the system to the Office of Responsible AI when the system meets the definition of a Sensitive Use.	spans-passthrough-candidates/sent_0003-fe107895	The org shall report systems that meet the criteria for Sensitive Uses to the Office of Responsible AI.
0.9133	spans-passthrough-candidates/sent_0001-fc0ecaed	org shall complete an Impact Assessment that assesses the system's impact on people, organizations, and society.	spans-passthrough-candidates/sent_0001-61f5e6be	org shall document the Impact Assessment effort using the Impact Assessment template provided by the Office of Responsible AI.
0.9125	spans-passthrough-candidates/sent_0002-36896797	developer must design and build the system to avoid the predictable failure when possible.	spans-passthrough-candidates/sent_0002-89ecd4ee	developer must build a fallback option that can be used when the predictable failure occurs if the failure cannot be prevented by design.
0.9123	spans-passthrough-candidates/sent_0002-12754d56	org shall evaluate all data sets to assess inclusiveness of identified demographic groups.	spans-passthrough-candidates/sent_0002-b3d090aa	org shall collect data to close identified inclusiveness gaps in the evaluated data sets.
0.9087	spans-passthrough-candidates/sent_0003-1e34b193	developer shall document the pre-release results of the evaluations.	spans-passthrough-candidates/sent_0004-24165c6a	developer shall document the pre-release results of the evaluations.
0.9075	spans-passthrough-candidates/sent_0002-ff671cd7	org shall define and document a plan to evaluate the system components and the whole system for risks of demeaning the prioritized identified demographic groups.	spans-passthrough-candidates/sent_0002-af3e89d7	org shall define and document a plan to evaluate the system components and the whole system for risks of erasing the prioritized identified demographic groups.
0.9073	spans-passthrough-candidates/sent_0002-d76d3917	developer shall document the system design elements that will enable relevant stakeholders to understand the system's intended uses.	spans-passthrough-candidates/sent_0002-4da2d446	developer shall document the system design elements that will enable relevant stakeholders to effectively execute interactions with the system.
0.9055	spans-passthrough-candidates/sent_0003-5a0fb382	developer shall evaluate all data sets using the methods defined in requirement A4.4.	spans-passthrough-candidates/sent_0003-af5d6217	developer shall document the results of the evaluation of all data sets.
0.9043	spans-passthrough-candidates/sent_0002-4ab95e75	org shall include in the Responsible Release Criteria a concise definition of the problem being solved in the intended use.	spans-passthrough-candidates/sent_0002-19e578b7	org shall include in the Responsible Release Criteria the performance metrics and their Responsible Release Criteria and the error types and their Responsible Release Criteria.
0.9027	spans-passthrough-candidates/sent_0002-955754b7	org must include in the published documentation for stakeholders defined in T2.1 the uses that require extra care or guidance and the operational factors and settings that allow for effective and responsible system use.	spans-passthrough-candidates/sent_0002-a6aa525f	org must include in the published documentation for stakeholders defined in T2.1 the system's capabilities and intended uses.
0.9024	spans-passthrough-candidates/sent_0004-bc412740	org shall develop and implement a plan to close any gaps identified by Ongoing Evaluation Checkpoints.	spans-passthrough-candidates/sent_0004-752a8918	org shall document the process, its results, and conclusions regarding the identified gaps and remedial actions.
0.9008	spans-passthrough-candidates/sent_0004-fb36833b	Provide documentation to customers describing the system's intended uses.	spans-passthrough-candidates/sent_0004-c30f12fe	Provide documentation to customers that includes evidence the system is fit for purpose for each intended use.
0.9006	spans-passthrough-candidates/sent_0001-68976a51	org shall identify stakeholders who make decisions about whether to employ a system for particular tasks.	spans-passthrough-candidates/sent_0001-281e96ff	org shall identify stakeholders who develop or deploy systems that integrate with this system.
0.9006	spans-passthrough-candidates/sent_0002-613e06d7	org shall define and document any system components to be evaluated, in addition to the whole system.	spans-passthrough-candidates/sent_0002-83b3e990	org shall define and document a plan to evaluate the system components and the whole system for risks of stereotyping to the prioritized identified demographic groups.
0.8999	spans-passthrough-candidates/sent_0001-38c3efe0	org must include in that inventory processes by which customers can submit information about failures and concerns.	spans-passthrough-candidates/sent_0001-4c177b4a	org must include in that inventory processes by which the general public can submit feedback.
0.8991	spans-passthrough-candidates/sent_0001-af343ce6	org must identify and record stakeholders who will use the system outputs to make decisions.	spans-passthrough-candidates/sent_0001-7454d1a1	org must document the identified stakeholders using the Impact Assessment template.
0.8987	spans-passthrough-candidates/sent_0003-03942b2f	The org must provide training and documentation for stakeholders accountable for system oversight that supports their resolution of failures.	spans-passthrough-candidates/sent_0003-1b053c87	The org must provide training and documentation for system owners, developers, customer support and other stakeholders responsible for managing the system to support their remediation and mitigation of predictable failures identified in requirement RS2.1.
0.8983	spans-passthrough-candidates/sent_0004-d4f9d7bb	org shall remove the intended use from customer-facing materials, make current customers aware of the issue, and take action to close the identified gap or discontinue the system.	spans-passthrough-candidates/sent_0004-58754acf	org shall revise documentation related to the intended use and publish the revised documentation to customers.
0.8968	spans-passthrough-candidates/sent_0002-56de78bc	org shall define and document Responsible Release Criteria for this Goal.	spans-passthrough-candidates/sent_0002-4ab95e75	org shall include in the Responsible Release Criteria a concise definition of the problem being solved in the intended use.
0.8968	spans-passthrough-candidates/sent_0003-03942b2f	The org must provide training and documentation for stakeholders accountable for system oversight that supports their resolution of failures.	spans-passthrough-candidates/sent_0003-47bc5257	The org must describe the documentation and training provided for those stakeholders.
0.8951	spans-passthrough-candidates/sent_0004-0c3a07c1	Developer shall determine and document how often ongoing evaluation should be conducted to continue supporting this goal.	spans-passthrough-candidates/sent_0007-9c17641c	Determine and document how often ongoing evaluation should be conducted to continue supporting this Goal.
0.8947	spans-passthrough-candidates/sent_0002-0d5c182c	org shall document the evaluation process and its results in the Impact Assessment.	spans-passthrough-candidates/sent_0002-0f4a4065	org shall document the evaluation process and its results.
0.8932	spans-passthrough-candidates/sent_0002-12754d56	org shall evaluate all data sets to assess inclusiveness of identified demographic groups.	spans-passthrough-candidates/sent_0002-415aa8db	org shall collect data to close any gaps in inclusiveness of the identified demographic groups.
0.8931	spans-passthrough-candidates/sent_0002-56de78bc	org shall define and document Responsible Release Criteria for this Goal.	spans-passthrough-candidates/sent_0002-19e578b7	org shall include in the Responsible Release Criteria the performance metrics and their Responsible Release Criteria and the error types and their Responsible Release Criteria.
0.8931	spans-passthrough-candidates/sent_0001-6a06081e	org must document how events will be prioritized for review.	spans-passthrough-candidates/sent_0001-9925fb7d	org must document how events will be prioritized for response and timing to resolution.
0.8926	spans-passthrough-candidates/sent_0002-955754b7	org must include in the published documentation for stakeholders defined in T2.1 the uses that require extra care or guidance and the operational factors and settings that allow for effective and responsible system use.	spans-passthrough-candidates/sent_0002-d5bf2a8a	org must include in the published documentation for stakeholders defined in T2.1 limitations, including uses for which the system was not designed or evaluated.
0.8913	spans-passthrough-candidates/sent_0004-0c3a07c1	Developer shall determine and document how often ongoing evaluation should be conducted to continue supporting this goal.	spans-passthrough-candidates/sent_0005-568907cb	developer shall determine how often ongoing evaluation should be conducted and document that frequency.
0.8910	spans-passthrough-candidates/sent_0003-5a0fb382	developer shall evaluate all data sets using the methods defined in requirement A4.4.	spans-passthrough-candidates/sent_0003-1fe14e8e	developer shall define methods for evaluating data to be used by the system against the requirements defined in A4.1.
0.8901	spans-passthrough-candidates/sent_0002-595f8247	org must publish a Transparency Note when the system is a platform service made available to external customers or partners.	spans-passthrough-candidates/sent_0005-3a11aa19	org shall include the updated information in the required Transparency Note when the system is a platform service made available to external customers or partners.
0.8900	spans-passthrough-candidates/sent_0003-f4973cbb	developer shall define and document the evaluation to be performed to support this Goal.	spans-passthrough-candidates/sent_0003-171c0c02	developer shall document the data set to be used for this evaluation.
0.8881	spans-passthrough-candidates/sent_0001-ff42c500	org must document which events will be monitored.	spans-passthrough-candidates/sent_0001-6a06081e	org must document how events will be prioritized for review.
0.8880	spans-passthrough-candidates/sent_0003-9dd5ab09	developer shall document any system components to be evaluated in addition to the whole system.	spans-passthrough-candidates/sent_0003-cac0a3dd	developer shall document the metrics to be used to evaluate the system components and the whole system.
0.8866	spans-passthrough-candidates/sent_0003-f0cea312	org shall update the Impact Assessment.	spans-passthrough-candidates/sent_0003-cdb12948	org shall update the Impact Assessment.
0.8864	spans-passthrough-candidates/sent_0001-8e800215	developer shall define data requirements with respect to the system's intended uses, stakeholders, and the geographic areas where the system will be deployed.	spans-passthrough-candidates/sent_0001-4164a374	developer shall document the defined data requirements in the Impact Assessment.
0.8841	spans-passthrough-candidates/sent_0003-51d8d018	org shall define and document the evaluation and list any system components to be evaluated in addition to the whole system.	spans-passthrough-candidates/sent_0003-d0d45ead	org shall define and document the evaluation and list the metrics to be used to evaluate the system components and the whole system.
0.8840	spans-passthrough-candidates/sent_0003-9dd5ab09	developer shall document any system components to be evaluated in addition to the whole system.	spans-passthrough-candidates/sent_0003-171c0c02	developer shall document the data set to be used for this evaluation.
0.8839	spans-passthrough-candidates/sent_0005-186582b9	org must remove the intended use from customer-facing materials.	spans-passthrough-candidates/sent_0004-d4f9d7bb	org shall remove the intended use from customer-facing materials, make current customers aware of the issue, and take action to close the identified gap or discontinue the system.
0.8829	spans-passthrough-candidates/sent_0007-0693561b	Provider shall publish documentation for customers and potential customers that includes the outputs of requirements RS1.2, RS1.7, and RS1.8.	spans-passthrough-candidates/sent_0007-723ba499	Provider shall publish documentation for customers and potential customers that lists any unsupported uses defined in the Impact Assessment and in RS1.8.
0.8826	spans-passthrough-candidates/sent_0001-af343ce6	org must identify and record stakeholders who will use the system outputs to make decisions.	spans-passthrough-candidates/sent_0001-68976a51	org shall identify stakeholders who make decisions about whether to employ a system for particular tasks.
0.8821	spans-passthrough-candidates/sent_0002-5be7f2b7	developer shall determine the operational factors, including quality of system input, use, and operational context, that are critical to manage for reliable and safe use of the system in its deployed context.	spans-passthrough-candidates/sent_0002-241eea5c	developer shall document the operational factors that are critical to manage for reliable and safe use of the system in its deployed context.
0.8799	spans-passthrough-candidates/sent_0003-cb907554	org shall design the system elements identified in A5.2 when possible.	spans-passthrough-candidates/sent_0003-2596ec51	org shall provide guidance on human oversight considerations to the third party responsible for implementing the system elements identified in A5.2 when it is not possible for the org to design those elements.
0.8758	spans-passthrough-candidates/sent_0002-83f4544c	developer shall evaluate training and test data sets to ensure that they include representation of the intended uses, operational factors, and an appropriate range of settings for each factor.	spans-passthrough-candidates/sent_0002-ee36d0fd	developer shall document the evaluation of training and test data sets that demonstrates representation of intended uses, operational factors, and the appropriate range of settings for each factor.
0.8757	spans-passthrough-candidates/sent_0003-77b288f2	developer shall determine and document how often ongoing evaluation should be conducted to continue supporting this Goal.	spans-passthrough-candidates/sent_0006-5dc1a309	The developer shall determine and document how often ongoing evaluation should be conducted to continue supporting this goal.
0.8748	spans-passthrough-candidates/sent_0002-595f8247	org must publish a Transparency Note when the system is a platform service made available to external customers or partners.	spans-passthrough-candidates/sent_0007-0f2d8125	Include the published information in the required Transparency Note when the system is a platform service made available to external customers or partners.
0.8739	spans-passthrough-candidates/sent_0005-1336dfd5	org must take action to close the identified gap or discontinue the system.	spans-passthrough-candidates/sent_0004-d4f9d7bb	org shall remove the intended use from customer-facing materials, make current customers aware of the issue, and take action to close the identified gap or discontinue the system.
0.8736	spans-passthrough-candidates/sent_0001-19592e42	developer shall include groups defined by a single factor among the identified and prioritized demographic groups.	spans-passthrough-candidates/sent_0001-12153d98	Developer shall include groups defined by a single factor when identifying and prioritizing demographic groups at risk of stereotyping, demeaning, or erasing outputs.
0.8722	spans-passthrough-candidates/sent_0003-d026e6e8	org shall update the Impact Assessment.	spans-passthrough-candidates/sent_0003-cdb12948	org shall update the Impact Assessment.
0.8703	spans-passthrough-candidates/sent_0005-186582b9	org must remove the intended use from customer-facing materials.	spans-passthrough-candidates/sent_0004-58754acf	org shall revise documentation related to the intended use and publish the revised documentation to customers.
0.8702	spans-passthrough-candidates/sent_0001-e88f5a4e	org shall document these stakeholders and their oversight and control responsibilities using the Impact Assessment template.	spans-passthrough-candidates/sent_0002-576037b1	The org must document these stakeholders using the Impact Assessment template.
0.8695	spans-passthrough-candidates/sent_0001-729e0d96	org shall define predictable failures, including false positive and false negative results for the system as a whole, and document how those failures would impact stakeholders for each intended use.	spans-passthrough-candidates/sent_0001-cc7c8f75	org shall use the Impact Assessment template to document any adverse impacts of these predictable failures on stakeholders.
0.8693	spans-passthrough-candidates/sent_0003-d026e6e8	org shall update the Impact Assessment.	spans-passthrough-candidates/sent_0003-f0cea312	org shall update the Impact Assessment.
0.8689	spans-passthrough-candidates/sent_0002-36896797	developer must design and build the system to avoid the predictable failure when possible.	spans-passthrough-candidates/sent_0002-63df3c65	developer must estimate the time range for resolving predictable failures for each designed solution, or indicate that the failure will be prevented by design.
0.8686	spans-passthrough-candidates/sent_0001-e88f5a4e	org shall document these stakeholders and their oversight and control responsibilities using the Impact Assessment template.	spans-passthrough-candidates/sent_0001-eecc7cc5	org shall document these stakeholders in the Impact Assessment template.
0.8686	spans-passthrough-candidates/sent_0002-613e06d7	org shall define and document any system components to be evaluated, in addition to the whole system.	spans-passthrough-candidates/sent_0002-ff671cd7	org shall define and document a plan to evaluate the system components and the whole system for risks of demeaning the prioritized identified demographic groups.
0.8665	spans-passthrough-candidates/sent_0005-186582b9	org must remove the intended use from customer-facing materials.	spans-passthrough-candidates/sent_0005-1336dfd5	org must take action to close the identified gap or discontinue the system.
0.8654	spans-passthrough-candidates/sent_0003-5a0fb382	developer shall evaluate all data sets using the methods defined in requirement A4.4.	spans-passthrough-candidates/sent_0003-45ba27cd	developer shall document the methods for evaluating data against the requirements defined in A4.1.
0.8648	spans-passthrough-candidates/sent_0004-9369fa36	Include the information about intended uses and evidence of fitness-for-purpose in the required Transparency Note.	spans-passthrough-candidates/sent_0004-cf52eeb7	provider shall include this information in the required Transparency Note.
0.8644	spans-passthrough-candidates/sent_0003-1e34b193	developer shall document the pre-release results of the evaluations.	spans-passthrough-candidates/sent_0006-ecd9846a	The developer shall document the pre-release results for the evaluation described by requirements F2.4, F2.5, and F2.6.
0.8635	spans-passthrough-candidates/sent_0001-ec53cc4f	Developer shall design AI systems that describe, depict, or otherwise represent people, cultures, or society to minimize the potential for stereotyping, demeaning, or erasing identified demographic groups, including marginalized groups.	spans-passthrough-candidates/sent_0001-11c5c68e	Developer shall identify and prioritize demographic groups, including marginalized groups, that may be at risk of being subject to stereotyping, demeaning, or erasing outputs of the system.
0.8634	spans-passthrough-candidates/sent_0003-1b053c87	The org must provide training and documentation for system owners, developers, customer support and other stakeholders responsible for managing the system to support their remediation and mitigation of predictable failures identified in requirement RS2.1.	spans-passthrough-candidates/sent_0003-47bc5257	The org must describe the documentation and training provided for those stakeholders.
0.8626	spans-passthrough-candidates/sent_0003-f0cea312	org shall update the Impact Assessment.	spans-passthrough-candidates/sent_0003-bef2340c	org shall review the Impact Assessment.
0.8623	spans-passthrough-candidates/sent_0005-309f3a62	org shall review and update the documentation required by Goal T2 when new information about reliable and safe performance (as defined by requirement RS3.3) becomes known.	spans-passthrough-candidates/sent_0005-e36d52d0	org shall review and update the documentation required by Goal T2 when new information about system accuracy and performance becomes available.
0.8616	spans-passthrough-candidates/sent_0001-ced0cd07	org must document processes for reproducing system failures to support troubleshooting and prevention of future failures.	spans-passthrough-candidates/sent_0001-ff42c500	org must document which events will be monitored.
0.8588	spans-passthrough-candidates/sent_0007-d80c8fa9	Publish information for customers about any remaining performance disparities between identified demographic groups that may exceed the target maximum.	spans-passthrough-candidates/sent_0007-e7c2d019	Publish information for customers about any justifiable factors that account for these performance levels and differences.
0.8573	spans-passthrough-candidates/sent_0001-7454d1a1	org must document the identified stakeholders using the Impact Assessment template.	spans-passthrough-candidates/sent_0002-576037b1	The org must document these stakeholders using the Impact Assessment template.
0.8567	spans-passthrough-candidates/sent_0002-7b0f8cf4	org shall document the prioritized identified demographic groups using the Impact Assessment template.	spans-passthrough-candidates/sent_0002-0d5c182c	org shall document the evaluation process and its results in the Impact Assessment.
0.8560	spans-passthrough-candidates/sent_0004-9369fa36	Include the information about intended uses and evidence of fitness-for-purpose in the required Transparency Note.	spans-passthrough-candidates/sent_0005-c49750f9	provider must include this information in the required Transparency Note.
0.8559	spans-passthrough-candidates/sent_0003-f0cea312	org shall update the Impact Assessment.	spans-passthrough-candidates/sent_0002-645c88f9	The org must add the new intended use to the Impact Assessment.
0.8553	spans-passthrough-candidates/sent_0003-ad23056b	org shall define and document Responsible Release Criteria and, for each metric, document any target minimum performance level for all groups.	spans-passthrough-candidates/sent_0003-7d0c9aa9	org shall, for each metric, document the target maximum (absolute or relative) performance difference between groups as part of Responsible Release Criteria.
0.8553	spans-passthrough-candidates/sent_0001-b0a55d9e	Design AI systems to be secure in accordance with the Microsoft Security Policy.	spans-passthrough-candidates/sent_0001-55a017b3	Design AI systems to protect privacy in accordance with the Microsoft Privacy Standard.
0.8538	spans-passthrough-candidates/sent_0001-af343ce6	org must identify and record stakeholders who will use the system outputs to make decisions.	spans-passthrough-candidates/sent_0001-281e96ff	org shall identify stakeholders who develop or deploy systems that integrate with this system.
0.8525	spans-passthrough-candidates/sent_0003-d026e6e8	org shall update the Impact Assessment.	spans-passthrough-candidates/sent_0003-bef2340c	org shall review the Impact Assessment.
0.8524	spans-passthrough-candidates/sent_0001-19592e42	developer shall include groups defined by a single factor among the identified and prioritized demographic groups.	spans-passthrough-candidates/sent_0001-940f5c91	Developer shall include groups defined by a combination of factors when identifying and prioritizing demographic groups at risk of stereotyping, demeaning, or erasing outputs.
0.8518	spans-passthrough-candidates/sent_0002-613e06d7	org shall define and document any system components to be evaluated, in addition to the whole system.	spans-passthrough-candidates/sent_0002-af3e89d7	org shall define and document a plan to evaluate the system components and the whole system for risks of erasing the prioritized identified demographic groups.
0.8506	spans-passthrough-candidates/sent_0007-0f2d8125	Include the published information in the required Transparency Note when the system is a platform service made available to external customers or partners.	spans-passthrough-candidates/sent_0005-3a11aa19	org shall include the updated information in the required Transparency Note when the system is a platform service made available to external customers or partners.
0.8499	spans-passthrough-candidates/sent_0001-55d768a6	org must document how high priority issues related to supporting the Standard and its goals will be escalated to the Office of Responsible AI.	spans-passthrough-candidates/sent_0006-5032a81d	The org must escalate unresolved issues related to supporting the Standard and its requirements to the Office of Responsible AI.
0.8496	spans-passthrough-candidates/sent_0003-47bc5257	The org must describe the documentation and training provided for those stakeholders.	spans-passthrough-candidates/sent_0004-26e56a72	org shall document the training provided and the documentation provided.
0.8496	spans-passthrough-candidates/sent_0005-9ea130b7	org shall develop a plan detailing how the gap will be managed until it can be closed.	spans-passthrough-candidates/sent_0005-0fa70ac4	org shall document that plan.
0.8487	spans-passthrough-candidates/sent_0002-12754d56	org shall evaluate all data sets to assess inclusiveness of identified demographic groups.	spans-passthrough-candidates/sent_0002-7b0f8cf4	org shall document the prioritized identified demographic groups using the Impact Assessment template.
