sim	a_rule_id	a_req	b_rule_id	b_req
0.9485	spans-passthrough-candidates/sent_0011-5f01a348	Use Error Analysis to help understand factors that may account for performance levels and differences. | Use one or more techniques available as part of the Interpret ML toolkit to help understand factors that may account for performance levels and differences. | Use the Fairlearn Python toolkit's assessment and mitigation capabilities, if appropriate for the system. | Be prepared to collect additional training data for identified demographic groups.	spans-passthrough-candidates/sent_0011-262672b7	Use the Fairlearn Python toolkit's assessment and mitigation capabilities. | Use Error Analysis to help understand factors that may account for performance levels and differences. | Use one or more techniques available as part of the Interpret ML toolkit to help understand factors that may account for performance levels and differences. | Be prepared to collect additional training data for identified demographic groups.
0.9435	spans-passthrough-candidates/sent_0001-2f747a47	Establish and document a detailed inventory of the system health monitoring methods to be used. | Define and document a standard operating procedure and system health monitoring action plan for each monitoring channel for the system.	spans-passthrough-candidates/sent_0001-0b7673f6	Establish and document a detailed inventory of the system health monitoring methods to be used. | Define and document a standard operating procedure and system health monitoring action plan for each monitoring channel for the system.
0.9386	spans-passthrough-candidates/sent_0004-310d51af	Evaluate the system according to the defined Responsible Release Criteria. | Reassess the system design, including the choice of training data, features, objective function, and training algorithm. | Identify demographic groups that do not meet the target minimum performance level and improve their performance. | Minimize performance differences between identified demographic groups that exceed the target maximum.	spans-passthrough-candidates/sent_0004-cafacd4b	Evaluate the system according to the defined Responsible Release Criteria. | Reassess the system design, including the choice of training data, features, objective function, and training algorithm, to minimize differences between the rates at which resources and opportunities are allocated to identified demographic groups. | Pay particular attention to demographic groups that exceed the target maximum difference.
0.9374	spans-passthrough-candidates/sent_0004-69e13343	Conduct evaluations defined by requirement T1.3. | Document the pre-release results of the evaluations. | Determine and document how often ongoing evaluation should be conducted to continue supporting this Goal.	spans-passthrough-candidates/sent_0004-2d0e8823	Conduct evaluations defined by requirement T3.3. | Document the pre-release results of the evaluations. | Determine and document how often ongoing evaluation should be conducted to continue supporting this goal.
0.9324	spans-passthrough-candidates/sent_0005-427fe04b	remove the intended use from customer-facing materials and make current customers aware of the issue | take action to close the identified gap | discontinue the system | revise documentation related to the intended use | publish the revised documentation to customers | include this information in the required Transparency Note when the system is a platform service made available to external customers or partners	spans-passthrough-candidates/sent_0004-c217a001	remove the intended use from customer-facing materials | make current customers aware of the issue | take action to close the identified gap | discontinue the system | revise documentation related to the intended use | publish the revised documentation to customers
0.9305	spans-passthrough-candidates/sent_0005-427fe04b	remove the intended use from customer-facing materials and make current customers aware of the issue | take action to close the identified gap | discontinue the system | revise documentation related to the intended use | publish the revised documentation to customers | include this information in the required Transparency Note when the system is a platform service made available to external customers or partners	spans-passthrough-candidates/sent_0004-9921a4ec	remove the intended use from customer-facing materials and make current customers aware of the issue | take action to close the identified gap or discontinue the system | revise documentation related to the intended use | publish the revised documentation to customers
0.9177	spans-passthrough-candidates/sent_0005-427fe04b	remove the intended use from customer-facing materials and make current customers aware of the issue | take action to close the identified gap | discontinue the system | revise documentation related to the intended use | publish the revised documentation to customers | include this information in the required Transparency Note when the system is a platform service made available to external customers or partners	spans-passthrough-candidates/sent_0004-67402b86	remove the intended use from customer-facing materials | make current customers aware of the issue | take action to close the identified gap | revise documentation related to the intended use | publish the revised documentation to customers
0.9176	spans-passthrough-candidates/sent_0010-0984545b	Use Analysis Platform to understand the representation of identified demographic groups in data sets for training and evaluating the system. | Document the representation of identified demographic groups in a Datasheet. | Use the Fairlearn Python toolkit's assessment and mitigation capabilities, if appropriate for the system.	spans-passthrough-candidates/sent_0010-4fc8cf7b	Use Analysis Platform to understand the representation of identified demographic groups in data sets that you plan to use for training and evaluating your system. | Document the representation of identified demographic groups in a Datasheet. | Use the Fairlearn Python toolkit's assessment and mitigation capabilities.
0.9138	spans-passthrough-candidates/sent_0001-4eb67fac	Define data requirements with respect to the system's intended uses, stakeholders, and geographic areas.	spans-passthrough-candidates/sent_0001-5ec991b9	Define and document data requirements with respect to the system's intended uses, stakeholders, and the geographic areas where the system will be deployed. | Document these requirements in the Impact Assessment.
0.9119	spans-passthrough-candidates/sent_0006-17d5af97	Identify and document justifiable factors for differences in resource allocation to demographic groups. | Document the pre-release results for the evaluation described by requirements F2.4, F2.5, and F2.6. | Determine and document how often ongoing evaluation should be conducted to continue supporting this goal.	spans-passthrough-candidates/sent_0006-67baec95	Determine and document frequency of ongoing evaluation to support resource allocation goals. | Identify and document any justifiable factors that account for any remaining differences between the rates at which resources and opportunities are allocated to identified demographic groups. | Document the pre-release results for the evaluation described by requirements F2.4, F2.5, and F2.6.
0.9068	spans-passthrough-candidates/sent_0005-59a20598	consult with the Office of Responsible AI for Sensitive Uses | develop a plan detailing how the gap will be managed until it can be closed | document that plan	spans-passthrough-candidates/sent_0005-ec569138	consult with the reviewers named in the Impact Assessment | consult with the Office of Responsible AI to develop a plan detailing how the gap will be managed until it can be closed | document that plan
0.8959	spans-passthrough-candidates/sent_0003-63ba2b9b	Use the methods defined in requirement A3.4 to conduct evaluations. | Document the pre-release results of the evaluations. | Determine and document how often ongoing evaluation should be conducted.	spans-passthrough-candidates/sent_0004-2d0e8823	Conduct evaluations defined by requirement T3.3. | Document the pre-release results of the evaluations. | Determine and document how often ongoing evaluation should be conducted to continue supporting this goal.
0.8932	spans-passthrough-candidates/sent_0003-c0fde617	Document the pre-release results of the evaluations. | Determine and document how often ongoing evaluation should be conducted.	spans-passthrough-candidates/sent_0005-fa30c08e	document the pre-release results of the evaluation | determine how often ongoing evaluation should be conducted
0.8915	spans-passthrough-candidates/sent_0002-b95b775c	Identify the system elements necessary for stakeholders to understand their oversight responsibilities and carry them out. | Document the system design elements that will support relevant stakeholders for each oversight and control function. | Ensure stakeholders understand the system's intended uses. | Provide guidance on effectively executing interactions with the system. | Educate stakeholders on how to interpret system behavior. | Clarify when and how to override, intervene, or interrupt the system. | Raise awareness about the tendency of over-relying on outputs produced by the system. | Identify system UX, features, alerting and reporting functions, and educational materials necessary for stakeholders to effectively understand their oversight responsibilities.	spans-passthrough-candidates/sent_0002-c5bd3994	Ensure stakeholders can interpret system behavior. | Identify the system elements necessary for stakeholders to understand their oversight responsibilities. | Document the system design elements that will support relevant stakeholders for each oversight and control function.
0.8911	spans-passthrough-candidates/sent_0002-19719a76	add the new intended use to the Impact Assessment | publish updated communication in accordance with requirement RS1.9	spans-passthrough-candidates/sent_0002-04096553	evaluate the updated system in accordance with requirement RS1.6 | add the new intended use to the Impact Assessment | publish updated communication in accordance with requirement RS1.9
0.8906	spans-passthrough-candidates/sent_0002-69c92afe	Publish documentation for the system so that stakeholders can understand the system. | Include capabilities in the documentation. | Include intended uses in the documentation. | Include operational factors and settings that allow for effective and responsible system use in the documentation. | Include limitations, including uses for which the system was not designed or evaluated, in the documentation. | Include evidence of system accuracy and performance as well as a description of the extent to which these results are generalizable across use cases that were not part of the evaluation in the documentation.	spans-passthrough-candidates/sent_0002-9f775547	Include operational factors and settings in the published documentation. | Include capabilities in the published documentation. | Include intended uses in the published documentation. | Include uses that require extra care or guidance in the published documentation. | Include limitations in the published documentation. | Include evidence of system accuracy and performance in the published documentation.
0.8854	spans-passthrough-candidates/sent_0011-5f01a348	Use Error Analysis to help understand factors that may account for performance levels and differences. | Use one or more techniques available as part of the Interpret ML toolkit to help understand factors that may account for performance levels and differences. | Use the Fairlearn Python toolkit's assessment and mitigation capabilities, if appropriate for the system. | Be prepared to collect additional training data for identified demographic groups.	spans-passthrough-candidates/sent_0010-326fe2e4	use Error Analysis to help understand factors that may account for differences in allocation rates | use one or more techniques available as part of the Interpret ML toolkit to help understand factors that may account for differences between the rates at which resources and opportunities are allocated to the identified demographic groups | use the Fairlearn Python toolkit's assessment and mitigation capabilities | use Interpret ML to help understand factors that may account for differences between the rates at which resources and opportunities are allocated to the identified demographic groups
0.8850	spans-passthrough-candidates/sent_0009-4b5d3a60	use Error Analysis to help understand factors that may account for differences between the rates at which resources and opportunities are allocated to the identified demographic groups. | use Analysis Platform to understand the representation of identified demographic groups, respecting privacy requirements for using sensitive data. | document the representation of identified demographic groups in a Datasheet. | use the Fairlearn Python toolkit's assessment and mitigation capabilities, if appropriate for the system.	spans-passthrough-candidates/sent_0010-326fe2e4	use Error Analysis to help understand factors that may account for differences in allocation rates | use one or more techniques available as part of the Interpret ML toolkit to help understand factors that may account for differences between the rates at which resources and opportunities are allocated to the identified demographic groups | use the Fairlearn Python toolkit's assessment and mitigation capabilities | use Interpret ML to help understand factors that may account for differences between the rates at which resources and opportunities are allocated to the identified demographic groups
0.8841	spans-passthrough-candidates/sent_0003-22d5d713	Define and document the evaluation to support this Goal. | Include any system components to be evaluated, in addition to the whole system. | Document the metrics to be used to evaluate the system components and the whole system. | Provide a description of the data set to be used for this evaluation. | Define and document Responsible Release Criteria to achieve this Goal. | Document any target minimum performance level for all groups. | Document the target maximum (absolute or relative) performance difference between groups.	spans-passthrough-candidates/sent_0003-ee66f766	Include any system components to be evaluated, in addition to the whole system. | Define and document the metrics to be used to evaluate the system components and the whole system. | Define and document a description of the data set to be used for this evaluation. | Define and document any target minimum performance level for all groups. | Define and document the target maximum performance difference between groups.
0.8837	spans-passthrough-candidates/sent_0005-addd323c	consult with the reviewers named in the Impact Assessment | develop a plan detailing how the gap will be managed until it can be closed | document that plan	spans-passthrough-candidates/sent_0005-59a20598	consult with the Office of Responsible AI for Sensitive Uses | develop a plan detailing how the gap will be managed until it can be closed | document that plan
0.8807	spans-passthrough-candidates/sent_0004-78016e86	document the process, its results, and conclusions | remove the intended use from customer-facing materials and make current customers aware of the issue | take action to close the identified gap | discontinue the system | revise documentation related to the intended use | publish the revised documentation to customers	spans-passthrough-candidates/sent_0004-ee9ba4b2	remove the intended use from customer-facing materials and make current customers aware of the issue | take action to close the identified gap | discontinue the system | revise documentation related to the intended use | publish the revised documentation to customers
0.8764	spans-passthrough-candidates/sent_0002-505dbe79	report to the Office of Responsible AI if the system meets the definition of a Sensitive Use. | follow any additional requirements resulting from a Sensitive Uses review.	spans-passthrough-candidates/sent_0003-33e24475	notify the Office of Responsible AI of systems that meet the criteria for Restricted Uses. | report systems that meet the criteria for Sensitive Uses to the Office of Responsible AI.
0.8752	spans-passthrough-candidates/sent_0002-505dbe79	report to the Office of Responsible AI if the system meets the definition of a Sensitive Use. | follow any additional requirements resulting from a Sensitive Uses review.	spans-passthrough-candidates/sent_0003-639cad7a	Review systems at least annually against the definitions for Sensitive Uses and Restricted Uses. | Report systems that meet the criteria for Sensitive Uses to the Office of Responsible AI. | Notify the Office of Responsible AI if there are systems that meet the criteria for Restricted Uses.
0.8741	spans-passthrough-candidates/sent_0009-265ace6b	use Best Practices for Age, Gender Identity, and Ancestry for identifying people by age, gender identity, and ancestry in North America. | work with user researchers to understand variations in demographic groups across intended uses and geographic areas. | work with domain-specific subject matter experts to understand the factors that impact performance of your system and how they vary across identified demographic groups in this domain. | work with members of identified demographic groups to understand the risks of and impacts associated with differences in quality of service.	spans-passthrough-candidates/sent_0009-cc2ed59c	work with user researchers to understand variations in demographic groups across intended uses and geographic areas. | work with domain-specific subject matter experts to understand the factors that impact performance of your system and how they vary across identified demographic groups in this domain. | work with members of identified demographic groups to understand the risks of and impacts associated with differences in quality of service.
0.8734	spans-passthrough-candidates/sent_0003-63ba2b9b	Use the methods defined in requirement A3.4 to conduct evaluations. | Document the pre-release results of the evaluations. | Determine and document how often ongoing evaluation should be conducted.	spans-passthrough-candidates/sent_0004-54885677	Determine and document how often ongoing evaluation should be conducted to continue supporting this goal. | Document the pre-release results from requirements F3.4 and F3.5.
0.8711	spans-passthrough-candidates/sent_0003-639cad7a	Review systems at least annually against the definitions for Sensitive Uses and Restricted Uses. | Report systems that meet the criteria for Sensitive Uses to the Office of Responsible AI. | Notify the Office of Responsible AI if there are systems that meet the criteria for Restricted Uses.	spans-passthrough-candidates/sent_0003-33e24475	notify the Office of Responsible AI of systems that meet the criteria for Restricted Uses. | report systems that meet the criteria for Sensitive Uses to the Office of Responsible AI.
0.8688	spans-passthrough-candidates/sent_0005-addd323c	consult with the reviewers named in the Impact Assessment | develop a plan detailing how the gap will be managed until it can be closed | document that plan	spans-passthrough-candidates/sent_0005-ec569138	consult with the reviewers named in the Impact Assessment | consult with the Office of Responsible AI to develop a plan detailing how the gap will be managed until it can be closed | document that plan
0.8656	spans-passthrough-candidates/sent_0010-0984545b	Use Analysis Platform to understand the representation of identified demographic groups in data sets for training and evaluating the system. | Document the representation of identified demographic groups in a Datasheet. | Use the Fairlearn Python toolkit's assessment and mitigation capabilities, if appropriate for the system.	spans-passthrough-candidates/sent_0009-4b5d3a60	use Error Analysis to help understand factors that may account for differences between the rates at which resources and opportunities are allocated to the identified demographic groups. | use Analysis Platform to understand the representation of identified demographic groups, respecting privacy requirements for using sensitive data. | document the representation of identified demographic groups in a Datasheet. | use the Fairlearn Python toolkit's assessment and mitigation capabilities, if appropriate for the system.
0.8641	spans-passthrough-candidates/sent_0001-b42092ce	Identify and prioritize demographic groups, including marginalized groups, that may be at risk of experiencing worse quality of service based on intended uses and geographic areas where the system will be deployed. | Include groups defined by a single factor. | Include groups defined by a combination of factors.	spans-passthrough-candidates/sent_0001-16277393	Identify and prioritize demographic groups that may be at risk of being differentially impacted by the system based on intended uses and geographic areas where the system will be deployed. | Include groups defined by a single factor. | Include groups defined by a combination of factors.
0.8628	spans-passthrough-candidates/sent_0004-ee9ba4b2	remove the intended use from customer-facing materials and make current customers aware of the issue | take action to close the identified gap | discontinue the system | revise documentation related to the intended use | publish the revised documentation to customers	spans-passthrough-candidates/sent_0004-a3efdf36	consult with named reviewers to develop and implement a plan to close any gaps | document the process, its results, and conclusions | remove the intended use from customer-facing materials and make current customers aware of the issue | take action to close the identified gap | discontinue the system | revise documentation related to the intended use | publish the revised documentation to customers | include this information in the required Transparency Note
0.8622	spans-passthrough-candidates/sent_0002-19719a76	add the new intended use to the Impact Assessment | publish updated communication in accordance with requirement RS1.9	spans-passthrough-candidates/sent_0002-2b921134	evaluate the updated system in accordance with requirement RS1.6 | add the new intended use to the Impact Assessment | publish updated communication in accordance with requirement RS1.9 | update customer documentation to include the new use as an unsupported use
0.8592	spans-passthrough-candidates/sent_0002-97a13a64	document the evaluation | evaluate training and test data sets | determine operational factors | document the operational factors	spans-passthrough-candidates/sent_0002-df6f3175	determine and document the operational factors, including quality of system input, use, and operational context that are critical to manage for reliable and safe use of the system in its deployed context | evaluate training and test data sets to ensure that they include representation of the intended uses, operational factors, and an appropriate range of settings for each factor | document the evaluation
0.8588	spans-passthrough-candidates/sent_0011-5f01a348	Use Error Analysis to help understand factors that may account for performance levels and differences. | Use one or more techniques available as part of the Interpret ML toolkit to help understand factors that may account for performance levels and differences. | Use the Fairlearn Python toolkit's assessment and mitigation capabilities, if appropriate for the system. | Be prepared to collect additional training data for identified demographic groups.	spans-passthrough-candidates/sent_0009-4b5d3a60	use Error Analysis to help understand factors that may account for differences between the rates at which resources and opportunities are allocated to the identified demographic groups. | use Analysis Platform to understand the representation of identified demographic groups, respecting privacy requirements for using sensitive data. | document the representation of identified demographic groups in a Datasheet. | use the Fairlearn Python toolkit's assessment and mitigation capabilities, if appropriate for the system.
0.8553	spans-passthrough-candidates/sent_0009-265ace6b	use Best Practices for Age, Gender Identity, and Ancestry for identifying people by age, gender identity, and ancestry in North America. | work with user researchers to understand variations in demographic groups across intended uses and geographic areas. | work with domain-specific subject matter experts to understand the factors that impact performance of your system and how they vary across identified demographic groups in this domain. | work with members of identified demographic groups to understand the risks of and impacts associated with differences in quality of service.	spans-passthrough-candidates/sent_0009-93640847	work with user researchers to understand variations in demographic groups across intended uses and geographic areas. | work with domain-specific subject matter experts to understand the factors that impact performance of your system and how they vary across identified demographic groups in this domain. | work with members of identified demographic groups to understand the risks of and impacts associated with differences in quality of service.
0.8545	spans-passthrough-candidates/sent_0003-63ba2b9b	Use the methods defined in requirement A3.4 to conduct evaluations. | Document the pre-release results of the evaluations. | Determine and document how often ongoing evaluation should be conducted.	spans-passthrough-candidates/sent_0004-69e13343	Conduct evaluations defined by requirement T1.3. | Document the pre-release results of the evaluations. | Determine and document how often ongoing evaluation should be conducted to continue supporting this Goal.
0.8528	spans-passthrough-candidates/sent_0004-78016e86	document the process, its results, and conclusions | remove the intended use from customer-facing materials and make current customers aware of the issue | take action to close the identified gap | discontinue the system | revise documentation related to the intended use | publish the revised documentation to customers	spans-passthrough-candidates/sent_0004-a3efdf36	consult with named reviewers to develop and implement a plan to close any gaps | document the process, its results, and conclusions | remove the intended use from customer-facing materials and make current customers aware of the issue | take action to close the identified gap | discontinue the system | revise documentation related to the intended use | publish the revised documentation to customers | include this information in the required Transparency Note
0.8520	spans-passthrough-candidates/sent_0004-69e13343	Conduct evaluations defined by requirement T1.3. | Document the pre-release results of the evaluations. | Determine and document how often ongoing evaluation should be conducted to continue supporting this Goal.	spans-passthrough-candidates/sent_0004-54885677	Determine and document how often ongoing evaluation should be conducted to continue supporting this goal. | Document the pre-release results from requirements F3.4 and F3.5.
0.8515	spans-passthrough-candidates/sent_0002-c5bd3994	Ensure stakeholders can interpret system behavior. | Identify the system elements necessary for stakeholders to understand their oversight responsibilities. | Document the system design elements that will support relevant stakeholders for each oversight and control function.	spans-passthrough-candidates/sent_0002-604018f1	document how the system design supports stakeholders' understanding of intended uses | document how the system aids their ability to interpret relevant system responses | document how the system design discourages automation bias
