sim	a_rule_id	a_req	b_rule_id	b_req
0.8602	spans-passthrough-candidates/sent_0016-956863bf	org must include in the authorization a statement that the individual has the right to revoke the authorization in writing.	spans-passthrough-candidates/sent_0016-dc45e16c	org must include in the authorization the exceptions to the right to revoke and a description of how the individual may revoke.
0.8564	spans-passthrough-candidates/sent_0014-93949593	Entity must not use or disclose the protected health information covered by the agreed restriction in violation of that restriction.	spans-passthrough-candidates/sent_0023-770983bc	Entity must not use or disclose protected health information in a manner inconsistent with such notice.
0.8551	spans-passthrough-candidates/sent_0011-4c41da50	org must not use or further disclose the protected health information other than as permitted or required by the plan documents or as required by law.	spans-passthrough-candidates/sent_0013-792c76c6	org must not disclose protected health information to the plan sponsor for the purpose of employment-related actions or decisions or in connection with any other benefit or employee benefit plan of the plan sponsor.
0.8542	spans-passthrough-candidates/sent_0011-4c41da50	org must not use or further disclose the protected health information other than as permitted or required by the plan documents or as required by law.	spans-passthrough-candidates/sent_0011-a3126985	org must not use or disclose the protected health information for employment-related actions and decisions or in connection with any other benefit or employee benefit plan of the plan sponsor.
0.8539	spans-passthrough-candidates/sent_0013-15bceb47	The entity must ensure a valid authorization contains a description of the information to be used or disclosed that identifies the information in a specific and meaningful fashion.	spans-passthrough-candidates/sent_0014-a69a62c4	The entity shall include in the authorization the name or other specific identification of the person(s) or class of persons to whom the entity may make the requested use or disclosure.
0.8533	spans-passthrough-candidates/sent_0006-56ed7608	The provider must include in the authorization a statement that financial remuneration from a third party to the covered entity is involved.	spans-passthrough-candidates/sent_0006-3b6e7bb2	The provider must state in the authorization that the disclosure will result in remuneration to the covered entity.
0.8515	spans-passthrough-candidates/sent_0011-82748cee	org must amend the group health plan's plan documents to establish the permitted and required uses and disclosures of protected health information by the plan sponsor and ensure such uses and disclosures are not inconsistent with this subpart.	spans-passthrough-candidates/sent_0012-28da988c	org must ensure the plan documents describe those employees or classes of employees or other persons under the control of the plan sponsor to be given access to the protected health information to be disclosed.
0.8501	spans-passthrough-candidates/sent_0004-69da010a	entity must not use protected health information without an authorization that is valid under this section.	spans-passthrough-candidates/sent_0002-ab6d71e0	entity must ensure the authorization is written in plain language.
0.8495	spans-passthrough-candidates/sent_0023-770983bc	Entity must not use or disclose protected health information in a manner inconsistent with such notice.	spans-passthrough-candidates/sent_0004-69da010a	entity must not use protected health information without an authorization that is valid under this section.
0.8490	spans-passthrough-candidates/sent_0001-2a55d4f1	The provider shall not condition treatment, payment, enrollment, or eligibility for benefits on whether the individual signs the authorization when the prohibition in paragraph (b)(4) of this section applies.	spans-passthrough-candidates/sent_0001-a1b5c877	The provider shall state the consequences to the individual of a refusal to sign the authorization when the provider can condition treatment, enrollment, or eligibility on failure to obtain the authorization in accordance with paragraph (b)(4).
0.8483	spans-passthrough-candidates/sent_0004-69da010a	entity must not use protected health information without an authorization that is valid under this section.	spans-passthrough-candidates/sent_0002-b0f98b13	entity must provide the individual with a copy of the signed authorization when seeking such an authorization.
0.8479	spans-passthrough-candidates/sent_0005-75cbcf46	business associate shall not use or disclose protected health information except as permitted or required by its business associate contract or other arrangement pursuant to §164.504(e) or as required by law.	spans-passthrough-candidates/sent_0005-6f1dddd6	business associate shall not use or disclose protected health information in a manner that would violate the requirements of this subpart if done by the covered entity.
0.8478	spans-passthrough-candidates/sent_0013-15bceb47	The entity must ensure a valid authorization contains a description of the information to be used or disclosed that identifies the information in a specific and meaningful fashion.	spans-passthrough-candidates/sent_0014-895c4e2b	The entity shall include in the authorization a description of each purpose of the requested use or disclosure.
0.8473	spans-passthrough-candidates/sent_0004-69da010a	entity must not use protected health information without an authorization that is valid under this section.	spans-passthrough-candidates/sent_0009-37a37d7d	Entity must not use or disclose PHI pursuant to an authorization that the covered entity knows has been revoked.
0.8472	spans-passthrough-candidates/sent_0005-afd26585	Ensure that any subcontractors that create, receive, maintain, or transmit protected health information on behalf of the business associate agree to the same restrictions and conditions that apply to the business associate with respect to such information.	spans-passthrough-candidates/sent_0008-0de477d0	The business associate shall ensure that the contract or other arrangement with a business associate that is a subcontractor includes and implements the requirements of §164.504(e)(2) through §164.504(e)(4) in the same manner as such requirements apply to contracts or other arrangements between a covered entity and a business associate.
0.8472	spans-passthrough-candidates/sent_0009-8c426967	Entity must not use or disclose PHI pursuant to an authorization when the expiration date has passed or the expiration event has occurred.	spans-passthrough-candidates/sent_0009-24d20160	Entity must not use or disclose PHI pursuant to an authorization that violates paragraph (b)(3) or (4) of this section.
0.8470	spans-passthrough-candidates/sent_0009-37a37d7d	Entity must not use or disclose PHI pursuant to an authorization that the covered entity knows has been revoked.	spans-passthrough-candidates/sent_0002-b0f98b13	entity must provide the individual with a copy of the signed authorization when seeking such an authorization.
0.8470	spans-passthrough-candidates/sent_0011-4c41da50	org must not use or further disclose the protected health information other than as permitted or required by the plan documents or as required by law.	spans-passthrough-candidates/sent_0012-28da988c	org must ensure the plan documents describe those employees or classes of employees or other persons under the control of the plan sponsor to be given access to the protected health information to be disclosed.
0.8469	spans-passthrough-candidates/sent_0020-6e88632d	Do not disclose, or provide access in accordance with § 164.524 to, protected health information about an unemancipated minor to a parent, guardian, or other person acting in loco parentis.	spans-passthrough-candidates/sent_0020-65750ce1	Ensure that any decision to provide or deny access under § 164.524 to a parent, guardian, or other person acting in loco parentis in these circumstances is made by a licensed health care professional.
0.8466	spans-passthrough-candidates/sent_0009-24d20160	Entity must not use or disclose PHI pursuant to an authorization that violates paragraph (b)(3) or (4) of this section.	spans-passthrough-candidates/sent_0002-b0f98b13	entity must provide the individual with a copy of the signed authorization when seeking such an authorization.
0.8450	spans-passthrough-candidates/sent_0002-ab6d71e0	entity must ensure the authorization is written in plain language.	spans-passthrough-candidates/sent_0002-b0f98b13	entity must provide the individual with a copy of the signed authorization when seeking such an authorization.
0.8417	spans-passthrough-candidates/sent_0023-770983bc	Entity must not use or disclose protected health information in a manner inconsistent with such notice.	spans-passthrough-candidates/sent_0002-ab6d71e0	entity must ensure the authorization is written in plain language.
0.8411	spans-passthrough-candidates/sent_0013-2d890537	The entity must document any signed authorization under this section.	spans-passthrough-candidates/sent_0013-6d6b35f0	The entity must ensure a valid authorization contains the name or other specific identification of the person(s), or class of persons, authorized to make the requested use or disclosure.
0.8409	spans-passthrough-candidates/sent_0015-67968951	org must include the individual's signature and the date on the authorization.	spans-passthrough-candidates/sent_0015-fb77aa0e	When the authorization is signed by a personal representative of the individual, org must provide a description of the representative's authority to act for the individual.
0.8399	spans-passthrough-candidates/sent_0011-ea854aae	org must not disclose protected health information to the plan sponsor except upon receipt of a certification by the plan sponsor that the plan documents have been amended to incorporate the required provisions and that the plan sponsor agrees to those provisions.	spans-passthrough-candidates/sent_0011-4c41da50	org must not use or further disclose the protected health information other than as permitted or required by the plan documents or as required by law.
0.8393	spans-passthrough-candidates/sent_0014-93949593	Entity must not use or disclose the protected health information covered by the agreed restriction in violation of that restriction.	spans-passthrough-candidates/sent_0004-c5433b74	entity must not disclose protected health information without an authorization that is valid under this section.
0.8387	spans-passthrough-candidates/sent_0011-ea854aae	org must not disclose protected health information to the plan sponsor except upon receipt of a certification by the plan sponsor that the plan documents have been amended to incorporate the required provisions and that the plan sponsor agrees to those provisions.	spans-passthrough-candidates/sent_0013-5c26764b	org must not disclose protected health information to a plan sponsor as otherwise permitted by this paragraph unless the statement required by § 164.520(b)(1)(iii)(C) is included in the appropriate notice.
0.8382	spans-passthrough-candidates/sent_0011-4c41da50	org must not use or further disclose the protected health information other than as permitted or required by the plan documents or as required by law.	spans-passthrough-candidates/sent_0011-3873077e	org must report to the group health plan any use or disclosure of protected health information that is inconsistent with the permitted uses or disclosures of which the plan sponsor becomes aware.
0.8377	spans-passthrough-candidates/sent_0009-a3b0ac50	Entity must not use or disclose PHI pursuant to an authorization that is not filled out completely as required by paragraph (c) of this section.	spans-passthrough-candidates/sent_0009-37a37d7d	Entity must not use or disclose PHI pursuant to an authorization that the covered entity knows has been revoked.
0.8368	spans-passthrough-candidates/sent_0009-8c426967	Entity must not use or disclose PHI pursuant to an authorization when the expiration date has passed or the expiration event has occurred.	spans-passthrough-candidates/sent_0009-ff2752ad	Entity must not use or disclose PHI pursuant to an authorization when the covered entity knows that any material information in the authorization is false.
0.8357	spans-passthrough-candidates/sent_0011-4c41da50	org must not use or further disclose the protected health information other than as permitted or required by the plan documents or as required by law.	spans-passthrough-candidates/sent_0013-5c26764b	org must not disclose protected health information to a plan sponsor as otherwise permitted by this paragraph unless the statement required by § 164.520(b)(1)(iii)(C) is included in the appropriate notice.
0.8353	spans-passthrough-candidates/sent_0019-b360c314	entity must treat such parent, guardian, or other person acting in loco parentis as a personal representative under this subchapter with respect to protected health information relevant to such personal representation, except when one of the listed exceptions applies.	spans-passthrough-candidates/sent_0020-6e88632d	Do not disclose, or provide access in accordance with § 164.524 to, protected health information about an unemancipated minor to a parent, guardian, or other person acting in loco parentis.
0.8352	spans-passthrough-candidates/sent_0016-e2aa41b5	entity shall not use or disclose re-identified information except as permitted or required by this subpart.	spans-passthrough-candidates/sent_0004-c5433b74	entity must not disclose protected health information without an authorization that is valid under this section.
0.8344	spans-passthrough-candidates/sent_0004-69da010a	entity must not use protected health information without an authorization that is valid under this section.	spans-passthrough-candidates/sent_0009-a3b0ac50	Entity must not use or disclose PHI pursuant to an authorization that is not filled out completely as required by paragraph (c) of this section.
0.8321	spans-passthrough-candidates/sent_0005-08d296b3	Make available protected health information in accordance with § 164.524.	spans-passthrough-candidates/sent_0005-82b26f72	Make available the information required to provide an accounting of disclosures in accordance with § 164.528.
0.8320	spans-passthrough-candidates/sent_0011-4c41da50	org must not use or further disclose the protected health information other than as permitted or required by the plan documents or as required by law.	spans-passthrough-candidates/sent_0012-0ec05553	org must ensure that any employee or person who receives protected health information relating to payment under, health care operations of, or other matters pertaining to the group health plan in the ordinary course of business is included in that description.
0.8316	spans-passthrough-candidates/sent_0009-ff2752ad	Entity must not use or disclose PHI pursuant to an authorization when the covered entity knows that any material information in the authorization is false.	spans-passthrough-candidates/sent_0002-b0f98b13	entity must provide the individual with a copy of the signed authorization when seeking such an authorization.
0.8307	spans-passthrough-candidates/sent_0009-a3b0ac50	Entity must not use or disclose PHI pursuant to an authorization that is not filled out completely as required by paragraph (c) of this section.	spans-passthrough-candidates/sent_0009-ff2752ad	Entity must not use or disclose PHI pursuant to an authorization when the covered entity knows that any material information in the authorization is false.
0.8298	spans-passthrough-candidates/sent_0011-e74a3681	org must ensure that any agents to whom it provides protected health information agree to the same restrictions and conditions that apply to the plan sponsor with respect to such information.	spans-passthrough-candidates/sent_0012-f66b8b0a	org must ensure the plan documents restrict the access to and use by the employees and other persons described in the plan documents to the plan administration functions that the plan sponsor performs for the group health plan.
0.8296	spans-passthrough-candidates/sent_0005-9b914ce1	entity shall disclose protected health information to an individual when requested under and required by §164.524 or §164.528.	spans-passthrough-candidates/sent_0004-c5433b74	entity must not disclose protected health information without an authorization that is valid under this section.
0.8294	spans-passthrough-candidates/sent_0004-69da010a	entity must not use protected health information without an authorization that is valid under this section.	spans-passthrough-candidates/sent_0009-ff2752ad	Entity must not use or disclose PHI pursuant to an authorization when the covered entity knows that any material information in the authorization is false.
0.8270	spans-passthrough-candidates/sent_0011-82748cee	org must amend the group health plan's plan documents to establish the permitted and required uses and disclosures of protected health information by the plan sponsor and ensure such uses and disclosures are not inconsistent with this subpart.	spans-passthrough-candidates/sent_0012-b581123c	org must ensure the plan documents provide an effective mechanism for resolving any issues of noncompliance by the persons described in the plan documents with the plan document provisions required by this paragraph.
0.8267	spans-passthrough-candidates/sent_0011-4c41da50	org must not use or further disclose the protected health information other than as permitted or required by the plan documents or as required by law.	spans-passthrough-candidates/sent_0012-b581123c	org must ensure the plan documents provide an effective mechanism for resolving any issues of noncompliance by the persons described in the plan documents with the plan document provisions required by this paragraph.
0.8253	spans-passthrough-candidates/sent_0011-ea854aae	org must not disclose protected health information to the plan sponsor except upon receipt of a certification by the plan sponsor that the plan documents have been amended to incorporate the required provisions and that the plan sponsor agrees to those provisions.	spans-passthrough-candidates/sent_0013-792c76c6	org must not disclose protected health information to the plan sponsor for the purpose of employment-related actions or decisions or in connection with any other benefit or employee benefit plan of the plan sponsor.
0.8250	spans-passthrough-candidates/sent_0005-75cbcf46	business associate shall not use or disclose protected health information except as permitted or required by its business associate contract or other arrangement pursuant to §164.504(e) or as required by law.	spans-passthrough-candidates/sent_0017-021a33dd	The business associate must ensure that the written contract or other written agreement or arrangement meets the applicable requirements of § 164.504(e).
0.8245	spans-passthrough-candidates/sent_0011-e74a3681	org must ensure that any agents to whom it provides protected health information agree to the same restrictions and conditions that apply to the plan sponsor with respect to such information.	spans-passthrough-candidates/sent_0012-28da988c	org must ensure the plan documents describe those employees or classes of employees or other persons under the control of the plan sponsor to be given access to the protected health information to be disclosed.
0.8240	spans-passthrough-candidates/sent_0011-a3126985	org must not use or disclose the protected health information for employment-related actions and decisions or in connection with any other benefit or employee benefit plan of the plan sponsor.	spans-passthrough-candidates/sent_0012-f66b8b0a	org must ensure the plan documents restrict the access to and use by the employees and other persons described in the plan documents to the plan administration functions that the plan sponsor performs for the group health plan.
0.8236	spans-passthrough-candidates/sent_0009-a3b0ac50	Entity must not use or disclose PHI pursuant to an authorization that is not filled out completely as required by paragraph (c) of this section.	spans-passthrough-candidates/sent_0002-b0f98b13	entity must provide the individual with a copy of the signed authorization when seeking such an authorization.
0.8233	spans-passthrough-candidates/sent_0012-0ec05553	org must ensure that any employee or person who receives protected health information relating to payment under, health care operations of, or other matters pertaining to the group health plan in the ordinary course of business is included in that description.	spans-passthrough-candidates/sent_0012-b581123c	org must ensure the plan documents provide an effective mechanism for resolving any issues of noncompliance by the persons described in the plan documents with the plan document provisions required by this paragraph.
0.8229	spans-passthrough-candidates/sent_0016-e2aa41b5	entity shall not use or disclose re-identified information except as permitted or required by this subpart.	spans-passthrough-candidates/sent_0004-69da010a	entity must not use protected health information without an authorization that is valid under this section.
0.8223	spans-passthrough-candidates/sent_0009-24d20160	Entity must not use or disclose PHI pursuant to an authorization that violates paragraph (b)(3) or (4) of this section.	spans-passthrough-candidates/sent_0002-ab6d71e0	entity must ensure the authorization is written in plain language.
0.8219	spans-passthrough-candidates/sent_0014-93949593	Entity must not use or disclose the protected health information covered by the agreed restriction in violation of that restriction.	spans-passthrough-candidates/sent_0004-69da010a	entity must not use protected health information without an authorization that is valid under this section.
0.8208	spans-passthrough-candidates/sent_0018-406e5f1b	Entity must treat a personal representative as the individual for purposes of this subchapter.	spans-passthrough-candidates/sent_0020-1d6962c7	Treat such person as a personal representative under this subchapter with respect to protected health information relevant to such personal representation.
0.8200	spans-passthrough-candidates/sent_0014-93949593	Entity must not use or disclose the protected health information covered by the agreed restriction in violation of that restriction.	spans-passthrough-candidates/sent_0009-24d20160	Entity must not use or disclose PHI pursuant to an authorization that violates paragraph (b)(3) or (4) of this section.
0.8198	spans-passthrough-candidates/sent_0023-770983bc	Entity must not use or disclose protected health information in a manner inconsistent with such notice.	spans-passthrough-candidates/sent_0009-24d20160	Entity must not use or disclose PHI pursuant to an authorization that violates paragraph (b)(3) or (4) of this section.
0.8196	spans-passthrough-candidates/sent_0009-a3b0ac50	Entity must not use or disclose PHI pursuant to an authorization that is not filled out completely as required by paragraph (c) of this section.	spans-passthrough-candidates/sent_0002-ab6d71e0	entity must ensure the authorization is written in plain language.
0.8191	spans-passthrough-candidates/sent_0009-37a37d7d	Entity must not use or disclose PHI pursuant to an authorization that the covered entity knows has been revoked.	spans-passthrough-candidates/sent_0002-ab6d71e0	entity must ensure the authorization is written in plain language.
0.8186	spans-passthrough-candidates/sent_0009-8c426967	Entity must not use or disclose PHI pursuant to an authorization when the expiration date has passed or the expiration event has occurred.	spans-passthrough-candidates/sent_0009-a3b0ac50	Entity must not use or disclose PHI pursuant to an authorization that is not filled out completely as required by paragraph (c) of this section.
0.8169	spans-passthrough-candidates/sent_0013-2d890537	The entity must document any signed authorization under this section.	spans-passthrough-candidates/sent_0013-15bceb47	The entity must ensure a valid authorization contains a description of the information to be used or disclosed that identifies the information in a specific and meaningful fashion.
0.8139	spans-passthrough-candidates/sent_0009-04ed85f9	Entity must not combine an authorization for use or disclosure of PHI with any other document to create a compound authorization except as allowed for research study permissions.	spans-passthrough-candidates/sent_0010-e39acc72	entity shall not combine an authorization for a use or disclosure of psychotherapy notes with any authorization that is not also for a use or disclosure of psychotherapy notes.
0.8138	spans-passthrough-candidates/sent_0011-82748cee	org must amend the group health plan's plan documents to establish the permitted and required uses and disclosures of protected health information by the plan sponsor and ensure such uses and disclosures are not inconsistent with this subpart.	spans-passthrough-candidates/sent_0013-5c26764b	org must not disclose protected health information to a plan sponsor as otherwise permitted by this paragraph unless the statement required by § 164.520(b)(1)(iii)(C) is included in the appropriate notice.
0.8138	spans-passthrough-candidates/sent_0004-69da010a	entity must not use protected health information without an authorization that is valid under this section.	spans-passthrough-candidates/sent_0009-8c426967	Entity must not use or disclose PHI pursuant to an authorization when the expiration date has passed or the expiration event has occurred.
