unit_id,span_id,kind,page,section,section_path,text,prev_sentence,next_sentence,window_text,pdf_name,doc_id
11,AI in health - WHO_removed/5-provision-with-general-purpose-foundation-models-lmms/5-2-measures-that-governments-can-introduce-to-address-such-/sent_0001,sentence,2,5.2 	Measures that governments can introduce to address such risks and ethical principles that should be upheld,5 	Provision with general-purpose foundation models (LMMs) / 5.2 	Measures that governments can introduce to address such risks and ethical principles that should be upheld,"46
Ethics and governance of artificial intelligence for health.",,"Guidance on large multi-modal models 
purpose, by blocking queries or attaching a clear warning to any responses that include
health or medical information and to direct users to information or services that can provide
appropriate assistance.","[TARGET] 46
Ethics and governance of artificial intelligence for health. [NEXT] Guidance on large multi-modal models 
purpose, by blocking queries or attaching a clear warning to any responses that include
health or medical information and to direct users to information or services that can provide
appropriate assistance.",AI in health - WHO_removed,AI in health - WHO_removed
12,AI in health - WHO_removed/5-provision-with-general-purpose-foundation-models-lmms/5-2-measures-that-governments-can-introduce-to-address-such-/sent_0002,sentence,2,5.2 	Measures that governments can introduce to address such risks and ethical principles that should be upheld,5 	Provision with general-purpose foundation models (LMMs) / 5.2 	Measures that governments can introduce to address such risks and ethical principles that should be upheld,"Guidance on large multi-modal models 
purpose, by blocking queries or attaching a clear warning to any responses that include
health or medical information and to direct users to information or services that can provide
appropriate assistance.","46
Ethics and governance of artificial intelligence for health.","If such measures are not taken or if the developer intends that users apply its LMM for
health care, either directly or indirectly through a provider, the developer will have specific
responsibilities that only it can satisfy.","[PREV] 46
Ethics and governance of artificial intelligence for health. [TARGET] Guidance on large multi-modal models 
purpose, by blocking queries or attaching a clear warning to any responses that include
health or medical information and to direct users to information or services that can provide
appropriate assistance. [NEXT] If such measures are not taken or if the developer intends that users apply its LMM for
health care, either directly or indirectly through a provider, the developer will have specific
responsibilities that only it can satisfy.",AI in health - WHO_removed,AI in health - WHO_removed
13,AI in health - WHO_removed/5-provision-with-general-purpose-foundation-models-lmms/5-2-measures-that-governments-can-introduce-to-address-such-/sent_0003,sentence,2,5.2 	Measures that governments can introduce to address such risks and ethical principles that should be upheld,5 	Provision with general-purpose foundation models (LMMs) / 5.2 	Measures that governments can introduce to address such risks and ethical principles that should be upheld,"If such measures are not taken or if the developer intends that users apply its LMM for
health care, either directly or indirectly through a provider, the developer will have specific
responsibilities that only it can satisfy.","Guidance on large multi-modal models 
purpose, by blocking queries or attaching a clear warning to any responses that include
health or medical information and to direct users to information or services that can provide
appropriate assistance.","Furthermore, both developers and providers have
further obligations to address the risks associated with use of LMMs in health care.","[PREV] Guidance on large multi-modal models 
purpose, by blocking queries or attaching a clear warning to any responses that include
health or medical information and to direct users to information or services that can provide
appropriate assistance. [TARGET] If such measures are not taken or if the developer intends that users apply its LMM for
health care, either directly or indirectly through a provider, the developer will have specific
responsibilities that only it can satisfy. [NEXT] Furthermore, both developers and providers have
further obligations to address the risks associated with use of LMMs in health care.",AI in health - WHO_removed,AI in health - WHO_removed
14,AI in health - WHO_removed/5-provision-with-general-purpose-foundation-models-lmms/5-2-measures-that-governments-can-introduce-to-address-such-/sent_0004,sentence,2,5.2 	Measures that governments can introduce to address such risks and ethical principles that should be upheld,5 	Provision with general-purpose foundation models (LMMs) / 5.2 	Measures that governments can introduce to address such risks and ethical principles that should be upheld,"Furthermore, both developers and providers have
further obligations to address the risks associated with use of LMMs in health care.","If such measures are not taken or if the developer intends that users apply its LMM for
health care, either directly or indirectly through a provider, the developer will have specific
responsibilities that only it can satisfy.","The responsibilities, detailed below, are defined in government-mandated laws, policies and
regulations, as it is governments that must ultimately determine whether an AI-based system
should be permitted for use in health care.","[PREV] If such measures are not taken or if the developer intends that users apply its LMM for
health care, either directly or indirectly through a provider, the developer will have specific
responsibilities that only it can satisfy. [TARGET] Furthermore, both developers and providers have
further obligations to address the risks associated with use of LMMs in health care. [NEXT] The responsibilities, detailed below, are defined in government-mandated laws, policies and
regulations, as it is governments that must ultimately determine whether an AI-based system
should be permitted for use in health care.",AI in health - WHO_removed,AI in health - WHO_removed
15,AI in health - WHO_removed/5-provision-with-general-purpose-foundation-models-lmms/5-2-measures-that-governments-can-introduce-to-address-such-/sent_0005,sentence,2,5.2 	Measures that governments can introduce to address such risks and ethical principles that should be upheld,5 	Provision with general-purpose foundation models (LMMs) / 5.2 	Measures that governments can introduce to address such risks and ethical principles that should be upheld,"The responsibilities, detailed below, are defined in government-mandated laws, policies and
regulations, as it is governments that must ultimately determine whether an AI-based system
should be permitted for use in health care.","Furthermore, both developers and providers have
further obligations to address the risks associated with use of LMMs in health care.","Developers and providers must also fulfil mutual
responsibilities if an LMM is to be used in health care.","[PREV] Furthermore, both developers and providers have
further obligations to address the risks associated with use of LMMs in health care. [TARGET] The responsibilities, detailed below, are defined in government-mandated laws, policies and
regulations, as it is governments that must ultimately determine whether an AI-based system
should be permitted for use in health care. [NEXT] Developers and providers must also fulfil mutual
responsibilities if an LMM is to be used in health care.",AI in health - WHO_removed,AI in health - WHO_removed
16,AI in health - WHO_removed/5-provision-with-general-purpose-foundation-models-lmms/5-2-measures-that-governments-can-introduce-to-address-such-/sent_0006,sentence,2,5.2 	Measures that governments can introduce to address such risks and ethical principles that should be upheld,5 	Provision with general-purpose foundation models (LMMs) / 5.2 	Measures that governments can introduce to address such risks and ethical principles that should be upheld,"Developers and providers must also fulfil mutual
responsibilities if an LMM is to be used in health care.","The responsibilities, detailed below, are defined in government-mandated laws, policies and
regulations, as it is governments that must ultimately determine whether an AI-based system
should be permitted for use in health care.","Such responsibilities could be defined by
governments or negotiated between the two parties through a contract if laws have not been
written or updated to account for them.","[PREV] The responsibilities, detailed below, are defined in government-mandated laws, policies and
regulations, as it is governments that must ultimately determine whether an AI-based system
should be permitted for use in health care. [TARGET] Developers and providers must also fulfil mutual
responsibilities if an LMM is to be used in health care. [NEXT] Such responsibilities could be defined by
governments or negotiated between the two parties through a contract if laws have not been
written or updated to account for them.",AI in health - WHO_removed,AI in health - WHO_removed
17,AI in health - WHO_removed/5-provision-with-general-purpose-foundation-models-lmms/5-2-measures-that-governments-can-introduce-to-address-such-/sent_0007,sentence,2,5.2 	Measures that governments can introduce to address such risks and ethical principles that should be upheld,5 	Provision with general-purpose foundation models (LMMs) / 5.2 	Measures that governments can introduce to address such risks and ethical principles that should be upheld,"Such responsibilities could be defined by
governments or negotiated between the two parties through a contract if laws have not been
written or updated to account for them.","Developers and providers must also fulfil mutual
responsibilities if an LMM is to be used in health care.","Major risks that must be addressed before deployment include system-wide bias, false
information or hallucinations for health-care uses, privacy of data entered into an LMM,
manipulation and automation bias.
5.2 Measures that governments can introduce to address such
risks and ethical principles that should be upheld
The speed of development of LMMs and of applications that include an LMM requires that
governments rapidly develop regulations and specific criteria for using these AI algorithms
in health-care systems and for other scientific and medical purposes.","[PREV] Developers and providers must also fulfil mutual
responsibilities if an LMM is to be used in health care. [TARGET] Such responsibilities could be defined by
governments or negotiated between the two parties through a contract if laws have not been
written or updated to account for them. [NEXT] Major risks that must be addressed before deployment include system-wide bias, false
information or hallucinations for health-care uses, privacy of data entered into an LMM,
manipulation and automation bias.
5.2 Measures that governments can introduce to address such
risks and ethical principles that should be upheld
The speed of development of LMMs and of applications that include an LMM requires that
governments rapidly develop regulations and specific criteria for using these AI algorithms
in health-care systems and for other scientific and medical purposes.",AI in health - WHO_removed,AI in health - WHO_removed
18,AI in health - WHO_removed/5-provision-with-general-purpose-foundation-models-lmms/5-2-measures-that-governments-can-introduce-to-address-such-/sent_0008,sentence,2,5.2 	Measures that governments can introduce to address such risks and ethical principles that should be upheld,5 	Provision with general-purpose foundation models (LMMs) / 5.2 	Measures that governments can introduce to address such risks and ethical principles that should be upheld,"Major risks that must be addressed before deployment include system-wide bias, false
information or hallucinations for health-care uses, privacy of data entered into an LMM,
manipulation and automation bias.
5.2 Measures that governments can introduce to address such
risks and ethical principles that should be upheld
The speed of development of LMMs and of applications that include an LMM requires that
governments rapidly develop regulations and specific criteria for using these AI algorithms
in health-care systems and for other scientific and medical purposes.","Such responsibilities could be defined by
governments or negotiated between the two parties through a contract if laws have not been
written or updated to account for them.","The approach should
consist of assessment and approval of AI technologies intended for use in health care or
medicine by a regulatory agency, such as a medical device or pharmaceutical agency,
although governments could establish a new agency for this purpose.","[PREV] Such responsibilities could be defined by
governments or negotiated between the two parties through a contract if laws have not been
written or updated to account for them. [TARGET] Major risks that must be addressed before deployment include system-wide bias, false
information or hallucinations for health-care uses, privacy of data entered into an LMM,
manipulation and automation bias.
5.2 Measures that governments can introduce to address such
risks and ethical principles that should be upheld
The speed of development of LMMs and of applications that include an LMM requires that
governments rapidly develop regulations and specific criteria for using these AI algorithms
in health-care systems and for other scientific and medical purposes. [NEXT] The approach should
consist of assessment and approval of AI technologies intended for use in health care or
medicine by a regulatory agency, such as a medical device or pharmaceutical agency,
although governments could establish a new agency for this purpose.",AI in health - WHO_removed,AI in health - WHO_removed
19,AI in health - WHO_removed/5-provision-with-general-purpose-foundation-models-lmms/5-2-measures-that-governments-can-introduce-to-address-such-/sent_0009,sentence,2,5.2 	Measures that governments can introduce to address such risks and ethical principles that should be upheld,5 	Provision with general-purpose foundation models (LMMs) / 5.2 	Measures that governments can introduce to address such risks and ethical principles that should be upheld,"The approach should
consist of assessment and approval of AI technologies intended for use in health care or
medicine by a regulatory agency, such as a medical device or pharmaceutical agency,
although governments could establish a new agency for this purpose.","Major risks that must be addressed before deployment include system-wide bias, false
information or hallucinations for health-care uses, privacy of data entered into an LMM,
manipulation and automation bias.
5.2 Measures that governments can introduce to address such
risks and ethical principles that should be upheld
The speed of development of LMMs and of applications that include an LMM requires that
governments rapidly develop regulations and specific criteria for using these AI algorithms
in health-care systems and for other scientific and medical purposes.","One challenge for lowand middle-income countries is that their regulatory agencies are already under-resourced
and overwhelmed by pharmaceutical regulation.","[PREV] Major risks that must be addressed before deployment include system-wide bias, false
information or hallucinations for health-care uses, privacy of data entered into an LMM,
manipulation and automation bias.
5.2 Measures that governments can introduce to address such
risks and ethical principles that should be upheld
The speed of development of LMMs and of applications that include an LMM requires that
governments rapidly develop regulations and specific criteria for using these AI algorithms
in health-care systems and for other scientific and medical purposes. [TARGET] The approach should
consist of assessment and approval of AI technologies intended for use in health care or
medicine by a regulatory agency, such as a medical device or pharmaceutical agency,
although governments could establish a new agency for this purpose. [NEXT] One challenge for lowand middle-income countries is that their regulatory agencies are already under-resourced
and overwhelmed by pharmaceutical regulation.",AI in health - WHO_removed,AI in health - WHO_removed
20,AI in health - WHO_removed/5-provision-with-general-purpose-foundation-models-lmms/5-2-measures-that-governments-can-introduce-to-address-such-/sent_0010,sentence,2,5.2 	Measures that governments can introduce to address such risks and ethical principles that should be upheld,5 	Provision with general-purpose foundation models (LMMs) / 5.2 	Measures that governments can introduce to address such risks and ethical principles that should be upheld,"One challenge for lowand middle-income countries is that their regulatory agencies are already under-resourced
and overwhelmed by pharmaceutical regulation.","The approach should
consist of assessment and approval of AI technologies intended for use in health care or
medicine by a regulatory agency, such as a medical device or pharmaceutical agency,
although governments could establish a new agency for this purpose.","The government of at least one high-income country has agreed with the largest technology
companies that its foundation models will be assessed in a voluntary public evaluation, with
disclosure of outcomes to provide information to the public and researchers about the models
and to encourage the companies to correct any errors (146); however, a voluntary approach is
likely to be neither sufficient nor sustainable.","[PREV] The approach should
consist of assessment and approval of AI technologies intended for use in health care or
medicine by a regulatory agency, such as a medical device or pharmaceutical agency,
although governments could establish a new agency for this purpose. [TARGET] One challenge for lowand middle-income countries is that their regulatory agencies are already under-resourced
and overwhelmed by pharmaceutical regulation. [NEXT] The government of at least one high-income country has agreed with the largest technology
companies that its foundation models will be assessed in a voluntary public evaluation, with
disclosure of outcomes to provide information to the public and researchers about the models
and to encourage the companies to correct any errors (146); however, a voluntary approach is
likely to be neither sufficient nor sustainable.",AI in health - WHO_removed,AI in health - WHO_removed
21,AI in health - WHO_removed/5-provision-with-general-purpose-foundation-models-lmms/5-2-measures-that-governments-can-introduce-to-address-such-/sent_0011,sentence,2,5.2 	Measures that governments can introduce to address such risks and ethical principles that should be upheld,5 	Provision with general-purpose foundation models (LMMs) / 5.2 	Measures that governments can introduce to address such risks and ethical principles that should be upheld,"The government of at least one high-income country has agreed with the largest technology
companies that its foundation models will be assessed in a voluntary public evaluation, with
disclosure of outcomes to provide information to the public and researchers about the models
and to encourage the companies to correct any errors (146); however, a voluntary approach is
likely to be neither sufficient nor sustainable.","One challenge for lowand middle-income countries is that their regulatory agencies are already under-resourced
and overwhelmed by pharmaceutical regulation.","Evaluation of LMMs and applications should not address only the AI systems or algorithms
used in the health-care system, as there are also significant risks associated with the use of
LMMs and applications in a grey zone between clinical and ""wellness"" applications.","[PREV] One challenge for lowand middle-income countries is that their regulatory agencies are already under-resourced
and overwhelmed by pharmaceutical regulation. [TARGET] The government of at least one high-income country has agreed with the largest technology
companies that its foundation models will be assessed in a voluntary public evaluation, with
disclosure of outcomes to provide information to the public and researchers about the models
and to encourage the companies to correct any errors (146); however, a voluntary approach is
likely to be neither sufficient nor sustainable. [NEXT] Evaluation of LMMs and applications should not address only the AI systems or algorithms
used in the health-care system, as there are also significant risks associated with the use of
LMMs and applications in a grey zone between clinical and ""wellness"" applications.",AI in health - WHO_removed,AI in health - WHO_removed
22,AI in health - WHO_removed/5-provision-with-general-purpose-foundation-models-lmms/5-2-measures-that-governments-can-introduce-to-address-such-/sent_0012,sentence,2,5.2 	Measures that governments can introduce to address such risks and ethical principles that should be upheld,5 	Provision with general-purpose foundation models (LMMs) / 5.2 	Measures that governments can introduce to address such risks and ethical principles that should be upheld,"Evaluation of LMMs and applications should not address only the AI systems or algorithms
used in the health-care system, as there are also significant risks associated with the use of
LMMs and applications in a grey zone between clinical and ""wellness"" applications.","The government of at least one high-income country has agreed with the largest technology
companies that its foundation models will be assessed in a voluntary public evaluation, with
disclosure of outcomes to provide information to the public and researchers about the models
and to encourage the companies to correct any errors (146); however, a voluntary approach is
likely to be neither sufficient nor sustainable.",Given the,"[PREV] The government of at least one high-income country has agreed with the largest technology
companies that its foundation models will be assessed in a voluntary public evaluation, with
disclosure of outcomes to provide information to the public and researchers about the models
and to encourage the companies to correct any errors (146); however, a voluntary approach is
likely to be neither sufficient nor sustainable. [TARGET] Evaluation of LMMs and applications should not address only the AI systems or algorithms
used in the health-care system, as there are also significant risks associated with the use of
LMMs and applications in a grey zone between clinical and ""wellness"" applications. [NEXT] Given the",AI in health - WHO_removed,AI in health - WHO_removed
