k,span_id,score,tp,fp,precision,recall
15,Microsoft/index/fairness-goals/goal-f2-allocation-of-resources-and-opportunities/sent_0004,0.4224806201550388,15,0,1.0,0.2112676056338028
16,Microsoft/index/transparency-goals/goal-t1-system-intelligibility-for-decision-making/sent_0005,0.4167989417989418,16,0,1.0,0.22535211267605634
17,Microsoft/index/fairness-goals/goal-f3-minimization-of-stereotyping-demeaning-and-erasing-o/sent_0002,0.412037037037037,17,0,1.0,0.23943661971830985
18,Microsoft/index/reliability-safety-goals/goal-rs1-reliability-and-safety-guidance/sent_0001,0.40476190476190477,18,0,1.0,0.2535211267605634
19,Microsoft/index/accountability-goals/goal-a2-oversight-of-significant-adverse-impacts/sent_0001,0.396604938271605,19,0,1.0,0.2676056338028169
20,Microsoft/index/accountability-goals/goal-a1-impact-assessment/sent_0002,0.3939393939393939,20,0,1.0,0.28169014084507044
21,Microsoft/index/reliability-safety-goals/goal-rs1-reliability-and-safety-guidance/sent_0004,0.3925925925925926,21,0,1.0,0.29577464788732394
22,Microsoft/index/fairness-goals/goal-f1-quality-of-service/sent_0003,0.3868312757201646,22,0,1.0,0.30985915492957744
23,Microsoft/index/accountability-goals/goal-a3-fit-for-purpose/sent_0005,0.3819047619047619,23,0,1.0,0.323943661971831
24,Microsoft/index/reliability-safety-goals/goal-rs1-reliability-and-safety-guidance/sent_0002,0.380952380952381,24,0,1.0,0.3380281690140845
25,Microsoft/index/accountability-goals/goal-a4-data-governance-and-management/sent_0002,0.3740740740740741,25,0,1.0,0.352112676056338
26,Microsoft/index/transparency-goals/goal-t1-system-intelligibility-for-decision-making/sent_0006,0.3719806763285024,26,0,1.0,0.36619718309859156
27,Microsoft/index/transparency-goals/goal-t2-communication-to-stakeholders/sent_0003,0.3665317979043469,27,0,1.0,0.38028169014084506
28,Microsoft/index/reliability-safety-goals/goal-rs2-failures-and-remediations/sent_0001,0.3662551440329218,28,0,1.0,0.39436619718309857
29,Microsoft/index/accountability-goals/goal-a5-human-oversight-and-control/sent_0004,0.36213991769547327,29,0,1.0,0.4084507042253521
30,Microsoft/index/accountability-goals/goal-a3-fit-for-purpose/sent_0003,0.3611111111111111,30,0,1.0,0.4225352112676056
31,Microsoft/index/reliability-safety-goals/goal-rs3-ongoing-monitoring-feedback-and-evaluation/sent_0002,0.3536155202821869,31,0,1.0,0.43661971830985913
32,Microsoft/index/transparency-goals/goal-t3-disclosure-of-ai-interaction/sent_0004,0.35353535353535354,32,0,1.0,0.4507042253521127
33,Microsoft/index/accountability-goals/goal-a1-impact-assessment/sent_0003,0.3529411764705882,33,0,1.0,0.4647887323943662
34,Microsoft/index/reliability-safety-goals/goal-rs2-failures-and-remediations/sent_0003,0.35285285285285284,34,0,1.0,0.4788732394366197
35,Microsoft/index/fairness-goals/goal-f3-minimization-of-stereotyping-demeaning-and-erasing-o/sent_0004,0.3526570048309179,35,0,1.0,0.49295774647887325
36,Microsoft/index/fairness-goals/goal-f2-allocation-of-resources-and-opportunities/sent_0007,0.3516129032258064,36,0,1.0,0.5070422535211268
37,Microsoft/index/reliability-safety-goals/goal-rs3-ongoing-monitoring-feedback-and-evaluation/sent_0003,0.3398692810457516,37,0,1.0,0.5211267605633803
38,Microsoft/index/reliability-safety-goals/goal-rs3-ongoing-monitoring-feedback-and-evaluation/sent_0004,0.3335401157981803,38,0,1.0,0.5352112676056338
39,Microsoft/index/privacy-security-goals/goal-ps2-security-policy-compliance/sent_0001,0.3222222222222222,39,0,1.0,0.5492957746478874
40,Microsoft/index/accountability-goals/goal-a5-human-oversight-and-control/sent_0002,0.31746031746031744,40,0,1.0,0.5633802816901409
41,Microsoft/index/fairness-goals/goal-f1-quality-of-service/sent_0006,0.30246913580246915,41,0,1.0,0.5774647887323944
42,Microsoft/index/accountability-goals/goal-a2-oversight-of-significant-adverse-impacts/sent_0002,0.2930474333983106,42,0,1.0,0.5915492957746479
43,Microsoft/index/transparency-goals/goal-t1-system-intelligibility-for-decision-making/sent_0004,0.2777777777777778,43,0,1.0,0.6056338028169014
44,Microsoft/index/accountability-goals/goal-a3-fit-for-purpose/sent_0002,0.27222222222222225,44,0,1.0,0.6197183098591549
45,Microsoft/index/fairness-goals/goal-f2-allocation-of-resources-and-opportunities/sent_0003,0.26851851851851855,45,0,1.0,0.6338028169014085
46,Microsoft/index/transparency-goals/goal-t1-system-intelligibility-for-decision-making/sent_0002,0.26666666666666666,46,0,1.0,0.647887323943662
47,Microsoft/index/fairness-goals/goal-f2-allocation-of-resources-and-opportunities/sent_0001,0.2647058823529412,47,0,1.0,0.6619718309859155
48,Microsoft/index/accountability-goals/goal-a5-human-oversight-and-control/sent_0003,0.2622222222222222,48,0,1.0,0.676056338028169
49,Microsoft/index/reliability-safety-goals/goal-rs3-ongoing-monitoring-feedback-and-evaluation/sent_0005,0.2585227272727273,49,0,1.0,0.6901408450704225
50,Microsoft/index/fairness-goals/goal-f1-quality-of-service/sent_0007,0.25158084914182477,50,0,1.0,0.704225352112676
51,Microsoft/index/reliability-safety-goals/goal-rs2-failures-and-remediations/sent_0002,0.2505099302200751,51,0,1.0,0.7183098591549296
52,Microsoft/index/fairness-goals/goal-f1-quality-of-service/sent_0004,0.2438271604938272,52,0,1.0,0.7323943661971831
53,Microsoft/index/reliability-safety-goals/goal-rs1-reliability-and-safety-guidance/sent_0007,0.23786008230452677,53,0,1.0,0.7464788732394366
54,Microsoft/index/fairness-goals/goal-f1-quality-of-service/sent_0009,0.22499999999999998,54,0,1.0,0.7605633802816901
55,Microsoft/index/accountability-goals/goal-a4-data-governance-and-management/sent_0003,0.18253968253968253,55,0,1.0,0.7746478873239436
56,Microsoft/index/transparency-goals/goal-t3-disclosure-of-ai-interaction/sent_0002,0.1388888888888889,56,0,1.0,0.7887323943661971
57,Microsoft/index/accountability-goals/goal-a5-human-oversight-and-control/sent_0005,0.1111111111111111,57,0,1.0,0.8028169014084507
58,Microsoft/index/transparency-goals/goal-t1-system-intelligibility-for-decision-making/sent_0001,0.1111111111111111,58,0,1.0,0.8169014084507042
59,Microsoft/index/fairness-goals/goal-f1-quality-of-service/sent_0010,0.0,58,1,0.9830508474576272,0.8169014084507042
60,Microsoft/index/fairness-goals/goal-f1-quality-of-service/sent_0011,0.0,58,2,0.9666666666666667,0.8169014084507042
61,Microsoft/index/fairness-goals/goal-f1-quality-of-service/sent_0012,0.0,58,3,0.9508196721311475,0.8169014084507042
62,Microsoft/index/fairness-goals/goal-f2-allocation-of-resources-and-opportunities/sent_0008,0.0,59,3,0.9516129032258065,0.8309859154929577
63,Microsoft/index/fairness-goals/goal-f2-allocation-of-resources-and-opportunities/sent_0009,0.0,59,4,0.9365079365079365,0.8309859154929577
64,Microsoft/index/fairness-goals/goal-f2-allocation-of-resources-and-opportunities/sent_0010,0.0,59,5,0.921875,0.8309859154929577
65,Microsoft/index/fairness-goals/goal-f3-minimization-of-stereotyping-demeaning-and-erasing-o/sent_0006,0.0,60,5,0.9230769230769231,0.8450704225352113
66,Microsoft/index/reliability-safety-goals/goal-rs1-reliability-and-safety-guidance/sent_0008,0.0,60,6,0.9090909090909091,0.8450704225352113
