span_id,has_prediction,chosen_rule_id,macro_f1,test_correct,hazard_exact,scope.actor_exact,scope.domain_exact,scope.context_exact,conditions_exact,exceptions_exact,requirements_exact,evidence_exact,evidence_signals_exact,hazard_f1,scope.actor_f1,scope.domain_f1,scope.context_f1,conditions_f1,exceptions_f1,requirements_f1,evidence_f1,evidence_signals_f1
Microsoft/index/transparency-goals/goal-t3-disclosure-of-ai-interaction/sent_0004,True,spans-passthrough-candidates/sent_0004-9782c255,0.2469135802469136,False,False,False,False,False,True,True,False,False,False,0.0,0.0,0.0,0.0,1.0,1.0,0.222,0.0,0.0
Microsoft/index/fairness-goals/goal-f1-quality-of-service/sent_0001,True,spans-passthrough-candidates/sent_0001-405732fd,0.3037037037037037,False,False,False,False,False,False,True,False,True,False,0.333,0.0,0.0,0.0,0.0,1.0,0.4,1.0,0.0
Microsoft/index/fairness-goals/goal-f1-quality-of-service/sent_0002,True,spans-passthrough-candidates/sent_0002-02bcc62a,0.1794871794871795,False,False,False,False,False,False,True,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.615,0.0,0.0
Microsoft/index/fairness-goals/goal-f1-quality-of-service/sent_0003,True,spans-passthrough-candidates/sent_0003-84804661,0.3859649122807018,False,False,True,False,False,True,True,False,False,False,0.0,1.0,0.0,0.0,1.0,1.0,0.474,0.0,0.0
Microsoft/index/fairness-goals/goal-f1-quality-of-service/sent_0004,True,spans-passthrough-candidates/sent_0004-56deb8f0,0.20833333333333334,False,False,False,False,False,False,True,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.875,0.0,0.0
Microsoft/index/fairness-goals/goal-f1-quality-of-service/sent_0006,True,spans-passthrough-candidates/sent_0006-16a88479,0.28654970760233917,False,False,True,False,False,False,True,False,False,False,0.0,1.0,0.0,0.0,0.0,1.0,0.579,0.0,0.0
Microsoft/index/fairness-goals/goal-f1-quality-of-service/sent_0007,True,spans-passthrough-candidates/sent_0007-52324091,0.37142857142857144,False,False,True,False,False,True,True,False,False,False,0.143,1.0,0.0,0.0,1.0,1.0,0.2,0.0,0.0
Microsoft/index/fairness-goals/goal-f1-quality-of-service/sent_0008,True,spans-passthrough-candidates/sent_0008-156b66af,0.4502923976608187,False,False,True,False,False,True,True,False,True,False,0.0,1.0,0.0,0.0,1.0,1.0,0.053,1.0,0.0
Microsoft/index/fairness-goals/goal-f1-quality-of-service/sent_0009,True,spans-passthrough-candidates/sent_0009-11f25bcb,0.22649572649572647,False,False,True,False,False,False,True,False,False,False,0.0,1.0,0.0,0.0,0.0,1.0,0.038,0.0,0.0
Microsoft/index/fairness-goals/goal-f2-allocation-of-resources-and-opportunities/sent_0001,True,spans-passthrough-candidates/sent_0001-e68c38cf,0.26570048309178745,False,False,False,False,False,False,True,False,True,False,0.0,0.0,0.0,0.0,0.0,1.0,0.391,1.0,0.0
Microsoft/index/fairness-goals/goal-f2-allocation-of-resources-and-opportunities/sent_0002,True,spans-passthrough-candidates/sent_0002-9f5efe83,0.35,False,False,False,False,False,True,True,True,False,False,0.25,0.0,0.0,0.0,1.0,1.0,0.9,0.0,0.0
Microsoft/index/fairness-goals/goal-f2-allocation-of-resources-and-opportunities/sent_0003,True,spans-passthrough-candidates/sent_0003-a538f9fa,0.2638888888888889,False,False,True,False,False,False,True,False,False,False,0.0,1.0,0.0,0.0,0.0,1.0,0.375,0.0,0.0
Microsoft/index/fairness-goals/goal-f2-allocation-of-resources-and-opportunities/sent_0004,True,spans-passthrough-candidates/sent_0004-9b355b23,0.3115942028985507,False,False,False,False,False,False,True,False,True,False,0.5,0.0,0.0,0.0,0.0,1.0,0.304,1.0,0.0
Microsoft/index/fairness-goals/goal-f2-allocation-of-resources-and-opportunities/sent_0005,True,spans-passthrough-candidates/sent_0005-a6470a82,0.4271604938271605,False,False,True,False,False,True,True,False,False,False,0.4,1.0,0.0,0.0,1.0,1.0,0.444,0.0,0.0
Microsoft/index/fairness-goals/goal-f2-allocation-of-resources-and-opportunities/sent_0006,True,spans-passthrough-candidates/sent_0006-cfd4d6e5,0.5128205128205128,False,False,True,False,False,False,True,True,True,True,0.0,1.0,0.0,0.0,0.0,1.0,0.615,1.0,1.0
Microsoft/index/fairness-goals/goal-f2-allocation-of-resources-and-opportunities/sent_0007,True,spans-passthrough-candidates/sent_0007-98c5ed54,0.48383838383838385,False,False,True,False,True,True,True,False,False,False,0.0,1.0,0.0,1.0,0.9,1.0,0.455,0.0,0.0
Microsoft/index/fairness-goals/goal-f3-minimization-of-stereotyping-demeaning-and-erasing-o/sent_0001,True,spans-passthrough-candidates/sent_0001-68340a7a,0.42407407407407405,False,False,True,False,False,False,True,True,True,False,0.167,1.0,0.0,0.0,0.0,1.0,0.65,1.0,0.0
Microsoft/index/fairness-goals/goal-f3-minimization-of-stereotyping-demeaning-and-erasing-o/sent_0002,True,spans-passthrough-candidates/sent_0002-b62afe8e,0.44814814814814813,False,False,True,False,False,True,True,True,False,False,0.333,1.0,0.0,0.0,1.0,1.0,0.7,0.0,0.0
Microsoft/index/fairness-goals/goal-f3-minimization-of-stereotyping-demeaning-and-erasing-o/sent_0003,True,spans-passthrough-candidates/sent_0003-42d7bd75,0.4195906432748538,False,False,True,False,False,False,True,False,True,False,0.25,1.0,0.0,0.0,0.0,1.0,0.526,1.0,0.0
Microsoft/index/fairness-goals/goal-f3-minimization-of-stereotyping-demeaning-and-erasing-o/sent_0004,True,spans-passthrough-candidates/sent_0004-d52edc79,0.4740740740740741,False,False,True,False,False,True,True,False,True,False,0.0,1.0,0.0,0.0,1.0,1.0,0.267,1.0,0.0
Microsoft/index/fairness-goals/goal-f3-minimization-of-stereotyping-demeaning-and-erasing-o/sent_0005,True,spans-passthrough-candidates/sent_0005-2af8466a,0.40476190476190477,False,False,True,False,False,False,True,False,True,False,0.143,1.0,0.0,0.0,0.0,1.0,0.5,1.0,0.0
Microsoft/index/reliability-safety-goals/goal-rs1-reliability-and-safety-guidance/sent_0001,True,spans-passthrough-candidates/sent_0001-59c99b4f,0.4517704517704517,False,False,True,False,False,False,True,True,True,False,0.143,1.0,0.0,0.0,0.0,1.0,0.923,1.0,0.0
Microsoft/index/reliability-safety-goals/goal-rs1-reliability-and-safety-guidance/sent_0002,True,spans-passthrough-candidates/sent_0002-beeb289f,0.20779220779220778,False,False,False,False,False,False,True,True,False,False,0.143,0.0,0.0,0.0,0.0,1.0,0.727,0.0,0.0
Microsoft/index/reliability-safety-goals/goal-rs1-reliability-and-safety-guidance/sent_0003,True,spans-passthrough-candidates/sent_0003-0b558e93,0.3796296296296296,False,True,True,False,False,False,True,True,False,False,0.75,1.0,0.0,0.0,0.0,1.0,0.667,0.0,0.0
Microsoft/index/reliability-safety-goals/goal-rs1-reliability-and-safety-guidance/sent_0004,True,spans-passthrough-candidates/sent_0004-8fda8d10,0.2957264957264958,False,False,True,False,False,False,True,False,False,False,0.2,1.0,0.0,0.0,0.0,1.0,0.462,0.0,0.0
Microsoft/index/reliability-safety-goals/goal-rs1-reliability-and-safety-guidance/sent_0005,True,spans-passthrough-candidates/sent_0005-69127479,0.3952991452991453,False,False,False,False,False,True,True,False,True,False,0.25,0.0,0.0,0.0,1.0,1.0,0.308,1.0,0.0
Microsoft/index/reliability-safety-goals/goal-rs1-reliability-and-safety-guidance/sent_0006,True,spans-passthrough-candidates/sent_0006-e6c9ccf4,0.39869281045751637,False,False,True,False,False,False,True,False,True,False,0.0,1.0,0.0,0.0,0.0,1.0,0.588,1.0,0.0
Microsoft/index/reliability-safety-goals/goal-rs1-reliability-and-safety-guidance/sent_0007,True,spans-passthrough-candidates/sent_0007-8cef9314,0.23580246913580247,False,False,False,False,False,False,True,False,True,False,0.0,0.0,0.0,0.0,0.067,1.0,0.056,1.0,0.0
Microsoft/index/reliability-safety-goals/goal-rs2-failures-and-remediations/sent_0001,True,spans-passthrough-candidates/sent_0001-ef840961,0.43874643874643876,False,False,True,False,False,True,True,True,False,False,0.333,1.0,0.0,0.0,1.0,1.0,0.615,0.0,0.0
Microsoft/index/reliability-safety-goals/goal-rs2-failures-and-remediations/sent_0002,True,spans-passthrough-candidates/sent_0002-c0362fd3,0.12280701754385964,False,False,False,False,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.105,0.0,0.0
Microsoft/index/reliability-safety-goals/goal-rs2-failures-and-remediations/sent_0003,True,spans-passthrough-candidates/sent_0003-116ed449,0.37445887445887444,False,False,True,False,False,True,True,False,False,False,0.143,1.0,0.0,0.0,1.0,1.0,0.227,0.0,0.0
Microsoft/index/reliability-safety-goals/goal-rs2-failures-and-remediations/sent_0004,True,spans-passthrough-candidates/sent_0004-12479436,0.49876543209876545,False,True,True,False,False,False,True,True,True,False,0.6,1.0,0.0,0.0,0.0,1.0,0.889,1.0,0.0
Microsoft/index/reliability-safety-goals/goal-rs3-ongoing-monitoring-feedback-and-evaluation/sent_0001,True,spans-passthrough-candidates/sent_0001-591548ac,0.3924162257495591,False,False,True,False,False,True,True,False,False,False,0.143,1.0,0.0,0.0,1.0,1.0,0.389,0.0,0.0
Microsoft/index/reliability-safety-goals/goal-rs3-ongoing-monitoring-feedback-and-evaluation/sent_0002,True,spans-passthrough-candidates/sent_0002-da6eae45,0.3644179894179895,False,False,False,False,False,False,True,False,True,False,0.125,0.0,0.0,0.0,0.583,1.0,0.571,1.0,0.0
Microsoft/index/reliability-safety-goals/goal-rs3-ongoing-monitoring-feedback-and-evaluation/sent_0003,True,spans-passthrough-candidates/sent_0003-2181ed86,0.39814814814814814,False,False,True,False,False,True,True,True,False,False,0.0,1.0,0.0,0.0,0.833,1.0,0.75,0.0,0.0
Microsoft/index/reliability-safety-goals/goal-rs3-ongoing-monitoring-feedback-and-evaluation/sent_0004,True,spans-passthrough-candidates/sent_0004-2433db7f,0.16402116402116404,False,False,False,False,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.476,0.0,0.0
Microsoft/index/reliability-safety-goals/goal-rs3-ongoing-monitoring-feedback-and-evaluation/sent_0005,True,spans-passthrough-candidates/sent_0005-6bd8e4f0,0.26842499064721287,False,False,True,False,False,False,True,False,False,False,0.0,1.0,0.0,0.0,0.37,1.0,0.045,0.0,0.0
Microsoft/index/reliability-safety-goals/goal-rs3-ongoing-monitoring-feedback-and-evaluation/sent_0006,True,spans-passthrough-candidates/sent_0006-63d6063a,0.4351851851851852,False,False,True,False,False,False,True,True,True,False,0.0,1.0,0.0,0.0,0.0,1.0,0.917,1.0,0.0
Microsoft/index/privacy-security-goals/goal-ps2-security-policy-compliance/sent_0001,True,spans-passthrough-candidates/sent_0001-d78c2b84,0.3222222222222222,False,False,False,False,False,True,True,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,0.9,0.0,0.0
Microsoft/index/inclusiveness-goal/goal-i1-accessibility-standards-compliance/sent_0001,True,spans-passthrough-candidates/sent_0001-c43f6bad,0.5277777777777778,False,False,True,False,False,True,True,True,True,False,0.0,1.0,0.0,0.0,1.0,1.0,0.75,1.0,0.0
