k,span_id,score,tp,fp,precision,recall
25,Microsoft/index/transparency-goals/goal-t3-disclosure-of-ai-interaction/sent_0003,0.432712215320911,25,0,1.0,0.352112676056338
26,Microsoft/index/accountability-goals/goal-a3-fit-for-purpose/sent_0005,0.42991452991452994,26,0,1.0,0.36619718309859156
27,Microsoft/index/accountability-goals/goal-a3-fit-for-purpose/sent_0004,0.42297369833601717,27,0,1.0,0.38028169014084506
28,Microsoft/index/accountability-goals/goal-a4-data-governance-and-management/sent_0003,0.41792929292929293,28,0,1.0,0.39436619718309857
29,Microsoft/index/accountability-goals/goal-a5-human-oversight-and-control/sent_0003,0.4126984126984127,29,0,1.0,0.4084507042253521
30,Microsoft/index/inclusiveness-goal/goal-i1-accessibility-standards-compliance/sent_0001,0.40655270655270653,30,0,1.0,0.4225352112676056
31,Microsoft/index/reliability-safety-goals/goal-rs3-ongoing-monitoring-feedback-and-evaluation/sent_0001,0.4027777777777778,31,0,1.0,0.43661971830985913
32,Microsoft/index/transparency-goals/goal-t1-system-intelligibility-for-decision-making/sent_0005,0.39913019079685746,32,0,1.0,0.4507042253521127
33,Microsoft/index/fairness-goals/goal-f1-quality-of-service/sent_0003,0.3862433862433863,33,0,1.0,0.4647887323943662
34,Microsoft/index/accountability-goals/goal-a1-impact-assessment/sent_0003,0.38461538461538464,34,0,1.0,0.4788732394366197
35,Microsoft/index/accountability-goals/goal-a3-fit-for-purpose/sent_0003,0.3838383838383838,35,0,1.0,0.49295774647887325
36,Microsoft/index/accountability-goals/goal-a5-human-oversight-and-control/sent_0001,0.3817663817663818,36,0,1.0,0.5070422535211268
37,Microsoft/index/fairness-goals/goal-f3-minimization-of-stereotyping-demeaning-and-erasing-o/sent_0002,0.3804347826086956,37,0,1.0,0.5211267605633803
38,Microsoft/index/reliability-safety-goals/goal-rs2-failures-and-remediations/sent_0002,0.3779677113010447,38,0,1.0,0.5352112676056338
39,Microsoft/index/fairness-goals/goal-f2-allocation-of-resources-and-opportunities/sent_0005,0.37606837606837606,39,0,1.0,0.5492957746478874
40,Microsoft/index/accountability-goals/goal-a5-human-oversight-and-control/sent_0002,0.37571225071225073,40,0,1.0,0.5633802816901409
41,Microsoft/index/accountability-goals/goal-a4-data-governance-and-management/sent_0001,0.3752723311546841,41,0,1.0,0.5774647887323944
42,Microsoft/index/reliability-safety-goals/goal-rs3-ongoing-monitoring-feedback-and-evaluation/sent_0002,0.37423687423687424,42,0,1.0,0.5915492957746479
43,Microsoft/index/fairness-goals/goal-f3-minimization-of-stereotyping-demeaning-and-erasing-o/sent_0001,0.3682539682539683,43,0,1.0,0.6056338028169014
44,Microsoft/index/transparency-goals/goal-t3-disclosure-of-ai-interaction/sent_0002,0.36587301587301585,44,0,1.0,0.6197183098591549
45,Microsoft/index/transparency-goals/goal-t1-system-intelligibility-for-decision-making/sent_0002,0.36333333333333334,45,0,1.0,0.6338028169014085
46,Microsoft/index/fairness-goals/goal-f2-allocation-of-resources-and-opportunities/sent_0003,0.36217948717948717,46,0,1.0,0.647887323943662
47,Microsoft/index/accountability-goals/goal-a1-impact-assessment/sent_0002,0.35792094615624026,47,0,1.0,0.6619718309859155
48,Microsoft/index/reliability-safety-goals/goal-rs2-failures-and-remediations/sent_0003,0.35365079365079366,48,0,1.0,0.676056338028169
49,Microsoft/index/fairness-goals/goal-f2-allocation-of-resources-and-opportunities/sent_0002,0.34090909090909094,49,0,1.0,0.6901408450704225
50,Microsoft/index/fairness-goals/goal-f1-quality-of-service/sent_0006,0.33394607843137253,50,0,1.0,0.704225352112676
51,Microsoft/index/transparency-goals/goal-t3-disclosure-of-ai-interaction/sent_0001,0.3333333333333333,51,0,1.0,0.7183098591549296
52,Microsoft/index/fairness-goals/goal-f1-quality-of-service/sent_0001,0.3102360602360602,52,0,1.0,0.7323943661971831
53,Microsoft/index/fairness-goals/goal-f1-quality-of-service/sent_0002,0.30864197530864196,53,0,1.0,0.7464788732394366
54,Microsoft/index/fairness-goals/goal-f1-quality-of-service/sent_0004,0.30864197530864196,54,0,1.0,0.7605633802816901
55,Microsoft/index/accountability-goals/goal-a5-human-oversight-and-control/sent_0004,0.29594017094017094,55,0,1.0,0.7746478873239436
56,Microsoft/index/fairness-goals/goal-f2-allocation-of-resources-and-opportunities/sent_0001,0.28260869565217395,56,0,1.0,0.7887323943661971
57,Microsoft/index/accountability-goals/goal-a3-fit-for-purpose/sent_0002,0.23953823953823955,57,0,1.0,0.8028169014084507
58,Microsoft/index/reliability-safety-goals/goal-rs1-reliability-and-safety-guidance/sent_0005,0.23391812865497075,58,0,1.0,0.8169014084507042
59,Microsoft/index/accountability-goals/goal-a5-human-oversight-and-control/sent_0005,0.2222222222222222,59,0,1.0,0.8309859154929577
60,Microsoft/index/reliability-safety-goals/goal-rs3-ongoing-monitoring-feedback-and-evaluation/sent_0004,0.19861111111111113,60,0,1.0,0.8450704225352113
61,Microsoft/index/transparency-goals/goal-t1-system-intelligibility-for-decision-making/sent_0004,0.18518518518518517,61,0,1.0,0.8591549295774648
62,Microsoft/index/reliability-safety-goals/goal-rs1-reliability-and-safety-guidance/sent_0007,0.12332112332112333,62,0,1.0,0.8732394366197183
63,Microsoft/index/transparency-goals/goal-t1-system-intelligibility-for-decision-making/sent_0001,0.1111111111111111,63,0,1.0,0.8873239436619719
64,Microsoft/index/fairness-goals/goal-f1-quality-of-service/sent_0005,0.0,63,1,0.984375,0.8873239436619719
65,Microsoft/index/reliability-and-safety-guidance/sent_0002,0.0,64,1,0.9846153846153847,0.9014084507042254
66,Microsoft/index/reliability-safety-guidance/sent_0003,0.0,65,1,0.9848484848484849,0.9154929577464789
67,Microsoft/index/reliability-and-safety-guidance/goal-rs1-reliability-and-safety-guidance/sent_0004,0.0,66,1,0.9850746268656716,0.9295774647887324
68,Microsoft/index/reliability-and-safety-guidance/goal-rs1-reliability-and-safety-guidance/sent_0006,0.0,67,1,0.9852941176470589,0.9436619718309859
