span_id,has_prediction,chosen_rule_id,macro_f1,test_correct,hazard_exact,scope.actor_exact,scope.domain_exact,scope.context_exact,conditions_exact,exceptions_exact,requirements_exact,evidence_exact,evidence_signals_exact,hazard_f1,scope.actor_f1,scope.domain_f1,scope.context_f1,conditions_f1,exceptions_f1,requirements_f1,evidence_f1,evidence_signals_f1
HIPAA_removed/subpart-e-privacy-of-individually-identifiable-health-inform/164-502-uses-and-disclosures-of-protected-health-information/sent_0016,False,,0.0,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HIPAA_removed/subpart-e-privacy-of-individually-identifiable-health-inform/164-502-uses-and-disclosures-of-protected-health-information/sent_0017,True,spans-passthrough-candidates/sent_0017-03b28e49,0.4209150326797386,True,False,True,False,False,False,True,False,False,False,0.167,1.0,0.0,0.0,0.2,1.0,0.588,0.5,0.333
HIPAA_removed/subpart-e-privacy-of-individually-identifiable-health-inform/164-502-uses-and-disclosures-of-protected-health-information/sent_0018,True,spans-passthrough-candidates/sent_0018-406e5f1b,0.3700617283950617,True,False,False,False,False,False,True,True,True,False,0.167,0.0,0.0,0.0,0.0,0.875,0.889,1.0,0.4
HIPAA_removed/subpart-e-privacy-of-individually-identifiable-health-inform/164-502-uses-and-disclosures-of-protected-health-information/sent_0019,True,spans-passthrough-candidates/sent_0019-b360c314,0.2085877085877086,True,False,False,False,False,False,False,False,True,False,0.0,0.0,0.0,0.0,0.167,0.0,0.282,1.0,0.429
HIPAA_removed/subpart-e-privacy-of-individually-identifiable-health-inform/164-502-uses-and-disclosures-of-protected-health-information/sent_0020,True,spans-passthrough-candidates/sent_0020-65750ce1,0.272897897897898,True,False,False,False,False,False,True,False,True,False,0.125,0.0,0.0,0.0,0.05,1.0,0.081,1.0,0.2
HIPAA_removed/subpart-e-privacy-of-individually-identifiable-health-inform/164-502-uses-and-disclosures-of-protected-health-information/sent_0021,False,,0.0,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HIPAA_removed/subpart-e-privacy-of-individually-identifiable-health-inform/164-502-uses-and-disclosures-of-protected-health-information/sent_0022,True,spans-passthrough-candidates/sent_0022-ad858b24,0.39285714285714285,True,False,True,False,False,False,True,False,True,False,0.0,1.0,0.0,0.0,0.0,1.0,0.036,1.0,0.5
HIPAA_removed/subpart-e-privacy-of-individually-identifiable-health-inform/164-502-uses-and-disclosures-of-protected-health-information/sent_0023,True,spans-passthrough-candidates/sent_0023-770983bc,0.34656084656084657,True,False,False,False,False,True,True,True,False,False,0.143,0.0,0.0,0.0,0.833,1.0,0.643,0.0,0.5
HIPAA_removed/subpart-e-privacy-of-individually-identifiable-health-inform/164-504-uses-and-disclosures-organizational-requirements/sent_0003,False,,0.0,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HIPAA_removed/subpart-e-privacy-of-individually-identifiable-health-inform/164-504-uses-and-disclosures-organizational-requirements/sent_0004,True,spans-passthrough-candidates/sent_0004-551668ee,0.4083996463306808,True,True,True,False,False,False,False,False,True,False,0.6,1.0,0.0,0.0,0.231,0.0,0.345,1.0,0.5
HIPAA_removed/subpart-e-privacy-of-individually-identifiable-health-inform/164-504-uses-and-disclosures-organizational-requirements/sent_0005,True,spans-passthrough-candidates/sent_0005-08d296b3,0.4678451178451179,True,False,True,False,False,False,True,True,True,False,0.083,1.0,0.0,0.0,0.0,1.0,0.727,1.0,0.4
HIPAA_removed/subpart-e-privacy-of-individually-identifiable-health-inform/164-504-uses-and-disclosures-organizational-requirements/sent_0007,True,spans-passthrough-candidates/sent_0007-6f1df103,0.34814814814814815,True,False,True,False,False,False,True,False,False,False,0.0,1.0,0.0,0.0,0.3,1.0,0.5,0.0,0.333
HIPAA_removed/subpart-e-privacy-of-individually-identifiable-health-inform/164-504-uses-and-disclosures-organizational-requirements/sent_0008,True,spans-passthrough-candidates/sent_0008-0de477d0,0.24814814814814815,True,True,False,False,False,False,True,False,False,False,0.75,0.0,0.0,0.0,0.167,1.0,0.067,0.0,0.25
HIPAA_removed/subpart-e-privacy-of-individually-identifiable-health-inform/164-504-uses-and-disclosures-organizational-requirements/sent_0010,False,,0.0,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HIPAA_removed/subpart-e-privacy-of-individually-identifiable-health-inform/164-504-uses-and-disclosures-organizational-requirements/sent_0011,True,spans-passthrough-candidates/sent_0011-3873077e,0.4444444444444444,True,False,True,False,False,True,True,True,False,False,0.0,1.0,0.0,0.0,0.75,1.0,0.75,0.0,0.5
HIPAA_removed/subpart-e-privacy-of-individually-identifiable-health-inform/164-504-uses-and-disclosures-organizational-requirements/sent_0012,True,spans-passthrough-candidates/sent_0012-28da988c,0.526984126984127,True,False,True,False,False,True,True,False,True,False,0.143,1.0,0.0,0.0,1.0,1.0,0.1,1.0,0.5
HIPAA_removed/subpart-e-privacy-of-individually-identifiable-health-inform/164-504-uses-and-disclosures-organizational-requirements/sent_0013,True,spans-passthrough-candidates/sent_0013-5c26764b,0.34398148148148144,True,False,True,False,False,False,True,False,False,False,0.333,1.0,0.0,0.0,0.0,1.0,0.562,0.0,0.2
HIPAA_removed/subpart-e-privacy-of-individually-identifiable-health-inform/164-508-uses-and-disclosures-for-which-an-authorization-is-r/sent_0002,True,spans-passthrough-candidates/sent_0002-0ff8014d,0.3161220043572985,True,False,False,False,False,False,True,True,False,False,0.333,0.0,0.0,0.0,0.412,1.0,0.6,0.0,0.5
HIPAA_removed/subpart-e-privacy-of-individually-identifiable-health-inform/164-508-uses-and-disclosures-for-which-an-authorization-is-r/sent_0004,True,spans-passthrough-candidates/sent_0004-69da010a,0.32022792022792024,True,True,False,False,False,False,True,True,False,False,1.0,0.0,0.0,0.0,0.333,0.6,0.615,0.0,0.333
HIPAA_removed/subpart-e-privacy-of-individually-identifiable-health-inform/164-508-uses-and-disclosures-for-which-an-authorization-is-r/sent_0005,True,spans-passthrough-candidates/sent_0005-5772691c,0.27324527324527326,True,False,False,False,False,False,False,True,False,False,0.333,0.0,0.0,0.0,0.0,0.308,0.818,0.5,0.5
HIPAA_removed/subpart-e-privacy-of-individually-identifiable-health-inform/164-508-uses-and-disclosures-for-which-an-authorization-is-r/sent_0006,True,spans-passthrough-candidates/sent_0006-3b6e7bb2,0.28086419753086417,True,False,False,False,False,False,True,False,False,False,0.111,0.0,0.0,0.0,0.25,1.0,0.333,0.5,0.333
HIPAA_removed/subpart-e-privacy-of-individually-identifiable-health-inform/164-508-uses-and-disclosures-for-which-an-authorization-is-r/sent_0009,True,spans-passthrough-candidates/sent_0009-04ed85f9,0.2554112554112554,True,False,False,False,False,False,False,False,True,False,0.0,0.0,0.0,0.0,0.071,0.273,0.455,1.0,0.5
HIPAA_removed/subpart-e-privacy-of-individually-identifiable-health-inform/164-508-uses-and-disclosures-for-which-an-authorization-is-r/sent_0010,True,spans-passthrough-candidates/sent_0010-e39acc72,0.39814814814814814,True,True,False,False,False,True,True,False,False,False,1.0,0.0,0.0,0.0,0.833,1.0,0.5,0.0,0.25
HIPAA_removed/subpart-e-privacy-of-individually-identifiable-health-inform/164-508-uses-and-disclosures-for-which-an-authorization-is-r/sent_0011,True,spans-passthrough-candidates/sent_0011-a136f19e,0.4821909571909572,True,False,True,False,False,False,True,True,True,False,0.091,1.0,0.0,0.0,0.375,0.607,0.867,1.0,0.4
HIPAA_removed/subpart-e-privacy-of-individually-identifiable-health-inform/164-508-uses-and-disclosures-for-which-an-authorization-is-r/sent_0012,False,,0.0,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HIPAA_removed/subpart-e-privacy-of-individually-identifiable-health-inform/164-508-uses-and-disclosures-for-which-an-authorization-is-r/sent_0013,True,spans-passthrough-candidates/sent_0013-2d890537,0.2826086956521739,True,False,False,False,False,False,True,False,False,True,0.5,0.0,0.0,0.0,0.0,1.0,0.043,0.333,0.667
HIPAA_removed/subpart-e-privacy-of-individually-identifiable-health-inform/164-508-uses-and-disclosures-for-which-an-authorization-is-r/sent_0014,True,spans-passthrough-candidates/sent_0014-b69f908c,0.1901709401709402,True,False,False,False,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.462,0.0,0.25
HIPAA_removed/subpart-e-privacy-of-individually-identifiable-health-inform/164-508-uses-and-disclosures-for-which-an-authorization-is-r/sent_0015,True,spans-passthrough-candidates/sent_0015-fb77aa0e,0.5949074074074074,True,False,True,False,True,True,True,True,False,True,0.0,1.0,0.0,1.0,1.0,1.0,0.688,0.0,0.667
HIPAA_removed/subpart-e-privacy-of-individually-identifiable-health-inform/164-508-uses-and-disclosures-for-which-an-authorization-is-r/sent_0016,True,spans-passthrough-candidates/sent_0016-956863bf,0.4037037037037037,True,False,True,False,False,False,True,False,False,True,0.0,1.0,0.0,0.0,0.0,1.0,0.467,0.5,0.667
HIPAA_removed/subpart-e-privacy-of-individually-identifiable-health-inform/164-509-uses-and-disclosures-for-which-an-attestation-is-req/sent_0001,True,spans-passthrough-candidates/sent_0001-2a55d4f1,0.20206971677559912,True,False,False,False,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.083,1.0,0.235,0.0,0.5
HIPAA_removed/subpart-e-privacy-of-individually-identifiable-health-inform/164-509-uses-and-disclosures-for-which-an-attestation-is-req/sent_0002,True,spans-passthrough-candidates/sent_0002-b0f98b13,0.3796296296296296,True,False,False,False,False,False,True,False,True,True,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.667,0.75
HIPAA_removed/subpart-e-privacy-of-individually-identifiable-health-inform/164-509-uses-and-disclosures-for-which-an-attestation-is-req/sent_0003,True,spans-passthrough-candidates/sent_0003-91c60794,0.38410829307568434,True,False,True,False,False,False,True,False,False,False,0.333,1.0,0.0,0.0,0.406,1.0,0.217,0.0,0.5
HIPAA_removed/subpart-e-privacy-of-individually-identifiable-health-inform/164-509-uses-and-disclosures-for-which-an-attestation-is-req/sent_0004,True,spans-passthrough-candidates/sent_0004-0a608ea0,0.30116959064327486,True,False,True,False,False,False,True,False,False,False,0.167,1.0,0.0,0.0,0.0,1.0,0.211,0.0,0.333
