k,span_id,score,tp,fp,precision,recall
21,Microsoft/index/reliability-safety-goals/goal-rs3-ongoing-monitoring-feedback-and-evaluation/sent_0005,0.46820987654320984,21,0,1.0,0.29577464788732394
22,Microsoft/index/accountability-goals/goal-a4-data-governance-and-management/sent_0002,0.45566778900112237,22,0,1.0,0.30985915492957744
23,Microsoft/index/reliability-safety-goals/goal-rs2-failures-and-remediations/sent_0001,0.443609022556391,23,0,1.0,0.323943661971831
24,Microsoft/index/fairness-goals/goal-f1-quality-of-service/sent_0004,0.4419753086419753,24,0,1.0,0.3380281690140845
25,Microsoft/index/reliability-safety-goals/goal-rs3-ongoing-monitoring-feedback-and-evaluation/sent_0001,0.4382716049382716,25,0,1.0,0.352112676056338
26,Microsoft/index/accountability-goals/goal-a3-fit-for-purpose/sent_0005,0.42991452991452994,26,0,1.0,0.36619718309859156
27,Microsoft/index/transparency-goals/goal-t1-system-intelligibility-for-decision-making/sent_0003,0.4222222222222222,27,0,1.0,0.38028169014084506
28,Microsoft/index/accountability-goals/goal-a5-human-oversight-and-control/sent_0001,0.42205942205942204,28,0,1.0,0.39436619718309857
29,Microsoft/index/fairness-goals/goal-f2-allocation-of-resources-and-opportunities/sent_0005,0.41414141414141414,29,0,1.0,0.4084507042253521
30,Microsoft/index/accountability-goals/goal-a5-human-oversight-and-control/sent_0004,0.41203703703703703,30,0,1.0,0.4225352112676056
31,Microsoft/index/fairness-goals/goal-f1-quality-of-service/sent_0007,0.4021164021164021,31,0,1.0,0.43661971830985913
32,Microsoft/index/fairness-goals/goal-f2-allocation-of-resources-and-opportunities/sent_0001,0.40096618357487923,32,0,1.0,0.4507042253521127
33,Microsoft/index/accountability-goals/goal-a1-impact-assessment/sent_0001,0.39814814814814814,33,0,1.0,0.4647887323943662
34,Microsoft/index/accountability-goals/goal-a5-human-oversight-and-control/sent_0003,0.3950617283950617,34,0,1.0,0.4788732394366197
35,Microsoft/index/fairness-goals/goal-f3-minimization-of-stereotyping-demeaning-and-erasing-o/sent_0005,0.3888888888888889,35,0,1.0,0.49295774647887325
36,Microsoft/index/inclusiveness-goal/goal-i1-accessibility-standards-compliance/sent_0001,0.38803418803418804,36,0,1.0,0.5070422535211268
37,Microsoft/index/accountability-goals/goal-a4-data-governance-and-management/sent_0001,0.3848946986201888,37,0,1.0,0.5211267605633803
38,Microsoft/index/reliability-safety-goals/goal-rs1-reliability-and-safety-guidance/sent_0005,0.3827160493827161,38,0,1.0,0.5352112676056338
39,Microsoft/index/accountability-goals/goal-a2-oversight-of-significant-adverse-impacts/sent_0002,0.38139329805996475,39,0,1.0,0.5492957746478874
40,Microsoft/index/reliability-safety-goals/goal-rs3-ongoing-monitoring-feedback-and-evaluation/sent_0003,0.37321937321937315,40,0,1.0,0.5633802816901409
41,Microsoft/index/transparency-goals/goal-t2-communication-to-stakeholders/sent_0003,0.37182280319535216,41,0,1.0,0.5774647887323944
42,Microsoft/index/fairness-goals/goal-f3-minimization-of-stereotyping-demeaning-and-erasing-o/sent_0004,0.37037037037037035,42,0,1.0,0.5915492957746479
43,Microsoft/index/reliability-safety-goals/goal-rs3-ongoing-monitoring-feedback-and-evaluation/sent_0002,0.3643162393162393,43,0,1.0,0.6056338028169014
44,Microsoft/index/accountability-goals/goal-a1-impact-assessment/sent_0002,0.36419753086419754,44,0,1.0,0.6197183098591549
45,Microsoft/index/reliability-safety-goals/goal-rs2-failures-and-remediations/sent_0003,0.35519713261648744,45,0,1.0,0.6338028169014085
46,Microsoft/index/accountability-goals/goal-a3-fit-for-purpose/sent_0003,0.35353535353535354,46,0,1.0,0.647887323943662
47,Microsoft/index/accountability-goals/goal-a3-fit-for-purpose/sent_0004,0.35030864197530864,47,0,1.0,0.6619718309859155
48,Microsoft/index/transparency-goals/goal-t3-disclosure-of-ai-interaction/sent_0001,0.3333333333333333,48,0,1.0,0.676056338028169
49,Microsoft/index/fairness-goals/goal-f2-allocation-of-resources-and-opportunities/sent_0002,0.33164983164983164,49,0,1.0,0.6901408450704225
50,Microsoft/index/transparency-goals/goal-t3-disclosure-of-ai-interaction/sent_0003,0.3246753246753247,50,0,1.0,0.704225352112676
51,Microsoft/index/accountability-goals/goal-a5-human-oversight-and-control/sent_0002,0.31481481481481477,51,0,1.0,0.7183098591549296
52,Microsoft/index/fairness-goals/goal-f1-quality-of-service/sent_0001,0.31449553001277136,52,0,1.0,0.7323943661971831
53,Microsoft/index/fairness-goals/goal-f1-quality-of-service/sent_0003,0.3043478260869565,53,0,1.0,0.7464788732394366
54,Microsoft/index/accountability-goals/goal-a4-data-governance-and-management/sent_0003,0.29814814814814816,54,0,1.0,0.7605633802816901
55,Microsoft/index/privacy-security-goals/goal-ps2-security-policy-compliance/sent_0001,0.2909090909090909,55,0,1.0,0.7746478873239436
56,Microsoft/index/fairness-goals/goal-f1-quality-of-service/sent_0006,0.2876543209876543,56,0,1.0,0.7887323943661971
57,Microsoft/index/transparency-goals/goal-t1-system-intelligibility-for-decision-making/sent_0004,0.2740740740740741,57,0,1.0,0.8028169014084507
58,Microsoft/index/reliability-safety-goals/goal-rs2-failures-and-remediations/sent_0002,0.2191358024691358,58,0,1.0,0.8169014084507042
59,Microsoft/index/reliability-safety-goals/goal-rs3-ongoing-monitoring-feedback-and-evaluation/sent_0004,0.21323529411764708,59,0,1.0,0.8309859154929577
60,Microsoft/index/reliability-safety-goals/goal-rs1-reliability-and-safety-guidance/sent_0002,0.20575798470535311,60,0,1.0,0.8450704225352113
61,Microsoft/index/fairness-goals/goal-f1-quality-of-service/sent_0002,0.2,61,0,1.0,0.8591549295774648
62,Microsoft/index/transparency-goals/goal-t1-system-intelligibility-for-decision-making/sent_0002,0.1688888888888889,62,0,1.0,0.8732394366197183
63,Microsoft/index/transparency-goals/goal-t3-disclosure-of-ai-interaction/sent_0004,0.1492063492063492,63,0,1.0,0.8873239436619719
64,Microsoft/index/transparency-goals/goal-t1-system-intelligibility-for-decision-making/sent_0001,0.12037037037037036,64,0,1.0,0.9014084507042254
65,Microsoft/index/accountability-goals/goal-a5-human-oversight-and-control/sent_0005,0.11965811965811965,65,0,1.0,0.9154929577464789
66,Microsoft/index/reliability-and-safety-guidance/sent_0003,0.0,66,0,1.0,0.9295774647887324
67,Microsoft/index/reliability-and-safety-guidance/sent_0006,0.0,67,0,1.0,0.9436619718309859
68,Microsoft/index/reliability-and-safety-guidance/sent_0007,0.0,68,0,1.0,0.9577464788732394
