span_id,has_prediction,chosen_rule_id,macro_f1,test_correct,hazard_exact,scope.actor_exact,scope.domain_exact,scope.context_exact,conditions_exact,exceptions_exact,requirements_exact,evidence_exact,evidence_signals_exact,hazard_f1,scope.actor_f1,scope.domain_f1,scope.context_f1,conditions_f1,exceptions_f1,requirements_f1,evidence_f1,evidence_signals_f1
Microsoft/index/transparency-goals/goal-t3-disclosure-of-ai-interaction/sent_0002,True,spans-passthrough-candidates/sent_0002-60a55c30,0.48663324979114453,False,False,True,False,False,False,True,True,True,False,0.143,1.0,0.0,0.0,0.5,1.0,0.737,1.0,0.0
Microsoft/index/transparency-goals/goal-t3-disclosure-of-ai-interaction/sent_0003,True,spans-passthrough-candidates/sent_0003-fba2eb52,0.3246753246753247,False,False,True,False,False,False,True,True,False,False,0.286,1.0,0.0,0.0,0.0,1.0,0.636,0.0,0.0
Microsoft/index/transparency-goals/goal-t3-disclosure-of-ai-interaction/sent_0004,True,spans-passthrough-candidates/sent_0004-dd44cac8,0.1492063492063492,False,False,False,False,False,False,True,False,False,False,0.143,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.0
Microsoft/index/fairness-goals/goal-f1-quality-of-service/sent_0001,True,spans-passthrough-candidates/sent_0001-29755c77,0.31449553001277136,False,False,False,False,False,False,True,False,True,False,0.333,0.0,0.0,0.0,0.083,1.0,0.414,1.0,0.0
Microsoft/index/fairness-goals/goal-f1-quality-of-service/sent_0002,True,spans-passthrough-candidates/sent_0002-a5095273,0.2,False,False,False,False,False,False,True,True,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.8,0.0,0.0
Microsoft/index/fairness-goals/goal-f1-quality-of-service/sent_0003,True,spans-passthrough-candidates/sent_0003-d3684292,0.3043478260869565,False,False,True,False,False,False,True,True,False,False,0.0,1.0,0.0,0.0,0.0,1.0,0.739,0.0,0.0
Microsoft/index/fairness-goals/goal-f1-quality-of-service/sent_0004,True,spans-passthrough-candidates/sent_0004-d272938b,0.4419753086419753,False,False,False,False,True,False,True,True,True,False,0.0,0.0,0.0,1.0,0.2,1.0,0.778,1.0,0.0
Microsoft/index/fairness-goals/goal-f1-quality-of-service/sent_0006,True,spans-passthrough-candidates/sent_0006-5b152f6b,0.2876543209876543,False,False,False,False,True,False,True,False,False,False,0.222,0.0,0.0,1.0,0.0,1.0,0.367,0.0,0.0
Microsoft/index/fairness-goals/goal-f1-quality-of-service/sent_0007,True,spans-passthrough-candidates/sent_0007-3f2925c5,0.4021164021164021,False,False,True,False,False,True,True,False,False,False,0.286,1.0,0.0,0.0,1.0,1.0,0.333,0.0,0.0
Microsoft/index/fairness-goals/goal-f1-quality-of-service/sent_0008,False,,0.0,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Microsoft/index/fairness-goals/goal-f1-quality-of-service/sent_0009,False,,0.0,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Microsoft/index/fairness-goals/goal-f2-allocation-of-resources-and-opportunities/sent_0001,True,spans-passthrough-candidates/sent_0001-dd907a4a,0.40096618357487923,False,False,True,False,False,False,True,False,True,False,0.0,1.0,0.0,0.0,0.043,1.0,0.565,1.0,0.0
Microsoft/index/fairness-goals/goal-f2-allocation-of-resources-and-opportunities/sent_0002,True,spans-passthrough-candidates/sent_0002-e049b2f1,0.33164983164983164,False,False,False,False,False,True,True,True,False,False,0.167,0.0,0.0,0.0,1.0,1.0,0.818,0.0,0.0
Microsoft/index/fairness-goals/goal-f2-allocation-of-resources-and-opportunities/sent_0003,True,spans-passthrough-candidates/sent_0003-f3e65d54,0.46901709401709407,False,False,True,False,True,False,True,False,True,False,0.125,1.0,0.0,1.0,0.0,1.0,0.346,0.75,0.0
Microsoft/index/fairness-goals/goal-f2-allocation-of-resources-and-opportunities/sent_0004,True,spans-passthrough-candidates/sent_0004-54f7d8b8,0.5187536743092299,False,False,True,False,True,False,True,False,True,False,0.143,1.0,0.0,1.0,0.267,1.0,0.259,1.0,0.0
Microsoft/index/fairness-goals/goal-f2-allocation-of-resources-and-opportunities/sent_0005,True,spans-passthrough-candidates/sent_0005-0dcc5961,0.41414141414141414,False,True,True,False,False,False,True,True,False,False,1.0,1.0,0.0,0.0,0.0,1.0,0.727,0.0,0.0
Microsoft/index/fairness-goals/goal-f2-allocation-of-resources-and-opportunities/sent_0006,True,spans-passthrough-candidates/sent_0006-52cde894,0.6388888888888888,False,False,True,False,True,False,True,True,True,True,0.0,1.0,0.0,1.0,0.0,1.0,0.75,1.0,1.0
Microsoft/index/fairness-goals/goal-f2-allocation-of-resources-and-opportunities/sent_0007,True,spans-passthrough-candidates/sent_0007-2fd33be5,0.4774250440917107,False,False,True,False,False,True,True,False,True,False,0.111,1.0,0.0,0.0,0.9,1.0,0.286,1.0,0.0
Microsoft/index/fairness-goals/goal-f3-minimization-of-stereotyping-demeaning-and-erasing-o/sent_0001,True,spans-passthrough-candidates/sent_0001-f739e1aa,0.4793650793650793,False,True,False,False,False,True,True,True,True,False,0.6,0.0,0.0,0.0,1.0,1.0,0.714,1.0,0.0
Microsoft/index/fairness-goals/goal-f3-minimization-of-stereotyping-demeaning-and-erasing-o/sent_0002,True,spans-passthrough-candidates/sent_0002-a8e377d9,0.5555555555555556,False,False,True,False,True,True,True,True,False,False,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
Microsoft/index/fairness-goals/goal-f3-minimization-of-stereotyping-demeaning-and-erasing-o/sent_0003,True,spans-passthrough-candidates/sent_0003-f86bdd26,0.5899470899470899,False,False,True,False,True,False,True,True,True,False,0.5,1.0,0.0,1.0,0.0,1.0,0.81,1.0,0.0
Microsoft/index/fairness-goals/goal-f3-minimization-of-stereotyping-demeaning-and-erasing-o/sent_0004,True,spans-passthrough-candidates/sent_0004-798bd51b,0.37037037037037035,False,False,True,False,False,False,True,False,True,False,0.0,1.0,0.0,0.0,0.0,1.0,0.333,1.0,0.0
Microsoft/index/fairness-goals/goal-f3-minimization-of-stereotyping-demeaning-and-erasing-o/sent_0005,True,spans-passthrough-candidates/sent_0005-6d072370,0.3888888888888889,False,False,False,False,False,True,True,False,True,False,0.0,0.0,0.0,0.0,1.0,1.0,0.5,1.0,0.0
Microsoft/index/reliability-safety-goals/goal-rs1-reliability-and-safety-guidance/sent_0001,True,spans-passthrough-candidates/sent_0001-98db54a4,0.5476190476190477,False,False,True,False,False,False,True,True,True,False,0.5,1.0,0.0,0.0,0.429,1.0,1.0,1.0,0.0
Microsoft/index/reliability-safety-goals/goal-rs1-reliability-and-safety-guidance/sent_0002,True,spans-passthrough-candidates/sent_0002-d35e14dd,0.20575798470535311,False,False,False,False,False,False,True,False,False,False,0.2,0.0,0.0,0.0,0.231,1.0,0.421,0.0,0.0
Microsoft/index/reliability-safety-goals/goal-rs1-reliability-and-safety-guidance/sent_0003,False,,0.0,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Microsoft/index/reliability-safety-goals/goal-rs1-reliability-and-safety-guidance/sent_0004,True,spans-passthrough-candidates/sent_0004-e91e7858,0.6502849002849003,False,False,True,False,True,True,True,True,True,False,0.083,1.0,0.0,1.0,1.0,1.0,0.769,1.0,0.0
Microsoft/index/reliability-safety-goals/goal-rs1-reliability-and-safety-guidance/sent_0005,True,spans-passthrough-candidates/sent_0005-94c17ff0,0.3827160493827161,False,False,False,False,True,False,True,False,True,False,0.0,0.0,0.0,1.0,0.0,1.0,0.444,1.0,0.0
Microsoft/index/reliability-safety-goals/goal-rs1-reliability-and-safety-guidance/sent_0006,False,,0.0,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Microsoft/index/reliability-safety-goals/goal-rs1-reliability-and-safety-guidance/sent_0007,False,,0.0,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Microsoft/index/reliability-safety-goals/goal-rs2-failures-and-remediations/sent_0001,True,spans-passthrough-candidates/sent_0001-5b12e70b,0.443609022556391,False,False,True,False,False,False,True,False,True,False,0.571,1.0,0.0,0.0,0.0,1.0,0.421,1.0,0.0
Microsoft/index/reliability-safety-goals/goal-rs2-failures-and-remediations/sent_0002,True,spans-passthrough-candidates/sent_0002-b7c4943d,0.2191358024691358,False,False,False,False,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.556,1.0,0.417,0.0,0.0
Microsoft/index/reliability-safety-goals/goal-rs2-failures-and-remediations/sent_0003,True,spans-passthrough-candidates/sent_0003-abe7a13f,0.35519713261648744,False,False,True,False,False,True,True,False,False,False,0.1,1.0,0.0,0.0,1.0,1.0,0.097,0.0,0.0
Microsoft/index/reliability-safety-goals/goal-rs2-failures-and-remediations/sent_0004,True,spans-passthrough-candidates/sent_0004-404487c3,0.6111111111111112,False,False,True,False,False,True,True,True,True,False,0.5,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
Microsoft/index/reliability-safety-goals/goal-rs3-ongoing-monitoring-feedback-and-evaluation/sent_0001,True,spans-passthrough-candidates/sent_0001-2df4d915,0.4382716049382716,False,False,True,False,False,False,True,False,True,False,0.5,1.0,0.0,0.0,0.0,1.0,0.444,1.0,0.0
Microsoft/index/reliability-safety-goals/goal-rs3-ongoing-monitoring-feedback-and-evaluation/sent_0002,True,spans-passthrough-candidates/sent_0002-6d502383,0.3643162393162393,False,False,False,False,False,False,True,True,True,False,0.154,0.0,0.0,0.0,0.5,1.0,0.625,1.0,0.0
Microsoft/index/reliability-safety-goals/goal-rs3-ongoing-monitoring-feedback-and-evaluation/sent_0003,True,spans-passthrough-candidates/sent_0003-0e6b242c,0.37321937321937315,False,False,False,False,True,True,True,True,False,False,0.0,0.0,0.0,1.0,0.667,1.0,0.692,0.0,0.0
Microsoft/index/reliability-safety-goals/goal-rs3-ongoing-monitoring-feedback-and-evaluation/sent_0004,True,spans-passthrough-candidates/sent_0004-dd250821,0.21323529411764708,False,False,False,False,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.375,1.0,0.294,0.25,0.0
Microsoft/index/reliability-safety-goals/goal-rs3-ongoing-monitoring-feedback-and-evaluation/sent_0005,True,spans-passthrough-candidates/sent_0005-bad1d076,0.46820987654320984,False,False,True,False,False,False,True,False,True,False,0.375,1.0,0.0,0.0,0.45,1.0,0.389,1.0,0.0
Microsoft/index/reliability-safety-goals/goal-rs3-ongoing-monitoring-feedback-and-evaluation/sent_0006,True,spans-passthrough-candidates/sent_0006-b70d9af3,0.5460317460317461,False,False,True,False,False,True,True,True,True,False,0.2,1.0,0.0,0.0,0.714,1.0,1.0,1.0,0.0
Microsoft/index/privacy-security-goals/goal-ps2-security-policy-compliance/sent_0001,True,spans-passthrough-candidates/sent_0001-ddcf6999,0.2909090909090909,False,False,False,False,False,True,True,True,False,False,0.0,0.0,0.0,0.0,0.8,1.0,0.818,0.0,0.0
Microsoft/index/inclusiveness-goal/goal-i1-accessibility-standards-compliance/sent_0001,True,spans-passthrough-candidates/sent_0001-62dd66fa,0.38803418803418804,False,False,False,False,False,True,True,True,True,False,0.0,0.0,0.0,0.0,0.8,1.0,0.692,1.0,0.0
