span_id,has_prediction,chosen_rule_id,macro_f1,test_correct,hazard_exact,scope.actor_exact,scope.domain_exact,scope.context_exact,conditions_exact,exceptions_exact,requirements_exact,evidence_exact,evidence_signals_exact,hazard_f1,scope.actor_f1,scope.domain_f1,scope.context_f1,conditions_f1,exceptions_f1,requirements_f1,evidence_f1,evidence_signals_f1
Microsoft/index/accountability-goals/goal-a3-fit-for-purpose/sent_0005,True,spans-passthrough-candidates/sent_0005-3120244f,0.4037037037037037,False,False,True,False,False,False,True,False,True,False,0.0,1.0,0.0,0.0,0.333,1.0,0.3,1.0,0.0
Microsoft/index/accountability-goals/goal-a4-data-governance-and-management/sent_0001,True,spans-passthrough-candidates/sent_0001-4ba0fecf,0.3873456790123457,False,False,True,False,False,False,True,False,True,False,0.111,1.0,0.0,0.0,0.0,1.0,0.375,1.0,0.0
Microsoft/index/accountability-goals/goal-a4-data-governance-and-management/sent_0002,True,spans-passthrough-candidates/sent_0002-4f17cdbf,0.47530864197530864,False,False,True,False,False,True,True,False,True,False,0.111,1.0,0.0,0.0,0.667,1.0,0.5,1.0,0.0
Microsoft/index/accountability-goals/goal-a4-data-governance-and-management/sent_0003,True,spans-passthrough-candidates/sent_0003-0be8e316,0.31096681096681095,False,False,True,False,False,False,True,True,False,False,0.071,1.0,0.0,0.0,0.0,1.0,0.727,0.0,0.0
Microsoft/index/accountability-goals/goal-a5-human-oversight-and-control/sent_0001,True,spans-passthrough-candidates/sent_0001-2a6569b1,0.537037037037037,False,False,True,False,False,True,True,True,True,False,0.167,1.0,0.0,0.0,1.0,1.0,1.0,0.667,0.0
Microsoft/index/accountability-goals/goal-a5-human-oversight-and-control/sent_0002,True,spans-passthrough-candidates/sent_0002-7afca129,0.3840455840455841,False,False,True,False,False,False,True,True,False,False,0.2,1.0,0.0,0.0,0.0,1.0,0.923,0.333,0.0
Microsoft/index/accountability-goals/goal-a5-human-oversight-and-control/sent_0003,True,spans-passthrough-candidates/sent_0003-0fe0f321,0.29292929292929293,False,False,True,False,False,False,True,True,False,False,0.0,1.0,0.0,0.0,0.0,1.0,0.636,0.0,0.0
Microsoft/index/accountability-goals/goal-a5-human-oversight-and-control/sent_0004,True,spans-passthrough-candidates/sent_0004-8c39b96a,0.2943969610636277,False,False,False,False,False,False,True,False,True,False,0.111,0.0,0.0,0.0,0.0,1.0,0.538,1.0,0.0
Microsoft/index/accountability-goals/goal-a5-human-oversight-and-control/sent_0005,True,spans-passthrough-candidates/sent_0005-55881ce6,0.23076923076923073,False,False,False,False,False,False,True,False,True,False,0.0,0.0,0.0,0.0,0.0,1.0,0.077,1.0,0.0
Microsoft/index/transparency-goals/goal-t1-system-intelligibility-for-decision-making/sent_0001,True,spans-passthrough-candidates/sent_0001-4da7ad79,0.12962962962962965,False,False,False,False,False,False,False,False,True,False,0.167,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Microsoft/index/transparency-goals/goal-t1-system-intelligibility-for-decision-making/sent_0002,True,spans-passthrough-candidates/sent_0002-775a81c3,0.36777777777777776,False,False,True,False,False,True,True,False,False,False,0.0,1.0,0.0,0.0,0.75,1.0,0.56,0.0,0.0
Microsoft/index/transparency-goals/goal-t1-system-intelligibility-for-decision-making/sent_0003,True,spans-passthrough-candidates/sent_0003-95a09f20,0.4222222222222222,False,False,True,False,True,False,True,True,False,False,0.0,1.0,0.0,1.0,0.0,1.0,0.8,0.0,0.0
Microsoft/index/transparency-goals/goal-t1-system-intelligibility-for-decision-making/sent_0004,True,spans-passthrough-candidates/sent_0004-ef5dbdc0,0.2962962962962963,False,False,False,False,False,True,True,True,False,False,0.0,0.0,0.0,0.0,1.0,1.0,0.667,0.0,0.0
Microsoft/index/transparency-goals/goal-t1-system-intelligibility-for-decision-making/sent_0005,True,spans-passthrough-candidates/sent_0005-ddcb4f17,0.4221685453569512,False,False,True,False,False,True,True,False,False,False,0.167,1.0,0.0,0.0,0.778,1.0,0.522,0.333,0.0
Microsoft/index/transparency-goals/goal-t1-system-intelligibility-for-decision-making/sent_0006,False,,0.0,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Microsoft/index/transparency-goals/goal-t2-communication-to-stakeholders/sent_0001,True,spans-passthrough-candidates/sent_0001-15fe4029,0.6296296296296297,False,False,True,False,False,True,True,True,True,True,0.167,1.0,0.0,0.0,0.75,1.0,0.75,1.0,1.0
Microsoft/index/transparency-goals/goal-t2-communication-to-stakeholders/sent_0002,True,spans-passthrough-candidates/sent_0002-a94e12a0,0.5232804232804232,False,False,True,False,False,True,True,True,True,False,0.143,1.0,0.0,0.0,0.7,1.0,0.867,1.0,0.0
Microsoft/index/transparency-goals/goal-t2-communication-to-stakeholders/sent_0003,True,spans-passthrough-candidates/sent_0003-09b3afdc,0.4736746550472041,False,False,True,False,False,True,True,False,True,False,0.25,1.0,0.0,0.0,0.778,1.0,0.235,1.0,0.0
Microsoft/index/transparency-goals/goal-t3-disclosure-of-ai-interaction/sent_0001,True,spans-passthrough-candidates/sent_0001-3096750d,0.5123456790123456,False,False,True,False,False,True,True,True,True,False,0.0,1.0,0.0,0.0,0.722,0.889,1.0,1.0,0.0
Microsoft/index/transparency-goals/goal-t3-disclosure-of-ai-interaction/sent_0002,True,spans-passthrough-candidates/sent_0002-e8ee4cd8,0.49118165784832457,False,False,True,False,False,False,True,True,True,False,0.143,1.0,0.0,0.0,0.5,1.0,0.778,1.0,0.0
Microsoft/index/transparency-goals/goal-t3-disclosure-of-ai-interaction/sent_0003,True,spans-passthrough-candidates/sent_0003-7228947f,0.5324074074074073,False,False,True,False,True,True,True,True,False,False,0.125,1.0,0.0,1.0,1.0,1.0,0.667,0.0,0.0
Microsoft/index/transparency-goals/goal-t3-disclosure-of-ai-interaction/sent_0004,True,spans-passthrough-candidates/sent_0004-78ae014e,0.24603174603174605,False,False,False,False,True,False,True,False,False,False,0.0,0.0,0.0,1.0,0.0,1.0,0.214,0.0,0.0
Microsoft/index/fairness-goals/goal-f1-quality-of-service/sent_0001,True,spans-passthrough-candidates/sent_0001-91c0c719,0.31790123456790126,False,False,False,False,False,False,True,False,True,False,0.333,0.0,0.0,0.0,0.083,1.0,0.444,1.0,0.0
Microsoft/index/fairness-goals/goal-f1-quality-of-service/sent_0002,True,spans-passthrough-candidates/sent_0002-6e76bb5c,0.3297619047619047,False,False,True,False,False,False,True,True,False,False,0.143,1.0,0.0,0.0,0.125,1.0,0.7,0.0,0.0
Microsoft/index/fairness-goals/goal-f1-quality-of-service/sent_0003,True,spans-passthrough-candidates/sent_0003-af262377,0.35233918128654973,False,False,True,False,False,False,True,False,True,False,0.0,1.0,0.0,0.0,0.0,1.0,0.421,0.75,0.0
Microsoft/index/fairness-goals/goal-f1-quality-of-service/sent_0004,True,spans-passthrough-candidates/sent_0004-48a505b4,0.41975308641975306,False,False,False,False,True,False,True,True,True,False,0.0,0.0,0.0,1.0,0.0,1.0,0.778,1.0,0.0
Microsoft/index/fairness-goals/goal-f1-quality-of-service/sent_0006,True,spans-passthrough-candidates/sent_0006-e7bccfac,0.35683760683760685,False,False,False,False,True,False,True,False,False,False,0.2,0.0,0.0,1.0,0.462,1.0,0.55,0.0,0.0
Microsoft/index/fairness-goals/goal-f1-quality-of-service/sent_0007,True,spans-passthrough-candidates/sent_0007-a65e4b58,0.3703703703703704,False,False,True,False,False,True,True,False,False,False,0.0,1.0,0.0,0.0,1.0,1.0,0.333,0.0,0.0
Microsoft/index/fairness-goals/goal-f1-quality-of-service/sent_0008,False,,0.0,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Microsoft/index/fairness-goals/goal-f1-quality-of-service/sent_0009,False,,0.0,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Microsoft/index/fairness-goals/goal-f2-allocation-of-resources-and-opportunities/sent_0001,True,spans-passthrough-candidates/sent_0001-99fd9c7e,0.40096618357487923,False,False,True,False,False,False,True,False,True,False,0.0,1.0,0.0,0.0,0.043,1.0,0.565,1.0,0.0
Microsoft/index/fairness-goals/goal-f2-allocation-of-resources-and-opportunities/sent_0002,True,spans-passthrough-candidates/sent_0002-eb78831a,0.45202020202020204,False,False,False,False,False,True,True,True,True,False,0.25,0.0,0.0,0.0,1.0,1.0,0.818,1.0,0.0
Microsoft/index/fairness-goals/goal-f2-allocation-of-resources-and-opportunities/sent_0003,True,spans-passthrough-candidates/sent_0003-2214f6f3,0.39703065134099613,False,False,True,False,True,False,True,False,False,False,0.125,1.0,0.0,1.0,0.0,1.0,0.448,0.0,0.0
Microsoft/index/fairness-goals/goal-f2-allocation-of-resources-and-opportunities/sent_0004,True,spans-passthrough-candidates/sent_0004-e71385be,0.5240079365079365,False,False,True,False,True,False,True,False,True,False,0.1,1.0,0.0,1.0,0.429,1.0,0.188,1.0,0.0
Microsoft/index/fairness-goals/goal-f2-allocation-of-resources-and-opportunities/sent_0005,True,spans-passthrough-candidates/sent_0005-e634911c,0.37606837606837606,False,True,True,False,False,False,True,False,False,False,1.0,1.0,0.0,0.0,0.0,1.0,0.385,0.0,0.0
Microsoft/index/fairness-goals/goal-f2-allocation-of-resources-and-opportunities/sent_0006,True,spans-passthrough-candidates/sent_0006-240df1fb,0.6324786324786325,False,False,True,False,True,False,True,True,True,True,0.0,1.0,0.0,1.0,0.0,1.0,0.692,1.0,1.0
Microsoft/index/fairness-goals/goal-f2-allocation-of-resources-and-opportunities/sent_0007,True,spans-passthrough-candidates/sent_0007-ab6a87c4,0.49259259259259264,False,False,True,False,False,True,True,False,True,False,0.0,1.0,0.0,0.0,0.9,1.0,0.533,1.0,0.0
Microsoft/index/fairness-goals/goal-f3-minimization-of-stereotyping-demeaning-and-erasing-o/sent_0001,True,spans-passthrough-candidates/sent_0001-59923d53,0.4312169312169312,False,False,False,False,False,True,True,True,True,False,0.167,0.0,0.0,0.0,1.0,1.0,0.714,1.0,0.0
Microsoft/index/fairness-goals/goal-f3-minimization-of-stereotyping-demeaning-and-erasing-o/sent_0002,True,spans-passthrough-candidates/sent_0002-6acdab66,0.465079365079365,False,False,True,False,False,True,True,True,False,False,0.286,1.0,0.0,0.0,1.0,1.0,0.9,0.0,0.0
Microsoft/index/fairness-goals/goal-f3-minimization-of-stereotyping-demeaning-and-erasing-o/sent_0003,True,spans-passthrough-candidates/sent_0003-af42c933,0.5752242926155969,False,False,True,False,True,False,True,False,True,False,0.286,1.0,0.0,1.0,0.5,1.0,0.391,1.0,0.0
Microsoft/index/fairness-goals/goal-f3-minimization-of-stereotyping-demeaning-and-erasing-o/sent_0004,True,spans-passthrough-candidates/sent_0004-e1922870,0.48148148148148145,False,False,True,False,False,True,True,False,True,False,0.0,1.0,0.0,0.0,1.0,1.0,0.333,1.0,0.0
Microsoft/index/fairness-goals/goal-f3-minimization-of-stereotyping-demeaning-and-erasing-o/sent_0005,True,spans-passthrough-candidates/sent_0005-e0dd1522,0.5462962962962963,False,False,True,False,False,True,True,True,True,False,0.0,1.0,0.0,0.0,1.0,1.0,0.917,1.0,0.0
Microsoft/index/reliability-safety-goals/goal-rs1-reliability-and-safety-guidance/sent_0001,True,spans-passthrough-candidates/sent_0001-58548c9b,0.566137566137566,False,True,True,False,False,False,True,True,True,False,0.667,1.0,0.0,0.0,0.429,1.0,1.0,1.0,0.0
Microsoft/index/reliability-safety-goals/goal-rs1-reliability-and-safety-guidance/sent_0002,False,,0.0,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Microsoft/index/reliability-safety-goals/goal-rs1-reliability-and-safety-guidance/sent_0003,True,spans-passthrough-candidates/sent_0003-5ccd96bd,0.26666666666666666,False,True,False,False,False,False,True,True,False,False,0.6,0.0,0.0,0.0,0.0,1.0,0.8,0.0,0.0
Microsoft/index/reliability-safety-goals/goal-rs1-reliability-and-safety-guidance/sent_0004,True,spans-passthrough-candidates/sent_0004-9fc65940,0.5398860398860399,False,False,True,False,False,True,True,True,True,False,0.167,1.0,0.0,0.0,1.0,1.0,0.692,1.0,0.0
Microsoft/index/reliability-safety-goals/goal-rs1-reliability-and-safety-guidance/sent_0005,True,spans-passthrough-candidates/sent_0005-a44f30f4,0.4891067538126362,False,False,False,False,True,True,True,False,True,False,0.167,0.0,0.0,1.0,1.0,1.0,0.235,1.0,0.0
Microsoft/index/reliability-safety-goals/goal-rs1-reliability-and-safety-guidance/sent_0006,True,spans-passthrough-candidates/sent_0006-9211ffa6,0.46111111111111114,False,False,True,False,False,False,True,False,True,False,0.1,1.0,0.0,0.0,0.5,1.0,0.55,1.0,0.0
Microsoft/index/reliability-safety-goals/goal-rs1-reliability-and-safety-guidance/sent_0007,True,spans-passthrough-candidates/sent_0007-089c7f63,0.12645502645502646,False,False,False,False,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.067,1.0,0.071,0.0,0.0
Microsoft/index/reliability-safety-goals/goal-rs2-failures-and-remediations/sent_0001,True,spans-passthrough-candidates/sent_0001-534da6ed,0.43475783475783475,False,False,True,False,False,False,True,True,True,False,0.4,1.0,0.0,0.0,0.0,1.0,0.846,0.667,0.0
Microsoft/index/reliability-safety-goals/goal-rs2-failures-and-remediations/sent_0002,True,spans-passthrough-candidates/sent_0002-02c0cc20,0.2601410934744268,False,False,False,False,False,False,True,True,False,False,0.0,0.0,0.0,0.0,0.556,1.0,0.786,0.0,0.0
Microsoft/index/reliability-safety-goals/goal-rs2-failures-and-remediations/sent_0003,True,spans-passthrough-candidates/sent_0003-701169ba,0.36868686868686873,False,False,True,False,False,True,True,False,False,False,0.0,1.0,0.0,0.0,1.0,1.0,0.318,0.0,0.0
Microsoft/index/reliability-safety-goals/goal-rs2-failures-and-remediations/sent_0004,True,spans-passthrough-candidates/sent_0004-bd199ad1,0.7098765432098766,False,False,True,False,True,True,True,True,True,False,0.5,1.0,0.0,1.0,1.0,1.0,0.889,1.0,0.0
Microsoft/index/reliability-safety-goals/goal-rs3-ongoing-monitoring-feedback-and-evaluation/sent_0001,True,spans-passthrough-candidates/sent_0001-85dc8cca,0.426984126984127,False,False,True,False,False,False,True,False,True,False,0.5,1.0,0.0,0.0,0.0,1.0,0.343,1.0,0.0
Microsoft/index/reliability-safety-goals/goal-rs3-ongoing-monitoring-feedback-and-evaluation/sent_0002,True,spans-passthrough-candidates/sent_0002-d781d48d,0.37566137566137564,False,False,False,False,False,False,True,True,True,False,0.167,0.0,0.0,0.0,0.5,1.0,0.714,1.0,0.0
Microsoft/index/reliability-safety-goals/goal-rs3-ongoing-monitoring-feedback-and-evaluation/sent_0003,True,spans-passthrough-candidates/sent_0003-cb7839a6,0.3888888888888889,False,False,True,False,False,True,True,True,False,False,0.0,1.0,0.0,0.0,0.667,1.0,0.833,0.0,0.0
Microsoft/index/reliability-safety-goals/goal-rs3-ongoing-monitoring-feedback-and-evaluation/sent_0004,True,spans-passthrough-candidates/sent_0004-d3240838,0.25649873475960433,False,False,True,False,False,False,True,False,False,False,0.0,1.0,0.0,0.0,0.261,1.0,0.048,0.0,0.0
Microsoft/index/reliability-safety-goals/goal-rs3-ongoing-monitoring-feedback-and-evaluation/sent_0005,True,spans-passthrough-candidates/sent_0005-5e48f421,0.3891430646332607,False,False,False,False,False,False,True,True,True,False,0.111,0.0,0.0,0.0,0.45,1.0,0.941,1.0,0.0
Microsoft/index/reliability-safety-goals/goal-rs3-ongoing-monitoring-feedback-and-evaluation/sent_0006,True,spans-passthrough-candidates/sent_0006-f3f49be6,0.47001763668430335,False,False,True,False,False,False,True,True,True,False,0.0,1.0,0.0,0.0,0.444,1.0,0.786,1.0,0.0
Microsoft/index/privacy-security-goals/goal-ps2-security-policy-compliance/sent_0001,True,spans-passthrough-candidates/sent_0001-4919f7af,0.2909090909090909,False,False,False,False,False,True,True,True,False,False,0.0,0.0,0.0,0.0,0.8,1.0,0.818,0.0,0.0
Microsoft/index/inclusiveness-goal/goal-i1-accessibility-standards-compliance/sent_0001,True,spans-passthrough-candidates/sent_0001-d8cc1b54,0.39316239316239315,False,False,False,False,False,True,True,False,True,False,0.0,0.0,0.0,0.0,1.0,1.0,0.538,1.0,0.0
