k,span_id,score,tp,fp,precision,recall
31,Microsoft/index/reliability-safety-goals/goal-rs1-reliability-and-safety-guidance/sent_0004,0.3580246913580247,31,0,1.0,0.43661971830985913
32,Microsoft/index/reliability-safety-goals/goal-rs2-failures-and-remediations/sent_0003,0.3574635241301908,32,0,1.0,0.4507042253521127
33,Microsoft/index/reliability-safety-goals/goal-rs3-ongoing-monitoring-feedback-and-evaluation/sent_0002,0.3551587301587301,33,0,1.0,0.4647887323943662
34,Microsoft/index/transparency-goals/goal-t2-communication-to-stakeholders/sent_0003,0.3544266191325015,34,0,1.0,0.4788732394366197
35,Microsoft/index/fairness-goals/goal-f3-minimization-of-stereotyping-demeaning-and-erasing-o/sent_0004,0.35353535353535354,35,0,1.0,0.49295774647887325
36,Microsoft/index/fairness-goals/goal-f2-allocation-of-resources-and-opportunities/sent_0003,0.3532763532763533,36,0,1.0,0.5070422535211268
37,Microsoft/index/transparency-goals/goal-t1-system-intelligibility-for-decision-making/sent_0002,0.35249042145593873,37,0,1.0,0.5211267605633803
38,Microsoft/index/reliability-safety-goals/goal-rs2-failures-and-remediations/sent_0002,0.34927536231884054,38,0,1.0,0.5352112676056338
39,Microsoft/index/privacy-security-goals/goal-ps2-security-policy-compliance/sent_0001,0.3222222222222222,39,0,1.0,0.5492957746478874
40,Microsoft/index/reliability-safety-goals/goal-rs3-ongoing-monitoring-feedback-and-evaluation/sent_0004,0.30576233802040254,40,0,1.0,0.5633802816901409
41,Microsoft/index/fairness-goals/goal-f1-quality-of-service/sent_0004,0.3045454545454545,41,0,1.0,0.5774647887323944
42,Microsoft/index/transparency-goals/goal-t3-disclosure-of-ai-interaction/sent_0003,0.29920634920634925,42,0,1.0,0.5915492957746479
43,Microsoft/index/fairness-goals/goal-f1-quality-of-service/sent_0006,0.2863247863247863,43,0,1.0,0.6056338028169014
44,Microsoft/index/fairness-goals/goal-f2-allocation-of-resources-and-opportunities/sent_0001,0.27983539094650206,44,0,1.0,0.6197183098591549
45,Microsoft/index/reliability-safety-goals/goal-rs3-ongoing-monitoring-feedback-and-evaluation/sent_0005,0.26842499064721287,45,0,1.0,0.6338028169014085
46,Microsoft/index/accountability-goals/goal-a5-human-oversight-and-control/sent_0002,0.2671957671957672,46,0,1.0,0.647887323943662
47,Microsoft/index/fairness-goals/goal-f1-quality-of-service/sent_0002,0.26262626262626265,47,0,1.0,0.6619718309859155
48,Microsoft/index/accountability-goals/goal-a3-fit-for-purpose/sent_0002,0.2608695652173913,48,0,1.0,0.676056338028169
49,Microsoft/index/transparency-goals/goal-t1-system-intelligibility-for-decision-making/sent_0004,0.2573099415204678,49,0,1.0,0.6901408450704225
50,Microsoft/index/accountability-goals/goal-a5-human-oversight-and-control/sent_0004,0.25213675213675213,50,0,1.0,0.704225352112676
51,Microsoft/index/reliability-safety-goals/goal-rs1-reliability-and-safety-guidance/sent_0002,0.24761904761904763,51,0,1.0,0.7183098591549296
52,Microsoft/index/fairness-goals/goal-f1-quality-of-service/sent_0007,0.24695121951219512,52,0,1.0,0.7323943661971831
53,Microsoft/index/reliability-safety-goals/goal-rs1-reliability-and-safety-guidance/sent_0007,0.23756613756613756,53,0,1.0,0.7464788732394366
54,Microsoft/index/fairness-goals/goal-f1-quality-of-service/sent_0009,0.22499999999999998,54,0,1.0,0.7605633802816901
55,Microsoft/index/accountability-goals/goal-a5-human-oversight-and-control/sent_0005,0.2222222222222222,55,0,1.0,0.7746478873239436
56,Microsoft/index/accountability-goals/goal-a4-data-governance-and-management/sent_0003,0.16791979949874686,56,0,1.0,0.7887323943661971
57,Microsoft/index/transparency-goals/goal-t1-system-intelligibility-for-decision-making/sent_0001,0.0,57,0,1.0,0.8028169014084507
58,Microsoft/index/fairness-goals/goal-f1-quality-of-service/sent_0005,0.0,58,0,1.0,0.8169014084507042
59,Microsoft/index/fairness-goals/goal-f1-quality-of-service/sent_0011,0.0,58,1,0.9830508474576272,0.8169014084507042
60,Microsoft/index/fairness-goals/goal-f1-quality-of-service/sent_0012,0.0,58,2,0.9666666666666667,0.8169014084507042
61,Microsoft/index/fairness-goals/goal-f2-allocation-of-resources-and-opportunities/sent_0008,0.0,59,2,0.9672131147540983,0.8309859154929577
62,Microsoft/index/fairness-goals/goal-f2-allocation-of-resources-and-opportunities/sent_0009,0.0,59,3,0.9516129032258065,0.8309859154929577
63,Microsoft/index/fairness-goals/goal-f2-allocation-of-resources-and-opportunities/sent_0010,0.0,59,4,0.9365079365079365,0.8309859154929577
64,Microsoft/index/fairness-goals/goal-f3-minimization-of-stereotyping-demeaning-and-erasing-o/sent_0006,0.0,60,4,0.9375,0.8450704225352113
65,Microsoft/index/fairness-goals/goal-f3-minimization-of-stereotyping-demeaning-and-erasing-o/sent_0007,0.0,60,5,0.9230769230769231,0.8450704225352113
