unit_id,span_id,kind,page,section,section_path,text,prev_sentence,next_sentence,window_text,pdf_name,doc_id
11,NIST AI RMF profiles_removed/mp-1-1-002/sent_0001,sentence,2,MP-1.1-002,MP-1.1-002,"MP-1.1-002
Determine and document the expected and acceptable GAI system context of
use in collaboration with socio-cultural and other domain experts, by assessing:
Assumptions and limitations; Direct value to the organization; Intended
operational environment and observed usage patterns; Potential positive and
negative impacts to individuals, public safety, groups, communities,
organizations, democratic institutions, and the physical environment; Social
norms and expectations.",,"Harmful Bias and Homogenization
MP-1.1-003
Document risk measurement plans to address identified risks.","[TARGET] MP-1.1-002
Determine and document the expected and acceptable GAI system context of
use in collaboration with socio-cultural and other domain experts, by assessing:
Assumptions and limitations; Direct value to the organization; Intended
operational environment and observed usage patterns; Potential positive and
negative impacts to individuals, public safety, groups, communities,
organizations, democratic institutions, and the physical environment; Social
norms and expectations. [NEXT] Harmful Bias and Homogenization
MP-1.1-003
Document risk measurement plans to address identified risks.",NIST AI RMF profiles_removed,NIST AI RMF profiles_removed
12,NIST AI RMF profiles_removed/mp-1-1-002/sent_0002,sentence,2,MP-1.1-002,MP-1.1-002,"Harmful Bias and Homogenization
MP-1.1-003
Document risk measurement plans to address identified risks.","MP-1.1-002
Determine and document the expected and acceptable GAI system context of
use in collaboration with socio-cultural and other domain experts, by assessing:
Assumptions and limitations; Direct value to the organization; Intended
operational environment and observed usage patterns; Potential positive and
negative impacts to individuals, public safety, groups, communities,
organizations, democratic institutions, and the physical environment; Social
norms and expectations.","Plans may
include, as applicable: Individual and group cognitive biases (e.g., confirmation
bias, funding bias, groupthink) for AI Actors involved in the design,
implementation, and use of GAI systems; Known past GAI system incidents and
failure modes; In-context use and foreseeable misuse, abuse, and off-label use;
Over reliance on quantitative metrics and methodologies without sufficient
awareness of their limitations in the context(s) of use; Standard measurement
and structured human feedback approaches; Anticipated human-AI
configurations.","[PREV] MP-1.1-002
Determine and document the expected and acceptable GAI system context of
use in collaboration with socio-cultural and other domain experts, by assessing:
Assumptions and limitations; Direct value to the organization; Intended
operational environment and observed usage patterns; Potential positive and
negative impacts to individuals, public safety, groups, communities,
organizations, democratic institutions, and the physical environment; Social
norms and expectations. [TARGET] Harmful Bias and Homogenization
MP-1.1-003
Document risk measurement plans to address identified risks. [NEXT] Plans may
include, as applicable: Individual and group cognitive biases (e.g., confirmation
bias, funding bias, groupthink) for AI Actors involved in the design,
implementation, and use of GAI systems; Known past GAI system incidents and
failure modes; In-context use and foreseeable misuse, abuse, and off-label use;
Over reliance on quantitative metrics and methodologies without sufficient
awareness of their limitations in the context(s) of use; Standard measurement
and structured human feedback approaches; Anticipated human-AI
configurations.",NIST AI RMF profiles_removed,NIST AI RMF profiles_removed
13,NIST AI RMF profiles_removed/mp-1-1-002/sent_0003,sentence,2,MP-1.1-002,MP-1.1-002,"Plans may
include, as applicable: Individual and group cognitive biases (e.g., confirmation
bias, funding bias, groupthink) for AI Actors involved in the design,
implementation, and use of GAI systems; Known past GAI system incidents and
failure modes; In-context use and foreseeable misuse, abuse, and off-label use;
Over reliance on quantitative metrics and methodologies without sufficient
awareness of their limitations in the context(s) of use; Standard measurement
and structured human feedback approaches; Anticipated human-AI
configurations.","Harmful Bias and Homogenization
MP-1.1-003
Document risk measurement plans to address identified risks.","Human-AI Configuration; Harmful
Bias and Homogenization;
Dangerous, Violent, or Hateful
Content
MP-1.1-004
Identify and document foreseeable illegal uses or applications of the GAI system
that surpass organizational risk tolerances.","[PREV] Harmful Bias and Homogenization
MP-1.1-003
Document risk measurement plans to address identified risks. [TARGET] Plans may
include, as applicable: Individual and group cognitive biases (e.g., confirmation
bias, funding bias, groupthink) for AI Actors involved in the design,
implementation, and use of GAI systems; Known past GAI system incidents and
failure modes; In-context use and foreseeable misuse, abuse, and off-label use;
Over reliance on quantitative metrics and methodologies without sufficient
awareness of their limitations in the context(s) of use; Standard measurement
and structured human feedback approaches; Anticipated human-AI
configurations. [NEXT] Human-AI Configuration; Harmful
Bias and Homogenization;
Dangerous, Violent, or Hateful
Content
MP-1.1-004
Identify and document foreseeable illegal uses or applications of the GAI system
that surpass organizational risk tolerances.",NIST AI RMF profiles_removed,NIST AI RMF profiles_removed
14,NIST AI RMF profiles_removed/mp-1-1-002/sent_0004,sentence,2,MP-1.1-002,MP-1.1-002,"Human-AI Configuration; Harmful
Bias and Homogenization;
Dangerous, Violent, or Hateful
Content
MP-1.1-004
Identify and document foreseeable illegal uses or applications of the GAI system
that surpass organizational risk tolerances.","Plans may
include, as applicable: Individual and group cognitive biases (e.g., confirmation
bias, funding bias, groupthink) for AI Actors involved in the design,
implementation, and use of GAI systems; Known past GAI system incidents and
failure modes; In-context use and foreseeable misuse, abuse, and off-label use;
Over reliance on quantitative metrics and methodologies without sufficient
awareness of their limitations in the context(s) of use; Standard measurement
and structured human feedback approaches; Anticipated human-AI
configurations.","CBRN Information or Capabilities;
Dangerous, Violent, or Hateful
Content; Obscene, Degrading,
and/or Abusive Content
AI Actor Tasks: AI Deployment
MAP 1.2: Interdisciplinary AI Actors, competencies, skills, and capacities for establishing context reflect demographic diversity and
broad domain and user experience expertise, and their participation is documented.","[PREV] Plans may
include, as applicable: Individual and group cognitive biases (e.g., confirmation
bias, funding bias, groupthink) for AI Actors involved in the design,
implementation, and use of GAI systems; Known past GAI system incidents and
failure modes; In-context use and foreseeable misuse, abuse, and off-label use;
Over reliance on quantitative metrics and methodologies without sufficient
awareness of their limitations in the context(s) of use; Standard measurement
and structured human feedback approaches; Anticipated human-AI
configurations. [TARGET] Human-AI Configuration; Harmful
Bias and Homogenization;
Dangerous, Violent, or Hateful
Content
MP-1.1-004
Identify and document foreseeable illegal uses or applications of the GAI system
that surpass organizational risk tolerances. [NEXT] CBRN Information or Capabilities;
Dangerous, Violent, or Hateful
Content; Obscene, Degrading,
and/or Abusive Content
AI Actor Tasks: AI Deployment
MAP 1.2: Interdisciplinary AI Actors, competencies, skills, and capacities for establishing context reflect demographic diversity and
broad domain and user experience expertise, and their participation is documented.",NIST AI RMF profiles_removed,NIST AI RMF profiles_removed
15,NIST AI RMF profiles_removed/mp-1-1-002/sent_0005,sentence,2,MP-1.1-002,MP-1.1-002,"CBRN Information or Capabilities;
Dangerous, Violent, or Hateful
Content; Obscene, Degrading,
and/or Abusive Content
AI Actor Tasks: AI Deployment
MAP 1.2: Interdisciplinary AI Actors, competencies, skills, and capacities for establishing context reflect demographic diversity and
broad domain and user experience expertise, and their participation is documented.","Human-AI Configuration; Harmful
Bias and Homogenization;
Dangerous, Violent, or Hateful
Content
MP-1.1-004
Identify and document foreseeable illegal uses or applications of the GAI system
that surpass organizational risk tolerances.","Opportunities for interdisciplinary
collaboration are prioritized.","[PREV] Human-AI Configuration; Harmful
Bias and Homogenization;
Dangerous, Violent, or Hateful
Content
MP-1.1-004
Identify and document foreseeable illegal uses or applications of the GAI system
that surpass organizational risk tolerances. [TARGET] CBRN Information or Capabilities;
Dangerous, Violent, or Hateful
Content; Obscene, Degrading,
and/or Abusive Content
AI Actor Tasks: AI Deployment
MAP 1.2: Interdisciplinary AI Actors, competencies, skills, and capacities for establishing context reflect demographic diversity and
broad domain and user experience expertise, and their participation is documented. [NEXT] Opportunities for interdisciplinary
collaboration are prioritized.",NIST AI RMF profiles_removed,NIST AI RMF profiles_removed
16,NIST AI RMF profiles_removed/mp-1-1-002/sent_0006,sentence,2,MP-1.1-002,MP-1.1-002,"Opportunities for interdisciplinary
collaboration are prioritized.","CBRN Information or Capabilities;
Dangerous, Violent, or Hateful
Content; Obscene, Degrading,
and/or Abusive Content
AI Actor Tasks: AI Deployment
MAP 1.2: Interdisciplinary AI Actors, competencies, skills, and capacities for establishing context reflect demographic diversity and
broad domain and user experience expertise, and their participation is documented.","Action ID
Suggested Action
GAI Risks
MP-1.2-001
Establish and empower interdisciplinary teams that reflect a wide range of
capabilities, competencies, demographic groups, domain expertise, educational
backgrounds, lived experiences, professions, and skills across the enterprise to
inform and conduct risk measurement and management functions.","[PREV] CBRN Information or Capabilities;
Dangerous, Violent, or Hateful
Content; Obscene, Degrading,
and/or Abusive Content
AI Actor Tasks: AI Deployment
MAP 1.2: Interdisciplinary AI Actors, competencies, skills, and capacities for establishing context reflect demographic diversity and
broad domain and user experience expertise, and their participation is documented. [TARGET] Opportunities for interdisciplinary
collaboration are prioritized. [NEXT] Action ID
Suggested Action
GAI Risks
MP-1.2-001
Establish and empower interdisciplinary teams that reflect a wide range of
capabilities, competencies, demographic groups, domain expertise, educational
backgrounds, lived experiences, professions, and skills across the enterprise to
inform and conduct risk measurement and management functions.",NIST AI RMF profiles_removed,NIST AI RMF profiles_removed
17,NIST AI RMF profiles_removed/mp-1-1-002/sent_0007,sentence,2,MP-1.1-002,MP-1.1-002,"Action ID
Suggested Action
GAI Risks
MP-1.2-001
Establish and empower interdisciplinary teams that reflect a wide range of
capabilities, competencies, demographic groups, domain expertise, educational
backgrounds, lived experiences, professions, and skills across the enterprise to
inform and conduct risk measurement and management functions.","Opportunities for interdisciplinary
collaboration are prioritized.","Human-AI Configuration; Harmful
Bias and Homogenization
MP-1.2-002
Verify that data or benchmarks used in risk measurement, and users,
participants, or subjects involved in structured GAI public feedback exercises
are representative of diverse in-context user populations.","[PREV] Opportunities for interdisciplinary
collaboration are prioritized. [TARGET] Action ID
Suggested Action
GAI Risks
MP-1.2-001
Establish and empower interdisciplinary teams that reflect a wide range of
capabilities, competencies, demographic groups, domain expertise, educational
backgrounds, lived experiences, professions, and skills across the enterprise to
inform and conduct risk measurement and management functions. [NEXT] Human-AI Configuration; Harmful
Bias and Homogenization
MP-1.2-002
Verify that data or benchmarks used in risk measurement, and users,
participants, or subjects involved in structured GAI public feedback exercises
are representative of diverse in-context user populations.",NIST AI RMF profiles_removed,NIST AI RMF profiles_removed
18,NIST AI RMF profiles_removed/mp-1-1-002/sent_0008,sentence,2,MP-1.1-002,MP-1.1-002,"Human-AI Configuration; Harmful
Bias and Homogenization
MP-1.2-002
Verify that data or benchmarks used in risk measurement, and users,
participants, or subjects involved in structured GAI public feedback exercises
are representative of diverse in-context user populations.","Action ID
Suggested Action
GAI Risks
MP-1.2-001
Establish and empower interdisciplinary teams that reflect a wide range of
capabilities, competencies, demographic groups, domain expertise, educational
backgrounds, lived experiences, professions, and skills across the enterprise to
inform and conduct risk measurement and management functions.","Human-AI Configuration; Harmful
Bias and Homogenization
AI Actor Tasks: AI Deployment","[PREV] Action ID
Suggested Action
GAI Risks
MP-1.2-001
Establish and empower interdisciplinary teams that reflect a wide range of
capabilities, competencies, demographic groups, domain expertise, educational
backgrounds, lived experiences, professions, and skills across the enterprise to
inform and conduct risk measurement and management functions. [TARGET] Human-AI Configuration; Harmful
Bias and Homogenization
MP-1.2-002
Verify that data or benchmarks used in risk measurement, and users,
participants, or subjects involved in structured GAI public feedback exercises
are representative of diverse in-context user populations. [NEXT] Human-AI Configuration; Harmful
Bias and Homogenization
AI Actor Tasks: AI Deployment",NIST AI RMF profiles_removed,NIST AI RMF profiles_removed
19,NIST AI RMF profiles_removed/mp-1-1-002/sent_0009,sentence,2,MP-1.1-002,MP-1.1-002,"Human-AI Configuration; Harmful
Bias and Homogenization
AI Actor Tasks: AI Deployment","Human-AI Configuration; Harmful
Bias and Homogenization
MP-1.2-002
Verify that data or benchmarks used in risk measurement, and users,
participants, or subjects involved in structured GAI public feedback exercises
are representative of diverse in-context user populations.",,"[PREV] Human-AI Configuration; Harmful
Bias and Homogenization
MP-1.2-002
Verify that data or benchmarks used in risk measurement, and users,
participants, or subjects involved in structured GAI public feedback exercises
are representative of diverse in-context user populations. [TARGET] Human-AI Configuration; Harmful
Bias and Homogenization
AI Actor Tasks: AI Deployment",NIST AI RMF profiles_removed,NIST AI RMF profiles_removed
20,NIST AI RMF profiles_removed/map-2-1/sent_0001,sentence,3,MAP 2.1:,MAP 2.1:,"MAP 2.1: The specific tasks and methods used to implement the tasks that the AI system will support are defined (e.g., classifiers,
generative models, recommenders).",,"Action ID
Suggested Action
GAI Risks
MP-2.1-001
Establish known assumptions and practices for determining data origin and
content lineage, for documentation and evaluation purposes.","[TARGET] MAP 2.1: The specific tasks and methods used to implement the tasks that the AI system will support are defined (e.g., classifiers,
generative models, recommenders). [NEXT] Action ID
Suggested Action
GAI Risks
MP-2.1-001
Establish known assumptions and practices for determining data origin and
content lineage, for documentation and evaluation purposes.",NIST AI RMF profiles_removed,NIST AI RMF profiles_removed
21,NIST AI RMF profiles_removed/map-2-1/sent_0002,sentence,3,MAP 2.1:,MAP 2.1:,"Action ID
Suggested Action
GAI Risks
MP-2.1-001
Establish known assumptions and practices for determining data origin and
content lineage, for documentation and evaluation purposes.","MAP 2.1: The specific tasks and methods used to implement the tasks that the AI system will support are defined (e.g., classifiers,
generative models, recommenders).","Information Integrity
MP-2.1-002
Institute test and evaluation for data and content flows within the GAI system,
including but not limited to, original data sources, data transformations, and
decision-making criteria.","[PREV] MAP 2.1: The specific tasks and methods used to implement the tasks that the AI system will support are defined (e.g., classifiers,
generative models, recommenders). [TARGET] Action ID
Suggested Action
GAI Risks
MP-2.1-001
Establish known assumptions and practices for determining data origin and
content lineage, for documentation and evaluation purposes. [NEXT] Information Integrity
MP-2.1-002
Institute test and evaluation for data and content flows within the GAI system,
including but not limited to, original data sources, data transformations, and
decision-making criteria.",NIST AI RMF profiles_removed,NIST AI RMF profiles_removed
22,NIST AI RMF profiles_removed/map-2-1/sent_0003,sentence,3,MAP 2.1:,MAP 2.1:,"Information Integrity
MP-2.1-002
Institute test and evaluation for data and content flows within the GAI system,
including but not limited to, original data sources, data transformations, and
decision-making criteria.","Action ID
Suggested Action
GAI Risks
MP-2.1-001
Establish known assumptions and practices for determining data origin and
content lineage, for documentation and evaluation purposes.","Intellectual Property; Data Privacy
AI Actor Tasks: TEVV
MAP 2.2: Information about the AI system's knowledge limits and how system output may be utilized and overseen by humans is
documented.","[PREV] Action ID
Suggested Action
GAI Risks
MP-2.1-001
Establish known assumptions and practices for determining data origin and
content lineage, for documentation and evaluation purposes. [TARGET] Information Integrity
MP-2.1-002
Institute test and evaluation for data and content flows within the GAI system,
including but not limited to, original data sources, data transformations, and
decision-making criteria. [NEXT] Intellectual Property; Data Privacy
AI Actor Tasks: TEVV
MAP 2.2: Information about the AI system's knowledge limits and how system output may be utilized and overseen by humans is
documented.",NIST AI RMF profiles_removed,NIST AI RMF profiles_removed
