sim	a_rule_id	a_req	b_rule_id	b_req
0.8575	spans-passthrough-candidates/sent_0003-c6530ffa	The developer shall examine training, validation and testing data sets in view of possible biases that are likely to affect the health and safety of persons, have a negative impact on fundamental rights or lead to discrimination prohibited under Union law.	spans-passthrough-candidates/sent_0004-08acb69f	developer shall ensure that training, validation and testing data sets have appropriate statistical properties.
0.8564	spans-passthrough-candidates/sent_0001-15d40ad9	Developer shall test high-risk AI systems to verify they are in compliance with the requirements set out in this Section.	spans-passthrough-candidates/sent_0002-3a014ff2	Developer shall design and develop high-risk AI systems to achieve an appropriate level of accuracy.
0.8545	spans-passthrough-candidates/sent_0002-6e7ec3ae	The org shall draw up the technical documentation of the high-risk AI system before the system is placed on the market or put into service.	spans-passthrough-candidates/sent_0002-9d8029f0	The org shall prepare the technical documentation so that it demonstrates that the high-risk AI system complies with the requirements set out in this Section.
0.8534	spans-passthrough-candidates/sent_0003-9bee1053	developer shall ensure that the relevant residual risk associated with each hazard, as well as the overall residual risk of the high-risk AI system, is judged to be acceptable.	spans-passthrough-candidates/sent_0003-e23c3495	developer shall eliminate or reduce risks identified and evaluated pursuant to paragraph 2 as far as technically feasible through adequate design and development of the high-risk AI system.
0.8517	spans-passthrough-candidates/sent_0003-0e497608	provider shall include in the instructions for use any known or foreseeable circumstance, related to the use of the high-risk AI system, "which may lead to risks to the health".	spans-passthrough-candidates/sent_0003-8bbd2518	provider shall include in the instructions for use the level of accuracy, including its metrics, robustness and cybersecurity referred to in Article 15 against which the high-risk AI system has been tested and validated and which can be expected, and any known and foreseeable circumstances that may have an impact on that expected level of accuracy, robustness and cybersecurity.
0.8515	spans-passthrough-candidates/sent_0004-3ca1ca83	developer shall ensure that training, validation and testing data sets are sufficiently representative in view of the intended purpose.	spans-passthrough-candidates/sent_0004-08acb69f	developer shall ensure that training, validation and testing data sets have appropriate statistical properties.
0.8507	spans-passthrough-candidates/sent_0001-15d40ad9	Developer shall test high-risk AI systems to verify they are in compliance with the requirements set out in this Section.	spans-passthrough-candidates/sent_0002-5deddc14	Developer shall design and develop high-risk AI systems to achieve an appropriate level of robustness.
0.8494	spans-passthrough-candidates/sent_0001-47119b62	Developer shall test high-risk AI systems to verify they perform consistently for their intended purpose.	spans-passthrough-candidates/sent_0002-5deddc14	Developer shall design and develop high-risk AI systems to achieve an appropriate level of robustness.
0.8477	spans-passthrough-candidates/sent_0002-c897e6ed	Design and develop high-risk AI systems such that their operation is sufficiently transparent to enable deployers to interpret a system's output and use it appropriately.	spans-passthrough-candidates/sent_0001-a90b76d1	developer shall design and develop high-risk AI systems, including appropriate human-machine interface tools, so that natural persons can effectively oversee the system during the period in which it is in use.
0.8477	spans-passthrough-candidates/sent_0002-7ec10960	org shall establish a risk management system in relation to high-risk AI systems.	spans-passthrough-candidates/sent_0002-211aaa37	org shall identify and analyse the known and reasonably foreseeable risks that the high-risk AI system can pose to safety when the system is used in accordance with its intended purpose.
0.8459	spans-passthrough-candidates/sent_0003-fd46a318	The developer shall develop high-risk AI systems that make use of techniques involving the training of AI models on the basis of training, validation and testing data sets that meet the quality criteria referred to in paragraphs 2 to 5.	spans-passthrough-candidates/sent_0002-3a014ff2	Developer shall design and develop high-risk AI systems to achieve an appropriate level of accuracy.
0.8420	spans-passthrough-candidates/sent_0001-15d40ad9	Developer shall test high-risk AI systems to verify they are in compliance with the requirements set out in this Section.	spans-passthrough-candidates/sent_0002-1ebb3cfd	Developer shall design and develop high-risk AI systems to achieve an appropriate level of cybersecurity.
0.8378	spans-passthrough-candidates/sent_0004-3f2201cc	developer shall ensure that training, validation and testing data sets are relevant to the intended purpose.	spans-passthrough-candidates/sent_0004-7b3305e3	developer shall ensure that training, validation and testing data sets are, to the best extent possible, free of errors and complete in view of the intended purpose.
0.8347	spans-passthrough-candidates/sent_0001-47119b62	Developer shall test high-risk AI systems to verify they perform consistently for their intended purpose.	spans-passthrough-candidates/sent_0002-0f453615	Developer shall design and develop high-risk AI systems to be as resilient as possible to errors, faults or inconsistencies within the system or its operating environment, including interactions with natural persons or other systems.
0.8342	spans-passthrough-candidates/sent_0003-e3fa191f	The developer shall implement appropriate measures to detect, prevent and mitigate possible biases identified according to point (f).	spans-passthrough-candidates/sent_0004-08acb69f	developer shall ensure that training, validation and testing data sets have appropriate statistical properties.
0.8335	spans-passthrough-candidates/sent_0002-0f453615	Developer shall design and develop high-risk AI systems to be as resilient as possible to errors, faults or inconsistencies within the system or its operating environment, including interactions with natural persons or other systems.	spans-passthrough-candidates/sent_0003-4dd10e7c	developer shall ensure high-risk AI systems are resilient against attempts by unauthorised third parties to alter their use, outputs or performance by exploiting system vulnerabilities.
0.8322	spans-passthrough-candidates/sent_0002-39119645	Provider shall identify, before placing the high-risk AI system on the market or putting it into service, measures that are appropriate to be implemented by the deployer.	spans-passthrough-candidates/sent_0002-0e8c2517	Provider shall provide the high-risk AI system to the deployer in such a way that natural persons assigned human oversight are enabled to properly understand the system's relevant capacities and limitations and to duly monitor its operation, including detecting and addressing anomalies, dysfunctions and unexpected performance.
0.8318	spans-passthrough-candidates/sent_0001-15d40ad9	Developer shall test high-risk AI systems to verify they are in compliance with the requirements set out in this Section.	spans-passthrough-candidates/sent_0002-b6d603a4	Developer shall design and develop high-risk AI systems so that they perform consistently in accuracy, robustness, and cybersecurity throughout their lifecycle.
0.8318	spans-passthrough-candidates/sent_0001-9e763bba	Developer shall test high-risk AI systems for the purpose of identifying the most appropriate and targeted risk management measures.	spans-passthrough-candidates/sent_0002-b6d603a4	Developer shall design and develop high-risk AI systems so that they perform consistently in accuracy, robustness, and cybersecurity throughout their lifecycle.
0.8318	spans-passthrough-candidates/sent_0002-7ec10960	org shall establish a risk management system in relation to high-risk AI systems.	spans-passthrough-candidates/sent_0004-70f56802	org shall ensure that the technical solutions aiming to ensure the cybersecurity of high-risk AI systems are appropriate to the relevant circumstances and the risks.
0.8304	spans-passthrough-candidates/sent_0002-43755c70	Provider shall ensure oversight measures are commensurate with the risks, level of autonomy and context of use of the high-risk AI system.	spans-passthrough-candidates/sent_0002-39119645	Provider shall identify, before placing the high-risk AI system on the market or putting it into service, measures that are appropriate to be implemented by the deployer.
0.8302	spans-passthrough-candidates/sent_0002-7ec10960	org shall establish a risk management system in relation to high-risk AI systems.	spans-passthrough-candidates/sent_0002-454ce848	org shall estimate and evaluate the risks that may emerge under intended use and under conditions of reasonably foreseeable misuse.
0.8296	spans-passthrough-candidates/sent_0003-fd46a318	The developer shall develop high-risk AI systems that make use of techniques involving the training of AI models on the basis of training, validation and testing data sets that meet the quality criteria referred to in paragraphs 2 to 5.	spans-passthrough-candidates/sent_0003-5c6205eb	The developer shall subject training, validation and testing data sets to data governance and management practices appropriate for the intended purpose of the high-risk AI system.
0.8288	spans-passthrough-candidates/sent_0002-0521cfce	The org shall keep the technical documentation up-to-date.	spans-passthrough-candidates/sent_0002-2ce437fb	The org shall ensure the technical documentation contains, at a minimum, the elements set out in Annex IV.
0.8276	spans-passthrough-candidates/sent_0003-9bee1053	developer shall ensure that the relevant residual risk associated with each hazard, as well as the overall residual risk of the high-risk AI system, is judged to be acceptable.	spans-passthrough-candidates/sent_0001-9e763bba	Developer shall test high-risk AI systems for the purpose of identifying the most appropriate and targeted risk management measures.
0.8275	spans-passthrough-candidates/sent_0002-43755c70	Provider shall ensure oversight measures are commensurate with the risks, level of autonomy and context of use of the high-risk AI system.	spans-passthrough-candidates/sent_0002-0e8c2517	Provider shall provide the high-risk AI system to the deployer in such a way that natural persons assigned human oversight are enabled to properly understand the system's relevant capacities and limitations and to duly monitor its operation, including detecting and addressing anomalies, dysfunctions and unexpected performance.
0.8249	spans-passthrough-candidates/sent_0001-9e763bba	Developer shall test high-risk AI systems for the purpose of identifying the most appropriate and targeted risk management measures.	spans-passthrough-candidates/sent_0002-0f453615	Developer shall design and develop high-risk AI systems to be as resilient as possible to errors, faults or inconsistencies within the system or its operating environment, including interactions with natural persons or other systems.
0.8232	spans-passthrough-candidates/sent_0001-47119b62	Developer shall test high-risk AI systems to verify they perform consistently for their intended purpose.	spans-passthrough-candidates/sent_0002-1ebb3cfd	Developer shall design and develop high-risk AI systems to achieve an appropriate level of cybersecurity.
0.8202	spans-passthrough-candidates/sent_0003-e23c3495	developer shall eliminate or reduce risks identified and evaluated pursuant to paragraph 2 as far as technically feasible through adequate design and development of the high-risk AI system.	spans-passthrough-candidates/sent_0001-9e763bba	Developer shall test high-risk AI systems for the purpose of identifying the most appropriate and targeted risk management measures.
0.8169	spans-passthrough-candidates/sent_0001-15d40ad9	Developer shall test high-risk AI systems to verify they are in compliance with the requirements set out in this Section.	spans-passthrough-candidates/sent_0002-0f453615	Developer shall design and develop high-risk AI systems to be as resilient as possible to errors, faults or inconsistencies within the system or its operating environment, including interactions with natural persons or other systems.
0.8168	spans-passthrough-candidates/sent_0003-fd46a318	The developer shall develop high-risk AI systems that make use of techniques involving the training of AI models on the basis of training, validation and testing data sets that meet the quality criteria referred to in paragraphs 2 to 5.	spans-passthrough-candidates/sent_0004-08acb69f	developer shall ensure that training, validation and testing data sets have appropriate statistical properties.
0.8163	spans-passthrough-candidates/sent_0001-15d40ad9	Developer shall test high-risk AI systems to verify they are in compliance with the requirements set out in this Section.	spans-passthrough-candidates/sent_0003-fd46a318	The developer shall develop high-risk AI systems that make use of techniques involving the training of AI models on the basis of training, validation and testing data sets that meet the quality criteria referred to in paragraphs 2 to 5.
0.8152	spans-passthrough-candidates/sent_0001-9e763bba	Developer shall test high-risk AI systems for the purpose of identifying the most appropriate and targeted risk management measures.	spans-passthrough-candidates/sent_0003-fd46a318	The developer shall develop high-risk AI systems that make use of techniques involving the training of AI models on the basis of training, validation and testing data sets that meet the quality criteria referred to in paragraphs 2 to 5.
0.8128	spans-passthrough-candidates/sent_0001-47119b62	Developer shall test high-risk AI systems to verify they perform consistently for their intended purpose.	spans-passthrough-candidates/sent_0003-fd46a318	The developer shall develop high-risk AI systems that make use of techniques involving the training of AI models on the basis of training, validation and testing data sets that meet the quality criteria referred to in paragraphs 2 to 5.
0.8095	spans-passthrough-candidates/sent_0003-fd46a318	The developer shall develop high-risk AI systems that make use of techniques involving the training of AI models on the basis of training, validation and testing data sets that meet the quality criteria referred to in paragraphs 2 to 5.	spans-passthrough-candidates/sent_0002-5deddc14	Developer shall design and develop high-risk AI systems to achieve an appropriate level of robustness.
0.8085	spans-passthrough-candidates/sent_0003-fd46a318	The developer shall develop high-risk AI systems that make use of techniques involving the training of AI models on the basis of training, validation and testing data sets that meet the quality criteria referred to in paragraphs 2 to 5.	spans-passthrough-candidates/sent_0002-b6d603a4	Developer shall design and develop high-risk AI systems so that they perform consistently in accuracy, robustness, and cybersecurity throughout their lifecycle.
0.8078	spans-passthrough-candidates/sent_0003-9bee1053	developer shall ensure that the relevant residual risk associated with each hazard, as well as the overall residual risk of the high-risk AI system, is judged to be acceptable.	spans-passthrough-candidates/sent_0002-3a014ff2	Developer shall design and develop high-risk AI systems to achieve an appropriate level of accuracy.
0.8049	spans-passthrough-candidates/sent_0003-fd46a318	The developer shall develop high-risk AI systems that make use of techniques involving the training of AI models on the basis of training, validation and testing data sets that meet the quality criteria referred to in paragraphs 2 to 5.	spans-passthrough-candidates/sent_0004-3ca1ca83	developer shall ensure that training, validation and testing data sets are sufficiently representative in view of the intended purpose.
0.8035	spans-passthrough-candidates/sent_0003-9bee1053	developer shall ensure that the relevant residual risk associated with each hazard, as well as the overall residual risk of the high-risk AI system, is judged to be acceptable.	spans-passthrough-candidates/sent_0002-5deddc14	Developer shall design and develop high-risk AI systems to achieve an appropriate level of robustness.
0.8028	spans-passthrough-candidates/sent_0002-7ec10960	org shall establish a risk management system in relation to high-risk AI systems.	spans-passthrough-candidates/sent_0002-3591f41d	org shall plan and run the risk management system as a continuous iterative process throughout the entire lifecycle of a high-risk AI system.
0.8020	spans-passthrough-candidates/sent_0003-e23c3495	developer shall eliminate or reduce risks identified and evaluated pursuant to paragraph 2 as far as technically feasible through adequate design and development of the high-risk AI system.	spans-passthrough-candidates/sent_0002-5deddc14	Developer shall design and develop high-risk AI systems to achieve an appropriate level of robustness.
0.8019	spans-passthrough-candidates/sent_0001-9e763bba	Developer shall test high-risk AI systems for the purpose of identifying the most appropriate and targeted risk management measures.	spans-passthrough-candidates/sent_0003-4dd10e7c	developer shall ensure high-risk AI systems are resilient against attempts by unauthorised third parties to alter their use, outputs or performance by exploiting system vulnerabilities.
0.8010	spans-passthrough-candidates/sent_0003-c6530ffa	The developer shall examine training, validation and testing data sets in view of possible biases that are likely to affect the health and safety of persons, have a negative impact on fundamental rights or lead to discrimination prohibited under Union law.	spans-passthrough-candidates/sent_0004-3ca1ca83	developer shall ensure that training, validation and testing data sets are sufficiently representative in view of the intended purpose.
0.8004	spans-passthrough-candidates/sent_0003-9bee1053	developer shall ensure that the relevant residual risk associated with each hazard, as well as the overall residual risk of the high-risk AI system, is judged to be acceptable.	spans-passthrough-candidates/sent_0001-15d40ad9	Developer shall test high-risk AI systems to verify they are in compliance with the requirements set out in this Section.
0.7961	spans-passthrough-candidates/sent_0003-fd46a318	The developer shall develop high-risk AI systems that make use of techniques involving the training of AI models on the basis of training, validation and testing data sets that meet the quality criteria referred to in paragraphs 2 to 5.	spans-passthrough-candidates/sent_0002-1ebb3cfd	Developer shall design and develop high-risk AI systems to achieve an appropriate level of cybersecurity.
0.7961	spans-passthrough-candidates/sent_0002-43755c70	Provider shall ensure oversight measures are commensurate with the risks, level of autonomy and context of use of the high-risk AI system.	spans-passthrough-candidates/sent_0002-564213b1	Provider shall provide the high-risk AI system to the deployer in such a way that natural persons assigned human oversight are enabled to remain aware of the tendency to automatically rely or over-rely on the output produced by the high-risk AI system (automation bias).
0.7960	spans-passthrough-candidates/sent_0001-b8e5df2f	developer shall enable logging capabilities to record events relevant for identifying situations that may result in the high-risk AI system presenting a risk or in a substantial modification.	spans-passthrough-candidates/sent_0001-885cbe0b	developer shall enable logging capabilities to record events relevant for facilitating the post-market monitoring referred to in Article 72.
0.7949	spans-passthrough-candidates/sent_0003-e23c3495	developer shall eliminate or reduce risks identified and evaluated pursuant to paragraph 2 as far as technically feasible through adequate design and development of the high-risk AI system.	spans-passthrough-candidates/sent_0002-3a014ff2	Developer shall design and develop high-risk AI systems to achieve an appropriate level of accuracy.
0.7928	spans-passthrough-candidates/sent_0001-47119b62	Developer shall test high-risk AI systems to verify they perform consistently for their intended purpose.	spans-passthrough-candidates/sent_0003-4dd10e7c	developer shall ensure high-risk AI systems are resilient against attempts by unauthorised third parties to alter their use, outputs or performance by exploiting system vulnerabilities.
0.7925	spans-passthrough-candidates/sent_0003-9bee1053	developer shall ensure that the relevant residual risk associated with each hazard, as well as the overall residual risk of the high-risk AI system, is judged to be acceptable.	spans-passthrough-candidates/sent_0002-1ebb3cfd	Developer shall design and develop high-risk AI systems to achieve an appropriate level of cybersecurity.
0.7923	spans-passthrough-candidates/sent_0002-43755c70	Provider shall ensure oversight measures are commensurate with the risks, level of autonomy and context of use of the high-risk AI system.	spans-passthrough-candidates/sent_0002-33a93b6b	Provider shall identify and build measures into the high-risk AI system when technically feasible before it is placed on the market or put into service.
0.7921	spans-passthrough-candidates/sent_0003-e23c3495	developer shall eliminate or reduce risks identified and evaluated pursuant to paragraph 2 as far as technically feasible through adequate design and development of the high-risk AI system.	spans-passthrough-candidates/sent_0002-1ebb3cfd	Developer shall design and develop high-risk AI systems to achieve an appropriate level of cybersecurity.
0.7915	spans-passthrough-candidates/sent_0003-e23c3495	developer shall eliminate or reduce risks identified and evaluated pursuant to paragraph 2 as far as technically feasible through adequate design and development of the high-risk AI system.	spans-passthrough-candidates/sent_0003-df8c5d9c	developer shall implement adequate mitigation and control measures addressing risks that cannot be eliminated.
0.7903	spans-passthrough-candidates/sent_0003-9bee1053	developer shall ensure that the relevant residual risk associated with each hazard, as well as the overall residual risk of the high-risk AI system, is judged to be acceptable.	spans-passthrough-candidates/sent_0002-0f453615	Developer shall design and develop high-risk AI systems to be as resilient as possible to errors, faults or inconsistencies within the system or its operating environment, including interactions with natural persons or other systems.
0.7902	spans-passthrough-candidates/sent_0003-fd46a318	The developer shall develop high-risk AI systems that make use of techniques involving the training of AI models on the basis of training, validation and testing data sets that meet the quality criteria referred to in paragraphs 2 to 5.	spans-passthrough-candidates/sent_0002-0f453615	Developer shall design and develop high-risk AI systems to be as resilient as possible to errors, faults or inconsistencies within the system or its operating environment, including interactions with natural persons or other systems.
0.7886	spans-passthrough-candidates/sent_0001-15d40ad9	Developer shall test high-risk AI systems to verify they are in compliance with the requirements set out in this Section.	spans-passthrough-candidates/sent_0003-4dd10e7c	developer shall ensure high-risk AI systems are resilient against attempts by unauthorised third parties to alter their use, outputs or performance by exploiting system vulnerabilities.
0.7877	spans-passthrough-candidates/sent_0002-3a014ff2	Developer shall design and develop high-risk AI systems to achieve an appropriate level of accuracy.	spans-passthrough-candidates/sent_0003-4dd10e7c	developer shall ensure high-risk AI systems are resilient against attempts by unauthorised third parties to alter their use, outputs or performance by exploiting system vulnerabilities.
