unit_id,span_id,kind,page,section,section_path,text,prev_sentence,next_sentence,window_text,pdf_name,doc_id,new_span_id,new_kind,new_page,match_type
11,EU_AI_2024_removed/appropriate-the-necessary-testing-and-reporting-processes-in/sent_0007,sentence,2,"appropriate, the necessary testing and reporting processes, information and documentation they provide with regard to","appropriate, the necessary testing and reporting processes, information and documentation they provide with regard to","It shall comprise the following
steps:
(a) the identification and analysis of the known and the reasonably foreseeable risks that the high-risk AI system can pose
to health, safety or fundamental rights when the high-risk AI system is used in accordance with its intended purpose;
(b) the estimation and evaluation of the risks that may emerge when the high-risk AI system is used in accordance with its
intended purpose, and under conditions of reasonably foreseeable misuse;
(c) the evaluation of other risks possibly arising, based on the analysis of data gathered from the post-market monitoring
system referred to in Article 72;
(d) the adoption of appropriate and targeted risk management measures designed to address the risks identified pursuant to
point (a).
3.","The risk management system shall be understood as a continuous iterative process planned and run throughout the
entire lifecycle of a high-risk AI system, requiring regular systematic review and updating.","The risks referred to in this Article shall concern only those which may be reasonably mitigated or eliminated through
the development or design of the high-risk AI system, or the provision of adequate technical information.
4.","[PREV] The risk management system shall be understood as a continuous iterative process planned and run throughout the
entire lifecycle of a high-risk AI system, requiring regular systematic review and updating. [TARGET] It shall comprise the following
steps:
(a) the identification and analysis of the known and the reasonably foreseeable risks that the high-risk AI system can pose
to health, safety or fundamental rights when the high-risk AI system is used in accordance with its intended purpose;
(b) the estimation and evaluation of the risks that may emerge when the high-risk AI system is used in accordance with its
intended purpose, and under conditions of reasonably foreseeable misuse;
(c) the evaluation of other risks possibly arising, based on the analysis of data gathered from the post-market monitoring
system referred to in Article 72;
(d) the adoption of appropriate and targeted risk management measures designed to address the risks identified pursuant to
point (a).
3. [NEXT] The risks referred to in this Article shall concern only those which may be reasonably mitigated or eliminated through
the development or design of the high-risk AI system, or the provision of adequate technical information.
4.",EU_AI_2024_removed,EU_AI_2024_removed,EU_AI_2024_removed/appropriate-the-necessary-testing-and-reporting-processes-in/sent_0002,sentence,2,contains
12,EU_AI_2024_removed/appropriate-the-necessary-testing-and-reporting-processes-in/sent_0008,sentence,2,"appropriate, the necessary testing and reporting processes, information and documentation they provide with regard to","appropriate, the necessary testing and reporting processes, information and documentation they provide with regard to","The risks referred to in this Article shall concern only those which may be reasonably mitigated or eliminated through
the development or design of the high-risk AI system, or the provision of adequate technical information.
4.","It shall comprise the following
steps:
(a) the identification and analysis of the known and the reasonably foreseeable risks that the high-risk AI system can pose
to health, safety or fundamental rights when the high-risk AI system is used in accordance with its intended purpose;
(b) the estimation and evaluation of the risks that may emerge when the high-risk AI system is used in accordance with its
intended purpose, and under conditions of reasonably foreseeable misuse;
(c) the evaluation of other risks possibly arising, based on the analysis of data gathered from the post-market monitoring
system referred to in Article 72;
(d) the adoption of appropriate and targeted risk management measures designed to address the risks identified pursuant to
point (a).
3.","The risk management measures referred to in paragraph 2, point (d), shall give due consideration to the effects and
possible interaction resulting from the combined application of the requirements set out in this Section, with a view to
minimising risks more effectively while achieving an appropriate balance in implementing the measures to fulfil those
requirements.
5.","[PREV] It shall comprise the following
steps:
(a) the identification and analysis of the known and the reasonably foreseeable risks that the high-risk AI system can pose
to health, safety or fundamental rights when the high-risk AI system is used in accordance with its intended purpose;
(b) the estimation and evaluation of the risks that may emerge when the high-risk AI system is used in accordance with its
intended purpose, and under conditions of reasonably foreseeable misuse;
(c) the evaluation of other risks possibly arising, based on the analysis of data gathered from the post-market monitoring
system referred to in Article 72;
(d) the adoption of appropriate and targeted risk management measures designed to address the risks identified pursuant to
point (a).
3. [TARGET] The risks referred to in this Article shall concern only those which may be reasonably mitigated or eliminated through
the development or design of the high-risk AI system, or the provision of adequate technical information.
4. [NEXT] The risk management measures referred to in paragraph 2, point (d), shall give due consideration to the effects and
possible interaction resulting from the combined application of the requirements set out in this Section, with a view to
minimising risks more effectively while achieving an appropriate balance in implementing the measures to fulfil those
requirements.
5.",EU_AI_2024_removed,EU_AI_2024_removed,EU_AI_2024_removed/appropriate-the-necessary-testing-and-reporting-processes-in/sent_0002,sentence,2,contains
13,EU_AI_2024_removed/appropriate-the-necessary-testing-and-reporting-processes-in/sent_0009,sentence,2,"appropriate, the necessary testing and reporting processes, information and documentation they provide with regard to","appropriate, the necessary testing and reporting processes, information and documentation they provide with regard to","The risk management measures referred to in paragraph 2, point (d), shall give due consideration to the effects and
possible interaction resulting from the combined application of the requirements set out in this Section, with a view to
minimising risks more effectively while achieving an appropriate balance in implementing the measures to fulfil those
requirements.
5.","The risks referred to in this Article shall concern only those which may be reasonably mitigated or eliminated through
the development or design of the high-risk AI system, or the provision of adequate technical information.
4.","The risk management measures referred to in paragraph 2, point (d), shall be such that the relevant residual risk
associated with each hazard, as well as the overall residual risk of the high-risk AI systems is judged to be acceptable.","[PREV] The risks referred to in this Article shall concern only those which may be reasonably mitigated or eliminated through
the development or design of the high-risk AI system, or the provision of adequate technical information.
4. [TARGET] The risk management measures referred to in paragraph 2, point (d), shall give due consideration to the effects and
possible interaction resulting from the combined application of the requirements set out in this Section, with a view to
minimising risks more effectively while achieving an appropriate balance in implementing the measures to fulfil those
requirements.
5. [NEXT] The risk management measures referred to in paragraph 2, point (d), shall be such that the relevant residual risk
associated with each hazard, as well as the overall residual risk of the high-risk AI systems is judged to be acceptable.",EU_AI_2024_removed,EU_AI_2024_removed,EU_AI_2024_removed/appropriate-the-necessary-testing-and-reporting-processes-in/sent_0003,sentence,2,contains
14,EU_AI_2024_removed/appropriate-the-necessary-testing-and-reporting-processes-in/sent_0010,sentence,2,"appropriate, the necessary testing and reporting processes, information and documentation they provide with regard to","appropriate, the necessary testing and reporting processes, information and documentation they provide with regard to","The risk management measures referred to in paragraph 2, point (d), shall be such that the relevant residual risk
associated with each hazard, as well as the overall residual risk of the high-risk AI systems is judged to be acceptable.","The risk management measures referred to in paragraph 2, point (d), shall give due consideration to the effects and
possible interaction resulting from the combined application of the requirements set out in this Section, with a view to
minimising risks more effectively while achieving an appropriate balance in implementing the measures to fulfil those
requirements.
5.","In identifying the most appropriate risk management measures, the following shall be ensured:
(a) elimination or reduction of risks identified and evaluated pursuant to paragraph 2 in as far as technically feasible
through adequate design and development of the high-risk AI system;
(b) where appropriate, implementation of adequate mitigation and control measures addressing risks that cannot be
eliminated;
(c) provision of information required pursuant to Article 13 and, where appropriate, training to deployers.","[PREV] The risk management measures referred to in paragraph 2, point (d), shall give due consideration to the effects and
possible interaction resulting from the combined application of the requirements set out in this Section, with a view to
minimising risks more effectively while achieving an appropriate balance in implementing the measures to fulfil those
requirements.
5. [TARGET] The risk management measures referred to in paragraph 2, point (d), shall be such that the relevant residual risk
associated with each hazard, as well as the overall residual risk of the high-risk AI systems is judged to be acceptable. [NEXT] In identifying the most appropriate risk management measures, the following shall be ensured:
(a) elimination or reduction of risks identified and evaluated pursuant to paragraph 2 in as far as technically feasible
through adequate design and development of the high-risk AI system;
(b) where appropriate, implementation of adequate mitigation and control measures addressing risks that cannot be
eliminated;
(c) provision of information required pursuant to Article 13 and, where appropriate, training to deployers.",EU_AI_2024_removed,EU_AI_2024_removed,EU_AI_2024_removed/appropriate-the-necessary-testing-and-reporting-processes-in/sent_0003,sentence,2,contains
15,EU_AI_2024_removed/appropriate-the-necessary-testing-and-reporting-processes-in/sent_0011,sentence,2,"appropriate, the necessary testing and reporting processes, information and documentation they provide with regard to","appropriate, the necessary testing and reporting processes, information and documentation they provide with regard to","In identifying the most appropriate risk management measures, the following shall be ensured:
(a) elimination or reduction of risks identified and evaluated pursuant to paragraph 2 in as far as technically feasible
through adequate design and development of the high-risk AI system;
(b) where appropriate, implementation of adequate mitigation and control measures addressing risks that cannot be
eliminated;
(c) provision of information required pursuant to Article 13 and, where appropriate, training to deployers.","The risk management measures referred to in paragraph 2, point (d), shall be such that the relevant residual risk
associated with each hazard, as well as the overall residual risk of the high-risk AI systems is judged to be acceptable.","EN
OJ L, 12.7.2024","[PREV] The risk management measures referred to in paragraph 2, point (d), shall be such that the relevant residual risk
associated with each hazard, as well as the overall residual risk of the high-risk AI systems is judged to be acceptable. [TARGET] In identifying the most appropriate risk management measures, the following shall be ensured:
(a) elimination or reduction of risks identified and evaluated pursuant to paragraph 2 in as far as technically feasible
through adequate design and development of the high-risk AI system;
(b) where appropriate, implementation of adequate mitigation and control measures addressing risks that cannot be
eliminated;
(c) provision of information required pursuant to Article 13 and, where appropriate, training to deployers. [NEXT] EN
OJ L, 12.7.2024",EU_AI_2024_removed,EU_AI_2024_removed,EU_AI_2024_removed/appropriate-the-necessary-testing-and-reporting-processes-in/sent_0003,sentence,2,contains
16,EU_AI_2024_removed/appropriate-the-necessary-testing-and-reporting-processes-in/sent_0012,sentence,2,"appropriate, the necessary testing and reporting processes, information and documentation they provide with regard to","appropriate, the necessary testing and reporting processes, information and documentation they provide with regard to","EN
OJ L, 12.7.2024","In identifying the most appropriate risk management measures, the following shall be ensured:
(a) elimination or reduction of risks identified and evaluated pursuant to paragraph 2 in as far as technically feasible
through adequate design and development of the high-risk AI system;
(b) where appropriate, implementation of adequate mitigation and control measures addressing risks that cannot be
eliminated;
(c) provision of information required pursuant to Article 13 and, where appropriate, training to deployers.",,"[PREV] In identifying the most appropriate risk management measures, the following shall be ensured:
(a) elimination or reduction of risks identified and evaluated pursuant to paragraph 2 in as far as technically feasible
through adequate design and development of the high-risk AI system;
(b) where appropriate, implementation of adequate mitigation and control measures addressing risks that cannot be
eliminated;
(c) provision of information required pursuant to Article 13 and, where appropriate, training to deployers. [TARGET] EN
OJ L, 12.7.2024",EU_AI_2024_removed,EU_AI_2024_removed,EU_AI_2024_removed/appropriate-the-necessary-testing-and-reporting-processes-in/sent_0003,sentence,2,contains
17,EU_AI_2024_removed/high-risk-ai-systems-shall-be-tested-for-the-purpose-of-iden/sent_0001,sentence,3,High-risk AI systems shall be tested for the purpose of identifying the most appropriate and targeted risk management,High-risk AI systems shall be tested for the purpose of identifying the most appropriate and targeted risk management,6,,"High-risk AI systems shall be tested for the purpose of identifying the most appropriate and targeted risk management
measures.","[TARGET] 6. [NEXT] High-risk AI systems shall be tested for the purpose of identifying the most appropriate and targeted risk management
measures.",EU_AI_2024_removed,EU_AI_2024_removed,EU_AI_2024_removed/high-risk-ai-systems-shall-be-tested-for-the-purpose-of-iden/sent_0001,sentence,3,contains
18,EU_AI_2024_removed/high-risk-ai-systems-shall-be-tested-for-the-purpose-of-iden/sent_0002,sentence,3,High-risk AI systems shall be tested for the purpose of identifying the most appropriate and targeted risk management,High-risk AI systems shall be tested for the purpose of identifying the most appropriate and targeted risk management,"High-risk AI systems shall be tested for the purpose of identifying the most appropriate and targeted risk management
measures.",6,"Testing shall ensure that high-risk AI systems perform consistently for their intended purpose and that they are in
compliance with the requirements set out in this Section.
7.","[PREV] 6. [TARGET] High-risk AI systems shall be tested for the purpose of identifying the most appropriate and targeted risk management
measures. [NEXT] Testing shall ensure that high-risk AI systems perform consistently for their intended purpose and that they are in
compliance with the requirements set out in this Section.
7.",EU_AI_2024_removed,EU_AI_2024_removed,EU_AI_2024_removed/high-risk-ai-systems-shall-be-tested-for-the-purpose-of-iden/sent_0001,sentence,3,contains
19,EU_AI_2024_removed/high-risk-ai-systems-shall-be-tested-for-the-purpose-of-iden/sent_0003,sentence,3,High-risk AI systems shall be tested for the purpose of identifying the most appropriate and targeted risk management,High-risk AI systems shall be tested for the purpose of identifying the most appropriate and targeted risk management,"Testing shall ensure that high-risk AI systems perform consistently for their intended purpose and that they are in
compliance with the requirements set out in this Section.
7.","High-risk AI systems shall be tested for the purpose of identifying the most appropriate and targeted risk management
measures.","Testing procedures may include testing in real-world conditions in accordance with Article 60.
8.","[PREV] High-risk AI systems shall be tested for the purpose of identifying the most appropriate and targeted risk management
measures. [TARGET] Testing shall ensure that high-risk AI systems perform consistently for their intended purpose and that they are in
compliance with the requirements set out in this Section.
7. [NEXT] Testing procedures may include testing in real-world conditions in accordance with Article 60.
8.",EU_AI_2024_removed,EU_AI_2024_removed,EU_AI_2024_removed/high-risk-ai-systems-shall-be-tested-for-the-purpose-of-iden/sent_0001,sentence,3,contains
20,EU_AI_2024_removed/high-risk-ai-systems-shall-be-tested-for-the-purpose-of-iden/sent_0004,sentence,3,High-risk AI systems shall be tested for the purpose of identifying the most appropriate and targeted risk management,High-risk AI systems shall be tested for the purpose of identifying the most appropriate and targeted risk management,"Testing procedures may include testing in real-world conditions in accordance with Article 60.
8.","Testing shall ensure that high-risk AI systems perform consistently for their intended purpose and that they are in
compliance with the requirements set out in this Section.
7.","The testing of high-risk AI systems shall be performed, as appropriate, at any time throughout the development
process, and, in any event, prior to their being placed on the market or put into service.","[PREV] Testing shall ensure that high-risk AI systems perform consistently for their intended purpose and that they are in
compliance with the requirements set out in this Section.
7. [TARGET] Testing procedures may include testing in real-world conditions in accordance with Article 60.
8. [NEXT] The testing of high-risk AI systems shall be performed, as appropriate, at any time throughout the development
process, and, in any event, prior to their being placed on the market or put into service.",EU_AI_2024_removed,EU_AI_2024_removed,EU_AI_2024_removed/high-risk-ai-systems-shall-be-tested-for-the-purpose-of-iden/sent_0001,sentence,3,contains
21,EU_AI_2024_removed/high-risk-ai-systems-shall-be-tested-for-the-purpose-of-iden/sent_0005,sentence,3,High-risk AI systems shall be tested for the purpose of identifying the most appropriate and targeted risk management,High-risk AI systems shall be tested for the purpose of identifying the most appropriate and targeted risk management,"The testing of high-risk AI systems shall be performed, as appropriate, at any time throughout the development
process, and, in any event, prior to their being placed on the market or put into service.","Testing procedures may include testing in real-world conditions in accordance with Article 60.
8.","Testing shall be carried out against
prior defined metrics and probabilistic thresholds that are appropriate to the intended purpose of the high-risk AI system.
9.","[PREV] Testing procedures may include testing in real-world conditions in accordance with Article 60.
8. [TARGET] The testing of high-risk AI systems shall be performed, as appropriate, at any time throughout the development
process, and, in any event, prior to their being placed on the market or put into service. [NEXT] Testing shall be carried out against
prior defined metrics and probabilistic thresholds that are appropriate to the intended purpose of the high-risk AI system.
9.",EU_AI_2024_removed,EU_AI_2024_removed,EU_AI_2024_removed/high-risk-ai-systems-shall-be-tested-for-the-purpose-of-iden/sent_0002,sentence,3,contains
22,EU_AI_2024_removed/high-risk-ai-systems-shall-be-tested-for-the-purpose-of-iden/sent_0006,sentence,3,High-risk AI systems shall be tested for the purpose of identifying the most appropriate and targeted risk management,High-risk AI systems shall be tested for the purpose of identifying the most appropriate and targeted risk management,"Testing shall be carried out against
prior defined metrics and probabilistic thresholds that are appropriate to the intended purpose of the high-risk AI system.
9.","The testing of high-risk AI systems shall be performed, as appropriate, at any time throughout the development
process, and, in any event, prior to their being placed on the market or put into service.","When implementing the risk management system as provided for in paragraphs 1 to 7, providers shall give
consideration to whether in view of its intended purpose the high-risk AI system is likely to have an adverse impact on
persons under the age of 18 and, as appropriate, other vulnerable groups.
10.","[PREV] The testing of high-risk AI systems shall be performed, as appropriate, at any time throughout the development
process, and, in any event, prior to their being placed on the market or put into service. [TARGET] Testing shall be carried out against
prior defined metrics and probabilistic thresholds that are appropriate to the intended purpose of the high-risk AI system.
9. [NEXT] When implementing the risk management system as provided for in paragraphs 1 to 7, providers shall give
consideration to whether in view of its intended purpose the high-risk AI system is likely to have an adverse impact on
persons under the age of 18 and, as appropriate, other vulnerable groups.
10.",EU_AI_2024_removed,EU_AI_2024_removed,EU_AI_2024_removed/high-risk-ai-systems-shall-be-tested-for-the-purpose-of-iden/sent_0002,sentence,3,contains
23,EU_AI_2024_removed/high-risk-ai-systems-shall-be-tested-for-the-purpose-of-iden/sent_0007,sentence,3,High-risk AI systems shall be tested for the purpose of identifying the most appropriate and targeted risk management,High-risk AI systems shall be tested for the purpose of identifying the most appropriate and targeted risk management,"When implementing the risk management system as provided for in paragraphs 1 to 7, providers shall give
consideration to whether in view of its intended purpose the high-risk AI system is likely to have an adverse impact on
persons under the age of 18 and, as appropriate, other vulnerable groups.
10.","Testing shall be carried out against
prior defined metrics and probabilistic thresholds that are appropriate to the intended purpose of the high-risk AI system.
9.","For providers of high-risk AI systems that are subject to requirements regarding internal risk management processes
under other relevant provisions of Union law, the aspects provided in paragraphs 1 to 9 may be part of, or combined with,
the risk management procedures established pursuant to that law.","[PREV] Testing shall be carried out against
prior defined metrics and probabilistic thresholds that are appropriate to the intended purpose of the high-risk AI system.
9. [TARGET] When implementing the risk management system as provided for in paragraphs 1 to 7, providers shall give
consideration to whether in view of its intended purpose the high-risk AI system is likely to have an adverse impact on
persons under the age of 18 and, as appropriate, other vulnerable groups.
10. [NEXT] For providers of high-risk AI systems that are subject to requirements regarding internal risk management processes
under other relevant provisions of Union law, the aspects provided in paragraphs 1 to 9 may be part of, or combined with,
the risk management procedures established pursuant to that law.",EU_AI_2024_removed,EU_AI_2024_removed,EU_AI_2024_removed/high-risk-ai-systems-shall-be-tested-for-the-purpose-of-iden/sent_0002,sentence,3,contains
24,EU_AI_2024_removed/high-risk-ai-systems-shall-be-tested-for-the-purpose-of-iden/sent_0008,sentence,3,High-risk AI systems shall be tested for the purpose of identifying the most appropriate and targeted risk management,High-risk AI systems shall be tested for the purpose of identifying the most appropriate and targeted risk management,"For providers of high-risk AI systems that are subject to requirements regarding internal risk management processes
under other relevant provisions of Union law, the aspects provided in paragraphs 1 to 9 may be part of, or combined with,
the risk management procedures established pursuant to that law.","When implementing the risk management system as provided for in paragraphs 1 to 7, providers shall give
consideration to whether in view of its intended purpose the high-risk AI system is likely to have an adverse impact on
persons under the age of 18 and, as appropriate, other vulnerable groups.
10.","Article 10
Data and data governance
1.","[PREV] When implementing the risk management system as provided for in paragraphs 1 to 7, providers shall give
consideration to whether in view of its intended purpose the high-risk AI system is likely to have an adverse impact on
persons under the age of 18 and, as appropriate, other vulnerable groups.
10. [TARGET] For providers of high-risk AI systems that are subject to requirements regarding internal risk management processes
under other relevant provisions of Union law, the aspects provided in paragraphs 1 to 9 may be part of, or combined with,
the risk management procedures established pursuant to that law. [NEXT] Article 10
Data and data governance
1.",EU_AI_2024_removed,EU_AI_2024_removed,EU_AI_2024_removed/high-risk-ai-systems-shall-be-tested-for-the-purpose-of-iden/sent_0002,sentence,3,contains
25,EU_AI_2024_removed/high-risk-ai-systems-shall-be-tested-for-the-purpose-of-iden/sent_0009,sentence,3,High-risk AI systems shall be tested for the purpose of identifying the most appropriate and targeted risk management,High-risk AI systems shall be tested for the purpose of identifying the most appropriate and targeted risk management,"Article 10
Data and data governance
1.","For providers of high-risk AI systems that are subject to requirements regarding internal risk management processes
under other relevant provisions of Union law, the aspects provided in paragraphs 1 to 9 may be part of, or combined with,
the risk management procedures established pursuant to that law.","High-risk AI systems which make use of techniques involving the training of AI models with data shall be developed
on the basis of training, validation and testing data sets that meet the quality criteria referred to in paragraphs 2 to 5
whenever such data sets are used.
2.","[PREV] For providers of high-risk AI systems that are subject to requirements regarding internal risk management processes
under other relevant provisions of Union law, the aspects provided in paragraphs 1 to 9 may be part of, or combined with,
the risk management procedures established pursuant to that law. [TARGET] Article 10
Data and data governance
1. [NEXT] High-risk AI systems which make use of techniques involving the training of AI models with data shall be developed
on the basis of training, validation and testing data sets that meet the quality criteria referred to in paragraphs 2 to 5
whenever such data sets are used.
2.",EU_AI_2024_removed,EU_AI_2024_removed,EU_AI_2024_removed/high-risk-ai-systems-shall-be-tested-for-the-purpose-of-iden/sent_0003,sentence,3,contains
26,EU_AI_2024_removed/high-risk-ai-systems-shall-be-tested-for-the-purpose-of-iden/sent_0010,sentence,3,High-risk AI systems shall be tested for the purpose of identifying the most appropriate and targeted risk management,High-risk AI systems shall be tested for the purpose of identifying the most appropriate and targeted risk management,"High-risk AI systems which make use of techniques involving the training of AI models with data shall be developed
on the basis of training, validation and testing data sets that meet the quality criteria referred to in paragraphs 2 to 5
whenever such data sets are used.
2.","Article 10
Data and data governance
1.","Training, validation and testing data sets shall be subject to data governance and management practices appropriate
for the intended purpose of the high-risk AI system.","[PREV] Article 10
Data and data governance
1. [TARGET] High-risk AI systems which make use of techniques involving the training of AI models with data shall be developed
on the basis of training, validation and testing data sets that meet the quality criteria referred to in paragraphs 2 to 5
whenever such data sets are used.
2. [NEXT] Training, validation and testing data sets shall be subject to data governance and management practices appropriate
for the intended purpose of the high-risk AI system.",EU_AI_2024_removed,EU_AI_2024_removed,EU_AI_2024_removed/high-risk-ai-systems-shall-be-tested-for-the-purpose-of-iden/sent_0003,sentence,3,contains
27,EU_AI_2024_removed/high-risk-ai-systems-shall-be-tested-for-the-purpose-of-iden/sent_0011,sentence,3,High-risk AI systems shall be tested for the purpose of identifying the most appropriate and targeted risk management,High-risk AI systems shall be tested for the purpose of identifying the most appropriate and targeted risk management,"Training, validation and testing data sets shall be subject to data governance and management practices appropriate
for the intended purpose of the high-risk AI system.","High-risk AI systems which make use of techniques involving the training of AI models with data shall be developed
on the basis of training, validation and testing data sets that meet the quality criteria referred to in paragraphs 2 to 5
whenever such data sets are used.
2.","Those practices shall concern in particular:
(a) the relevant design choices;
(b) data collection processes and the origin of data, and in the case of personal data, the original purpose of the data
collection;
(c) relevant data-preparation processing operations, such as annotation, labelling, cleaning, updating, enrichment and
aggregation;
(d) the formulation of assumptions, in particular with respect to the information that the data are supposed to measure and
represent;
(e) an assessment of the availability, quantity and suitability of the data sets that are needed;
(f) examination in view of possible biases that are likely to affect the health and safety of persons, have a negative impact
on fundamental rights or lead to discrimination prohibited under Union law, especially where data outputs influence
inputs for future operations;
(g) appropriate measures to detect, prevent and mitigate possible biases identified according to point (f);
(h) the identification of relevant data gaps or shortcomings that prevent compliance with this Regulation, and how those
gaps and shortcomings can be addressed.
3.","[PREV] High-risk AI systems which make use of techniques involving the training of AI models with data shall be developed
on the basis of training, validation and testing data sets that meet the quality criteria referred to in paragraphs 2 to 5
whenever such data sets are used.
2. [TARGET] Training, validation and testing data sets shall be subject to data governance and management practices appropriate
for the intended purpose of the high-risk AI system. [NEXT] Those practices shall concern in particular:
(a) the relevant design choices;
(b) data collection processes and the origin of data, and in the case of personal data, the original purpose of the data
collection;
(c) relevant data-preparation processing operations, such as annotation, labelling, cleaning, updating, enrichment and
aggregation;
(d) the formulation of assumptions, in particular with respect to the information that the data are supposed to measure and
represent;
(e) an assessment of the availability, quantity and suitability of the data sets that are needed;
(f) examination in view of possible biases that are likely to affect the health and safety of persons, have a negative impact
on fundamental rights or lead to discrimination prohibited under Union law, especially where data outputs influence
inputs for future operations;
(g) appropriate measures to detect, prevent and mitigate possible biases identified according to point (f);
(h) the identification of relevant data gaps or shortcomings that prevent compliance with this Regulation, and how those
gaps and shortcomings can be addressed.
3.",EU_AI_2024_removed,EU_AI_2024_removed,EU_AI_2024_removed/high-risk-ai-systems-shall-be-tested-for-the-purpose-of-iden/sent_0003,sentence,3,contains
28,EU_AI_2024_removed/high-risk-ai-systems-shall-be-tested-for-the-purpose-of-iden/sent_0012,sentence,3,High-risk AI systems shall be tested for the purpose of identifying the most appropriate and targeted risk management,High-risk AI systems shall be tested for the purpose of identifying the most appropriate and targeted risk management,"Those practices shall concern in particular:
(a) the relevant design choices;
(b) data collection processes and the origin of data, and in the case of personal data, the original purpose of the data
collection;
(c) relevant data-preparation processing operations, such as annotation, labelling, cleaning, updating, enrichment and
aggregation;
(d) the formulation of assumptions, in particular with respect to the information that the data are supposed to measure and
represent;
(e) an assessment of the availability, quantity and suitability of the data sets that are needed;
(f) examination in view of possible biases that are likely to affect the health and safety of persons, have a negative impact
on fundamental rights or lead to discrimination prohibited under Union law, especially where data outputs influence
inputs for future operations;
(g) appropriate measures to detect, prevent and mitigate possible biases identified according to point (f);
(h) the identification of relevant data gaps or shortcomings that prevent compliance with this Regulation, and how those
gaps and shortcomings can be addressed.
3.","Training, validation and testing data sets shall be subject to data governance and management practices appropriate
for the intended purpose of the high-risk AI system.","Training, validation and testing data sets shall be relevant, sufficiently representative, and to the best extent possible,
free of errors and complete in view of the intended purpose.","[PREV] Training, validation and testing data sets shall be subject to data governance and management practices appropriate
for the intended purpose of the high-risk AI system. [TARGET] Those practices shall concern in particular:
(a) the relevant design choices;
(b) data collection processes and the origin of data, and in the case of personal data, the original purpose of the data
collection;
(c) relevant data-preparation processing operations, such as annotation, labelling, cleaning, updating, enrichment and
aggregation;
(d) the formulation of assumptions, in particular with respect to the information that the data are supposed to measure and
represent;
(e) an assessment of the availability, quantity and suitability of the data sets that are needed;
(f) examination in view of possible biases that are likely to affect the health and safety of persons, have a negative impact
on fundamental rights or lead to discrimination prohibited under Union law, especially where data outputs influence
inputs for future operations;
(g) appropriate measures to detect, prevent and mitigate possible biases identified according to point (f);
(h) the identification of relevant data gaps or shortcomings that prevent compliance with this Regulation, and how those
gaps and shortcomings can be addressed.
3. [NEXT] Training, validation and testing data sets shall be relevant, sufficiently representative, and to the best extent possible,
free of errors and complete in view of the intended purpose.",EU_AI_2024_removed,EU_AI_2024_removed,EU_AI_2024_removed/high-risk-ai-systems-shall-be-tested-for-the-purpose-of-iden/sent_0003,sentence,3,contains
29,EU_AI_2024_removed/high-risk-ai-systems-shall-be-tested-for-the-purpose-of-iden/sent_0013,sentence,3,High-risk AI systems shall be tested for the purpose of identifying the most appropriate and targeted risk management,High-risk AI systems shall be tested for the purpose of identifying the most appropriate and targeted risk management,"Training, validation and testing data sets shall be relevant, sufficiently representative, and to the best extent possible,
free of errors and complete in view of the intended purpose.","Those practices shall concern in particular:
(a) the relevant design choices;
(b) data collection processes and the origin of data, and in the case of personal data, the original purpose of the data
collection;
(c) relevant data-preparation processing operations, such as annotation, labelling, cleaning, updating, enrichment and
aggregation;
(d) the formulation of assumptions, in particular with respect to the information that the data are supposed to measure and
represent;
(e) an assessment of the availability, quantity and suitability of the data sets that are needed;
(f) examination in view of possible biases that are likely to affect the health and safety of persons, have a negative impact
on fundamental rights or lead to discrimination prohibited under Union law, especially where data outputs influence
inputs for future operations;
(g) appropriate measures to detect, prevent and mitigate possible biases identified according to point (f);
(h) the identification of relevant data gaps or shortcomings that prevent compliance with this Regulation, and how those
gaps and shortcomings can be addressed.
3.","They shall have the appropriate statistical properties, including,
where applicable, as regards the persons or groups of persons in relation to whom the high-risk AI system is intended to be
used.","[PREV] Those practices shall concern in particular:
(a) the relevant design choices;
(b) data collection processes and the origin of data, and in the case of personal data, the original purpose of the data
collection;
(c) relevant data-preparation processing operations, such as annotation, labelling, cleaning, updating, enrichment and
aggregation;
(d) the formulation of assumptions, in particular with respect to the information that the data are supposed to measure and
represent;
(e) an assessment of the availability, quantity and suitability of the data sets that are needed;
(f) examination in view of possible biases that are likely to affect the health and safety of persons, have a negative impact
on fundamental rights or lead to discrimination prohibited under Union law, especially where data outputs influence
inputs for future operations;
(g) appropriate measures to detect, prevent and mitigate possible biases identified according to point (f);
(h) the identification of relevant data gaps or shortcomings that prevent compliance with this Regulation, and how those
gaps and shortcomings can be addressed.
3. [TARGET] Training, validation and testing data sets shall be relevant, sufficiently representative, and to the best extent possible,
free of errors and complete in view of the intended purpose. [NEXT] They shall have the appropriate statistical properties, including,
where applicable, as regards the persons or groups of persons in relation to whom the high-risk AI system is intended to be
used.",EU_AI_2024_removed,EU_AI_2024_removed,EU_AI_2024_removed/high-risk-ai-systems-shall-be-tested-for-the-purpose-of-iden/sent_0004,sentence,3,contains
