span_id,text,rule_id,scope.actor,scope.domain,scope.context,hazard,requirement,exceptions,conditions,is_testable,evidence_signals,evidence
EU_AI_2024_removed/appropriate-the-necessary-testing-and-reporting-processes-in/sent_0003,"The risk management measures referred to in paragraph 2, point (d), shall give due consideration to the effects and
possible interaction resulting from the combined application of the requirements set out in this Section, with a view to
minimising risks more effectively while achieving an appropriate balance in implementing the measures to fulfil those
requirements.
5. The risk management measures referred to in paragraph 2, point (d), shall be such that the relevant residual risk
associated with each hazard, as well as the overall residual risk of the high-risk AI systems is judged to be acceptable. In identifying the most appropriate risk management measures, the following shall be ensured:
(a) elimination or reduction of risks identified and evaluated pursuant to paragraph 2 in as far as technically feasible
through adequate design and development of the high-risk AI system;
(b) where appropriate, implementation of adequate mitigation and control measures addressing risks that cannot be
eliminated;
(c) provision of information required pursuant to Article 13 and, where appropriate, training to deployers. EN
OJ L, 12.7.2024",3,"[""org""]",[],"[""high-risk"", ""regulated""]",risks not reduced through design,org must eliminate or reduce risks identified and evaluated pursuant to paragraph 2 insofar as technically feasible through adequate design and development of the high-risk AI system.,[],"[""risks identified and evaluated (paragraph 2)"", ""technically feasible""]",TRUE,"[""config_check"", ""repo_check"", ""attest_check""]",[]
EU_AI_2024_removed/appropriate-the-necessary-testing-and-reporting-processes-in/sent_0003,"The risk management measures referred to in paragraph 2, point (d), shall give due consideration to the effects and
possible interaction resulting from the combined application of the requirements set out in this Section, with a view to
minimising risks more effectively while achieving an appropriate balance in implementing the measures to fulfil those
requirements.
5. The risk management measures referred to in paragraph 2, point (d), shall be such that the relevant residual risk
associated with each hazard, as well as the overall residual risk of the high-risk AI systems is judged to be acceptable. In identifying the most appropriate risk management measures, the following shall be ensured:
(a) elimination or reduction of risks identified and evaluated pursuant to paragraph 2 in as far as technically feasible
through adequate design and development of the high-risk AI system;
(b) where appropriate, implementation of adequate mitigation and control measures addressing risks that cannot be
eliminated;
(c) provision of information required pursuant to Article 13 and, where appropriate, training to deployers. EN
OJ L, 12.7.2024",4,"[""org""]",[],"[""high-risk"", ""regulated""]",unmitigated residual risks,"org must implement adequate mitigation and control measures addressing risks that cannot be eliminated, where appropriate.",[],"[""risks that cannot be eliminated""]",TRUE,"[""config_check"", ""attest_check""]",[]
EU_AI_2024_removed/appropriate-the-necessary-testing-and-reporting-processes-in/sent_0003,"The risk management measures referred to in paragraph 2, point (d), shall give due consideration to the effects and
possible interaction resulting from the combined application of the requirements set out in this Section, with a view to
minimising risks more effectively while achieving an appropriate balance in implementing the measures to fulfil those
requirements.
5. The risk management measures referred to in paragraph 2, point (d), shall be such that the relevant residual risk
associated with each hazard, as well as the overall residual risk of the high-risk AI systems is judged to be acceptable. In identifying the most appropriate risk management measures, the following shall be ensured:
(a) elimination or reduction of risks identified and evaluated pursuant to paragraph 2 in as far as technically feasible
through adequate design and development of the high-risk AI system;
(b) where appropriate, implementation of adequate mitigation and control measures addressing risks that cannot be
eliminated;
(c) provision of information required pursuant to Article 13 and, where appropriate, training to deployers. EN
OJ L, 12.7.2024",5,"[""org""]",[],"[""high-risk"", ""regulated""]",deployer harms from missing information or training,"org must provide the information required pursuant to Article 13 and, where appropriate, training to deployers.",[],"[""high-risk AI system"", ""information required pursuant to Article 13""]",TRUE,"[""attest_check"", ""repo_check""]","[""information (Article 13)""]"
EU_AI_2024_removed/high-risk-ai-systems-shall-be-tested-for-the-purpose-of-iden/sent_0001,"6. High-risk AI systems shall be tested for the purpose of identifying the most appropriate and targeted risk management
measures. Testing shall ensure that high-risk AI systems perform consistently for their intended purpose and that they are in
compliance with the requirements set out in this Section.
7. Testing procedures may include testing in real-world conditions in accordance with Article 60.
8.",1,"[""org""]",[],"[""high-risk"", ""eval"", ""regulated""]",lack of appropriate risk management measures,org must test high-risk AI systems for the purpose of identifying the most appropriate and targeted risk management measures.,[],"[""high-risk AI system""]",TRUE,"[""ci_gate"", ""data_check"", ""log_check""]",[]
EU_AI_2024_removed/high-risk-ai-systems-shall-be-tested-for-the-purpose-of-iden/sent_0001,"6. High-risk AI systems shall be tested for the purpose of identifying the most appropriate and targeted risk management
measures. Testing shall ensure that high-risk AI systems perform consistently for their intended purpose and that they are in
compliance with the requirements set out in this Section.
7. Testing procedures may include testing in real-world conditions in accordance with Article 60.
8.",2,"[""org""]",[],"[""high-risk"", ""eval"", ""regulated""]",inconsistent AI system performance,org must ensure through testing that high-risk AI systems perform consistently for their intended purpose.,[],"[""high-risk AI system"", ""intended purpose""]",TRUE,"[""io_check"", ""data_check"", ""ci_gate""]",[]
EU_AI_2024_removed/high-risk-ai-systems-shall-be-tested-for-the-purpose-of-iden/sent_0001,"6. High-risk AI systems shall be tested for the purpose of identifying the most appropriate and targeted risk management
measures. Testing shall ensure that high-risk AI systems perform consistently for their intended purpose and that they are in
compliance with the requirements set out in this Section.
7. Testing procedures may include testing in real-world conditions in accordance with Article 60.
8.",3,"[""org""]",[],"[""high-risk"", ""eval"", ""regulated""]",regulatory non-compliance,org must ensure through testing that high-risk AI systems comply with the requirements set out in this Section.,[],"[""high-risk AI system"", ""requirements set out in this Section""]",TRUE,"[""config_check"", ""attest_check"", ""ci_gate""]",[]
EU_AI_2024_removed/high-risk-ai-systems-shall-be-tested-for-the-purpose-of-iden/sent_0002,"The testing of high-risk AI systems shall be performed, as appropriate, at any time throughout the development
process, and, in any event, prior to their being placed on the market or put into service. Testing shall be carried out against
prior defined metrics and probabilistic thresholds that are appropriate to the intended purpose of the high-risk AI system.
9. When implementing the risk management system as provided for in paragraphs 1 to 7, providers shall give
consideration to whether in view of its intended purpose the high-risk AI system is likely to have an adverse impact on
persons under the age of 18 and, as appropriate, other vulnerable groups.
10. For providers of high-risk AI systems that are subject to requirements regarding internal risk management processes
under other relevant provisions of Union law, the aspects provided in paragraphs 1 to 9 may be part of, or combined with,
the risk management procedures established pursuant to that law.",1,"[""org""]",[],"[""high-risk"", ""dev"", ""eval"", ""regulated""]",unidentified pre-market risks,"org must perform testing of high-risk AI systems, as appropriate, at any time throughout the development process and, in any event, prior to their being placed on the market or put into service.",[],"[""development process"", ""prior to being placed on the market or put into service""]",TRUE,"[""ci_gate"", ""attest_check""]",[]
EU_AI_2024_removed/high-risk-ai-systems-shall-be-tested-for-the-purpose-of-iden/sent_0002,"The testing of high-risk AI systems shall be performed, as appropriate, at any time throughout the development
process, and, in any event, prior to their being placed on the market or put into service. Testing shall be carried out against
prior defined metrics and probabilistic thresholds that are appropriate to the intended purpose of the high-risk AI system.
9. When implementing the risk management system as provided for in paragraphs 1 to 7, providers shall give
consideration to whether in view of its intended purpose the high-risk AI system is likely to have an adverse impact on
persons under the age of 18 and, as appropriate, other vulnerable groups.
10. For providers of high-risk AI systems that are subject to requirements regarding internal risk management processes
under other relevant provisions of Union law, the aspects provided in paragraphs 1 to 9 may be part of, or combined with,
the risk management procedures established pursuant to that law.",2,"[""org""]",[],"[""high-risk"", ""eval"", ""regulated""]",misaligned test criteria,org must ensure testing is carried out against prior defined metrics and probabilistic thresholds that are appropriate to the intended purpose of the high-risk AI system.,[],"[""prior defined metrics and probabilistic thresholds"", ""intended purpose""]",TRUE,"[""config_check"", ""data_check"", ""ci_gate""]",[]
EU_AI_2024_removed/high-risk-ai-systems-shall-be-tested-for-the-purpose-of-iden/sent_0002,"The testing of high-risk AI systems shall be performed, as appropriate, at any time throughout the development
process, and, in any event, prior to their being placed on the market or put into service. Testing shall be carried out against
prior defined metrics and probabilistic thresholds that are appropriate to the intended purpose of the high-risk AI system.
9. When implementing the risk management system as provided for in paragraphs 1 to 7, providers shall give
consideration to whether in view of its intended purpose the high-risk AI system is likely to have an adverse impact on
persons under the age of 18 and, as appropriate, other vulnerable groups.
10. For providers of high-risk AI systems that are subject to requirements regarding internal risk management processes
under other relevant provisions of Union law, the aspects provided in paragraphs 1 to 9 may be part of, or combined with,
the risk management procedures established pursuant to that law.",3,"[""provider""]","[""children""]","[""high-risk"", ""regulated""]",adverse impact on minors or other vulnerable groups,"provider must give consideration, when implementing the risk management system, to whether the high-risk AI system is likely to have an adverse impact on persons under the age of 18 and, as appropriate, other vulnerable groups, in view of its intended purpose.",[],"[""implementing risk management system (paragraphs 1–7)"", ""intended purpose"", ""persons under 18 and other vulnerable groups""]",TRUE,"[""attest_check"", ""config_check"", ""data_check""]",[]
EU_AI_2024_removed/high-risk-ai-systems-shall-be-tested-for-the-purpose-of-iden/sent_0003,"Article 10
Data and data governance
1. High-risk AI systems which make use of techniques involving the training of AI models with data shall be developed
on the basis of training, validation and testing data sets that meet the quality criteria referred to in paragraphs 2 to 5
whenever such data sets are used.
2. Training, validation and testing data sets shall be subject to data governance and management practices appropriate
for the intended purpose of the high-risk AI system. Those practices shall concern in particular:
(a) the relevant design choices;
(b) data collection processes and the origin of data, and in the case of personal data, the original purpose of the data
collection;
(c) relevant data-preparation processing operations, such as annotation, labelling, cleaning, updating, enrichment and
aggregation;
(d) the formulation of assumptions, in particular with respect to the information that the data are supposed to measure and
represent;
(e) an assessment of the availability, quantity and suitability of the data sets that are needed;
(f) examination in view of possible biases that are likely to affect the health and safety of persons, have a negative impact
on fundamental rights or lead to discrimination prohibited under Union law, especially where data outputs influence
inputs for future operations;
(g) appropriate measures to detect, prevent and mitigate possible biases identified according to point (f);
(h) the identification of relevant data gaps or shortcomings that prevent compliance with this Regulation, and how those
gaps and shortcomings can be addressed.
3.",1,"[""developer""]","[""general""]","[""high-risk"", ""training"", ""eval"", ""regulated""]",use of low-quality training/validation/testing datasets,"developer must develop high-risk AI systems on the basis of training, validation, and testing datasets that meet the quality criteria in paragraphs 2–5 whenever such datasets are used.",[],"[""training techniques for AI models"", ""use of training/validation/testing datasets"", ""quality criteria per paragraphs 2–5""]",TRUE,"[""data_check"", ""config_check"", ""ci_gate""]",[]
EU_AI_2024_removed/high-risk-ai-systems-shall-be-tested-for-the-purpose-of-iden/sent_0003,"Article 10
Data and data governance
1. High-risk AI systems which make use of techniques involving the training of AI models with data shall be developed
on the basis of training, validation and testing data sets that meet the quality criteria referred to in paragraphs 2 to 5
whenever such data sets are used.
2. Training, validation and testing data sets shall be subject to data governance and management practices appropriate
for the intended purpose of the high-risk AI system. Those practices shall concern in particular:
(a) the relevant design choices;
(b) data collection processes and the origin of data, and in the case of personal data, the original purpose of the data
collection;
(c) relevant data-preparation processing operations, such as annotation, labelling, cleaning, updating, enrichment and
aggregation;
(d) the formulation of assumptions, in particular with respect to the information that the data are supposed to measure and
represent;
(e) an assessment of the availability, quantity and suitability of the data sets that are needed;
(f) examination in view of possible biases that are likely to affect the health and safety of persons, have a negative impact
on fundamental rights or lead to discrimination prohibited under Union law, especially where data outputs influence
inputs for future operations;
(g) appropriate measures to detect, prevent and mitigate possible biases identified according to point (f);
(h) the identification of relevant data gaps or shortcomings that prevent compliance with this Regulation, and how those
gaps and shortcomings can be addressed.
3.",2,"[""developer""]","[""general""]","[""high-risk"", ""training"", ""eval"", ""regulated""]",lack of data governance appropriate to intended purpose,"developer must subject training, validation, and testing datasets to data governance and management practices appropriate to the system’s intended purpose.",[],"[""intended purpose alignment""]",TRUE,"[""config_check"", ""data_check"", ""attest_check""]",[]
EU_AI_2024_removed/high-risk-ai-systems-shall-be-tested-for-the-purpose-of-iden/sent_0003,"Article 10
Data and data governance
1. High-risk AI systems which make use of techniques involving the training of AI models with data shall be developed
on the basis of training, validation and testing data sets that meet the quality criteria referred to in paragraphs 2 to 5
whenever such data sets are used.
2. Training, validation and testing data sets shall be subject to data governance and management practices appropriate
for the intended purpose of the high-risk AI system. Those practices shall concern in particular:
(a) the relevant design choices;
(b) data collection processes and the origin of data, and in the case of personal data, the original purpose of the data
collection;
(c) relevant data-preparation processing operations, such as annotation, labelling, cleaning, updating, enrichment and
aggregation;
(d) the formulation of assumptions, in particular with respect to the information that the data are supposed to measure and
represent;
(e) an assessment of the availability, quantity and suitability of the data sets that are needed;
(f) examination in view of possible biases that are likely to affect the health and safety of persons, have a negative impact
on fundamental rights or lead to discrimination prohibited under Union law, especially where data outputs influence
inputs for future operations;
(g) appropriate measures to detect, prevent and mitigate possible biases identified according to point (f);
(h) the identification of relevant data gaps or shortcomings that prevent compliance with this Regulation, and how those
gaps and shortcomings can be addressed.
3.",3,"[""developer""]","[""PII""]","[""high-risk"", ""training"", ""eval"", ""regulated""]",untracked data provenance or original purpose for personal data,"developer must govern data collection processes and data origin, and for personal data ensure the original purpose of collection is accounted for within data governance.",[],"[""data collection processes"", ""data origin"", ""original purpose (personal data)""]",TRUE,"[""data_check"", ""config_check"", ""repo_check""]",[]
EU_AI_2024_removed/high-risk-ai-systems-shall-be-tested-for-the-purpose-of-iden/sent_0003,"Article 10
Data and data governance
1. High-risk AI systems which make use of techniques involving the training of AI models with data shall be developed
on the basis of training, validation and testing data sets that meet the quality criteria referred to in paragraphs 2 to 5
whenever such data sets are used.
2. Training, validation and testing data sets shall be subject to data governance and management practices appropriate
for the intended purpose of the high-risk AI system. Those practices shall concern in particular:
(a) the relevant design choices;
(b) data collection processes and the origin of data, and in the case of personal data, the original purpose of the data
collection;
(c) relevant data-preparation processing operations, such as annotation, labelling, cleaning, updating, enrichment and
aggregation;
(d) the formulation of assumptions, in particular with respect to the information that the data are supposed to measure and
represent;
(e) an assessment of the availability, quantity and suitability of the data sets that are needed;
(f) examination in view of possible biases that are likely to affect the health and safety of persons, have a negative impact
on fundamental rights or lead to discrimination prohibited under Union law, especially where data outputs influence
inputs for future operations;
(g) appropriate measures to detect, prevent and mitigate possible biases identified according to point (f);
(h) the identification of relevant data gaps or shortcomings that prevent compliance with this Regulation, and how those
gaps and shortcomings can be addressed.
3.",4,"[""developer""]","[""general""]","[""high-risk"", ""training"", ""eval"", ""regulated""]",unsafe or inconsistent data-preparation operations,"developer must apply governed data-preparation operations including annotation, labelling, cleaning, updating, enrichment, and aggregation for training, validation, and testing datasets.",[],"[""annotation"", ""labelling"", ""cleaning"", ""updating"", ""enrichment"", ""aggregation""]",TRUE,"[""repo_check"", ""config_check"", ""data_check""]",[]
