k,span_id,score,tp,fp,precision,recall
32,Microsoft/index/transparency-goals/goal-t1-system-intelligibility-for-decision-making/sent_0002,0.344541910331384,32,0,1.0,0.4507042253521127
33,Microsoft/index/accountability-goals/goal-a5-human-oversight-and-control/sent_0004,0.34382716049382717,33,0,1.0,0.4647887323943662
34,Microsoft/index/fairness-goals/goal-f2-allocation-of-resources-and-opportunities/sent_0003,0.3333333333333333,34,0,1.0,0.4788732394366197
35,Microsoft/index/reliability-safety-goals/goal-rs1-reliability-and-safety-guidance/sent_0003,0.3194444444444444,35,0,1.0,0.49295774647887325
36,Microsoft/index/fairness-goals/goal-f1-quality-of-service/sent_0003,0.3192982456140351,36,0,1.0,0.5070422535211268
37,Microsoft/index/accountability-goals/goal-a3-fit-for-purpose/sent_0003,0.31590413943355117,37,0,1.0,0.5211267605633803
38,Microsoft/index/fairness-goals/goal-f1-quality-of-service/sent_0007,0.313692480359147,38,0,1.0,0.5352112676056338
39,Microsoft/index/reliability-safety-goals/goal-rs3-ongoing-monitoring-feedback-and-evaluation/sent_0002,0.31209876543209875,39,0,1.0,0.5492957746478874
40,Microsoft/index/accountability-goals/goal-a3-fit-for-purpose/sent_0005,0.30519713261648745,40,0,1.0,0.5633802816901409
41,Microsoft/index/fairness-goals/goal-f1-quality-of-service/sent_0006,0.3004115226337449,41,0,1.0,0.5774647887323944
42,Microsoft/index/reliability-safety-goals/goal-rs2-failures-and-remediations/sent_0004,0.2962962962962963,42,0,1.0,0.5915492957746479
43,Microsoft/index/accountability-goals/goal-a2-oversight-of-significant-adverse-impacts/sent_0001,0.2916666666666667,43,0,1.0,0.6056338028169014
44,Microsoft/index/fairness-goals/goal-f1-quality-of-service/sent_0004,0.27993750574395737,44,0,1.0,0.6197183098591549
45,Microsoft/index/accountability-goals/goal-a2-oversight-of-significant-adverse-impacts/sent_0002,0.2787037037037037,45,0,1.0,0.6338028169014085
46,Microsoft/index/reliability-safety-goals/goal-rs1-reliability-and-safety-guidance/sent_0007,0.26430976430976433,46,0,1.0,0.647887323943662
47,Microsoft/index/transparency-goals/goal-t1-system-intelligibility-for-decision-making/sent_0004,0.252991452991453,47,0,1.0,0.6619718309859155
48,Microsoft/index/reliability-safety-goals/goal-rs3-ongoing-monitoring-feedback-and-evaluation/sent_0003,0.2513888888888889,48,0,1.0,0.676056338028169
49,Microsoft/index/reliability-safety-goals/goal-rs2-failures-and-remediations/sent_0002,0.2508417508417508,49,0,1.0,0.6901408450704225
50,Microsoft/index/reliability-safety-goals/goal-rs3-ongoing-monitoring-feedback-and-evaluation/sent_0004,0.23280423280423282,50,0,1.0,0.704225352112676
51,Microsoft/index/accountability-goals/goal-a4-data-governance-and-management/sent_0002,0.2195767195767196,51,0,1.0,0.7183098591549296
52,Microsoft/index/accountability-goals/goal-a3-fit-for-purpose/sent_0002,0.2074074074074074,52,0,1.0,0.7323943661971831
53,Microsoft/index/transparency-goals/goal-t3-disclosure-of-ai-interaction/sent_0004,0.2074074074074074,53,0,1.0,0.7464788732394366
54,Microsoft/index/accountability-goals/goal-a4-data-governance-and-management/sent_0003,0.19444444444444445,54,0,1.0,0.7605633802816901
55,Microsoft/index/fairness-goals/goal-f1-quality-of-service/sent_0002,0.17638888888888887,55,0,1.0,0.7746478873239436
56,Microsoft/index/reliability-safety-goals/goal-rs1-reliability-and-safety-guidance/sent_0002,0.16172839506172842,56,0,1.0,0.7887323943661971
57,Microsoft/index/transparency-goals/goal-t1-system-intelligibility-for-decision-making/sent_0001,0.0,57,0,1.0,0.8028169014084507
