k,span_id,score,tp,fp,precision,recall
19,Microsoft/index/accountability-goals/goal-a4-data-governance-and-management/sent_0001,0.41832858499525166,19,0,1.0,0.2676056338028169
20,Microsoft/index/transparency-goals/goal-t2-communication-to-stakeholders/sent_0003,0.4171075837742504,20,0,1.0,0.28169014084507044
21,Microsoft/index/fairness-goals/goal-f1-quality-of-service/sent_0006,0.4159544159544159,21,0,1.0,0.29577464788732394
22,Microsoft/index/fairness-goals/goal-f3-minimization-of-stereotyping-demeaning-and-erasing-o/sent_0002,0.40555555555555556,22,0,1.0,0.30985915492957744
23,Microsoft/index/reliability-safety-goals/goal-rs3-ongoing-monitoring-feedback-and-evaluation/sent_0001,0.4012345679012346,23,0,1.0,0.323943661971831
24,Microsoft/index/fairness-goals/goal-f2-allocation-of-resources-and-opportunities/sent_0006,0.3968253968253968,24,0,1.0,0.3380281690140845
25,Microsoft/index/transparency-goals/goal-t3-disclosure-of-ai-interaction/sent_0003,0.3804713804713804,25,0,1.0,0.352112676056338
26,Microsoft/index/fairness-goals/goal-f1-quality-of-service/sent_0007,0.37962962962962965,26,0,1.0,0.36619718309859156
27,Microsoft/index/transparency-goals/goal-t3-disclosure-of-ai-interaction/sent_0001,0.37280701754385964,27,0,1.0,0.38028169014084506
28,Microsoft/index/accountability-goals/goal-a1-impact-assessment/sent_0002,0.3664021164021164,28,0,1.0,0.39436619718309857
29,Microsoft/index/accountability-goals/goal-a3-fit-for-purpose/sent_0005,0.36508714596949887,29,0,1.0,0.4084507042253521
30,Microsoft/index/accountability-goals/goal-a5-human-oversight-and-control/sent_0002,0.36,30,0,1.0,0.4225352112676056
31,Microsoft/index/fairness-goals/goal-f1-quality-of-service/sent_0003,0.3485380116959064,31,0,1.0,0.43661971830985913
32,Microsoft/index/privacy-security-goals/goal-ps2-security-policy-compliance/sent_0001,0.3476190476190476,32,0,1.0,0.4507042253521127
33,Microsoft/index/accountability-goals/goal-a3-fit-for-purpose/sent_0003,0.3462071697365815,33,0,1.0,0.4647887323943662
34,Microsoft/index/accountability-goals/goal-a4-data-governance-and-management/sent_0003,0.32101558572146804,34,0,1.0,0.4788732394366197
35,Microsoft/index/reliability-safety-goals/goal-rs3-ongoing-monitoring-feedback-and-evaluation/sent_0005,0.320479302832244,35,0,1.0,0.49295774647887325
36,Microsoft/index/transparency-goals/goal-t2-communication-to-stakeholders/sent_0002,0.3039591315453384,36,0,1.0,0.5070422535211268
37,Microsoft/index/reliability-safety-goals/goal-rs2-failures-and-remediations/sent_0004,0.30370370370370364,37,0,1.0,0.5211267605633803
38,Microsoft/index/reliability-safety-goals/goal-rs3-ongoing-monitoring-feedback-and-evaluation/sent_0003,0.3029100529100529,38,0,1.0,0.5352112676056338
39,Microsoft/index/transparency-goals/goal-t3-disclosure-of-ai-interaction/sent_0004,0.2986111111111111,39,0,1.0,0.5492957746478874
40,Microsoft/index/fairness-goals/goal-f2-allocation-of-resources-and-opportunities/sent_0002,0.2777777777777778,40,0,1.0,0.5633802816901409
41,Microsoft/index/accountability-goals/goal-a2-oversight-of-significant-adverse-impacts/sent_0002,0.2751322751322751,41,0,1.0,0.5774647887323944
42,Microsoft/index/reliability-safety-goals/goal-rs3-ongoing-monitoring-feedback-and-evaluation/sent_0004,0.27483660130718957,42,0,1.0,0.5915492957746479
43,Microsoft/index/reliability-safety-goals/goal-rs1-reliability-and-safety-guidance/sent_0007,0.27078189300411526,43,0,1.0,0.6056338028169014
44,Microsoft/index/fairness-goals/goal-f1-quality-of-service/sent_0004,0.2628434886499403,44,0,1.0,0.6197183098591549
45,Microsoft/index/reliability-safety-goals/goal-rs2-failures-and-remediations/sent_0002,0.2546296296296296,45,0,1.0,0.6338028169014085
46,Microsoft/index/transparency-goals/goal-t1-system-intelligibility-for-decision-making/sent_0002,0.24074074074074078,46,0,1.0,0.647887323943662
47,Microsoft/index/fairness-goals/goal-f1-quality-of-service/sent_0002,0.21746031746031746,47,0,1.0,0.6619718309859155
48,Microsoft/index/reliability-safety-goals/goal-rs3-ongoing-monitoring-feedback-and-evaluation/sent_0002,0.19990503323836656,48,0,1.0,0.676056338028169
49,Microsoft/index/fairness-goals/goal-f2-allocation-of-resources-and-opportunities/sent_0007,0.13760683760683762,49,0,1.0,0.6901408450704225
50,Microsoft/index/transparency-goals/goal-t1-system-intelligibility-for-decision-making/sent_0001,0.1111111111111111,50,0,1.0,0.704225352112676
51,,0.0,50,1,0.9803921568627451,0.704225352112676
52,Microsoft/index/reliability-and-safety-guidance/sent_0006,0.0,51,1,0.9807692307692307,0.7183098591549296
